date,cluster,distance_to_centroid,total_window_count
2026-03-22,0,0.007266351130059346,8046.0
2026-03-28,0,0.01021610399903269,8155.0
2026-03-14,0,0.011776576993794453,8607.0
2026-03-08,0,0.01921167806328837,8025.0
2026-03-07,0,0.02234461075017225,8954.0
2026-03-21,1,0.011071900001536438,4733.0
2026-03-29,1,0.011071900001536438,7379.0
