block_id,start_time,end_time,date,K1,K2,K3,K4,K5,K6,pattern,stage,program,n_seconds,duration_s
369,2026-03-10 08:40:40+01:00,2026-03-10 08:40:59+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,3,3,20,20
370,2026-03-10 08:41:00+01:00,2026-03-10 08:41:02+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
371,2026-03-10 08:41:03+01:00,2026-03-10 08:41:05+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
372,2026-03-10 08:41:06+01:00,2026-03-10 08:41:06+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
373,2026-03-10 08:41:07+01:00,2026-03-10 08:41:14+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,8,8
374,2026-03-10 08:41:15+01:00,2026-03-10 08:41:17+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
375,2026-03-10 08:41:18+01:00,2026-03-10 08:41:20+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
376,2026-03-10 08:41:21+01:00,2026-03-10 08:41:21+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
377,2026-03-10 08:41:22+01:00,2026-03-10 08:41:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,29,29
378,2026-03-10 08:41:51+01:00,2026-03-10 08:41:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
379,2026-03-10 08:41:54+01:00,2026-03-10 08:41:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
380,2026-03-10 08:41:55+01:00,2026-03-10 08:42:02+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,8,8
381,2026-03-10 08:42:03+01:00,2026-03-10 08:42:05+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
382,2026-03-10 08:42:06+01:00,2026-03-10 08:42:08+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
383,2026-03-10 08:42:09+01:00,2026-03-10 08:42:09+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
384,2026-03-10 08:42:10+01:00,2026-03-10 08:42:29+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,20,20
385,2026-03-10 08:42:30+01:00,2026-03-10 08:42:32+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
386,2026-03-10 08:42:33+01:00,2026-03-10 08:42:35+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
387,2026-03-10 08:42:36+01:00,2026-03-10 08:42:36+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
388,2026-03-10 08:42:37+01:00,2026-03-10 08:42:44+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,8,8
389,2026-03-10 08:42:45+01:00,2026-03-10 08:42:47+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
390,2026-03-10 08:42:48+01:00,2026-03-10 08:42:50+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
391,2026-03-10 08:42:51+01:00,2026-03-10 08:42:51+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
392,2026-03-10 08:42:52+01:00,2026-03-10 08:43:32+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,41,41
393,2026-03-10 08:43:33+01:00,2026-03-10 08:43:35+01:00,2026-03-10,3,2,3,2,2,2,3-2-3-2-2-2,2,3,3,3
394,2026-03-10 08:43:36+01:00,2026-03-10 08:43:38+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,2,3,3,3
395,2026-03-10 08:43:39+01:00,2026-03-10 08:43:39+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,2,3,1,1
396,2026-03-10 08:43:40+01:00,2026-03-10 08:44:01+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,3,3,22,22
397,2026-03-10 08:44:02+01:00,2026-03-10 08:44:02+01:00,2026-03-10,2,3,2,2,4,2,2-3-2-2-4-2,4,3,1,1
398,2026-03-10 08:44:03+01:00,2026-03-10 08:44:04+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,2,2
399,2026-03-10 08:44:05+01:00,2026-03-10 08:44:05+01:00,2026-03-10,2,2,2,2,3,2,2-2-2-2-3-2,4,3,1,1
400,2026-03-10 08:44:06+01:00,2026-03-10 08:44:08+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
401,2026-03-10 08:44:09+01:00,2026-03-10 08:44:09+01:00,2026-03-10,5,2,2,2,2,2,5-2-2-2-2-2,4,3,1,1
402,2026-03-10 08:44:10+01:00,2026-03-10 08:44:10+01:00,2026-03-10,4,2,5,2,2,2,4-2-5-2-2-2,4,3,1,1
403,2026-03-10 08:44:11+01:00,2026-03-10 08:44:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,40,40
404,2026-03-10 08:44:51+01:00,2026-03-10 08:44:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
405,2026-03-10 08:44:54+01:00,2026-03-10 08:44:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
406,2026-03-10 08:44:55+01:00,2026-03-10 08:45:06+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,12,12
407,2026-03-10 08:45:07+01:00,2026-03-10 08:45:09+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
408,2026-03-10 08:45:10+01:00,2026-03-10 08:45:12+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
409,2026-03-10 08:45:13+01:00,2026-03-10 08:45:13+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
410,2026-03-10 08:45:14+01:00,2026-03-10 08:45:40+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,27,27
411,2026-03-10 08:45:41+01:00,2026-03-10 08:45:43+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
412,2026-03-10 08:45:44+01:00,2026-03-10 08:45:46+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
413,2026-03-10 08:45:47+01:00,2026-03-10 08:45:47+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
414,2026-03-10 08:45:48+01:00,2026-03-10 08:45:52+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,5,5
415,2026-03-10 08:45:53+01:00,2026-03-10 08:45:55+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
416,2026-03-10 08:45:56+01:00,2026-03-10 08:45:58+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
417,2026-03-10 08:45:59+01:00,2026-03-10 08:45:59+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
418,2026-03-10 08:46:00+01:00,2026-03-10 08:46:32+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,33,33
419,2026-03-10 08:46:33+01:00,2026-03-10 08:46:35+01:00,2026-03-10,3,2,3,2,2,2,3-2-3-2-2-2,2,3,3,3
420,2026-03-10 08:46:36+01:00,2026-03-10 08:46:38+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,2,3,3,3
421,2026-03-10 08:46:39+01:00,2026-03-10 08:46:39+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,2,3,1,1
422,2026-03-10 08:46:40+01:00,2026-03-10 08:46:59+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,3,3,20,20
423,2026-03-10 08:47:00+01:00,2026-03-10 08:47:02+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
424,2026-03-10 08:47:03+01:00,2026-03-10 08:47:05+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
425,2026-03-10 08:47:06+01:00,2026-03-10 08:47:06+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
426,2026-03-10 08:47:07+01:00,2026-03-10 08:47:22+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,16,16
427,2026-03-10 08:47:23+01:00,2026-03-10 08:47:25+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
428,2026-03-10 08:47:26+01:00,2026-03-10 08:47:28+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
429,2026-03-10 08:47:29+01:00,2026-03-10 08:47:29+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
430,2026-03-10 08:47:30+01:00,2026-03-10 08:47:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,21,21
431,2026-03-10 08:47:51+01:00,2026-03-10 08:47:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
432,2026-03-10 08:47:54+01:00,2026-03-10 08:47:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
433,2026-03-10 08:47:55+01:00,2026-03-10 08:48:04+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,10,10
434,2026-03-10 08:48:05+01:00,2026-03-10 08:48:07+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
435,2026-03-10 08:48:08+01:00,2026-03-10 08:48:10+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
436,2026-03-10 08:48:11+01:00,2026-03-10 08:48:11+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
437,2026-03-10 08:48:12+01:00,2026-03-10 08:48:30+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,19,19
438,2026-03-10 08:48:31+01:00,2026-03-10 08:48:31+01:00,2026-03-10,2,3,2,2,4,2,2-3-2-2-4-2,4,3,1,1
439,2026-03-10 08:48:32+01:00,2026-03-10 08:48:33+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,2,2
440,2026-03-10 08:48:34+01:00,2026-03-10 08:48:34+01:00,2026-03-10,2,2,2,2,3,2,2-2-2-2-3-2,4,3,1,1
441,2026-03-10 08:48:35+01:00,2026-03-10 08:48:37+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
442,2026-03-10 08:48:38+01:00,2026-03-10 08:48:38+01:00,2026-03-10,5,2,2,2,2,2,5-2-2-2-2-2,4,3,1,1
443,2026-03-10 08:48:39+01:00,2026-03-10 08:48:39+01:00,2026-03-10,4,2,5,2,2,2,4-2-5-2-2-2,4,3,1,1
444,2026-03-10 08:48:40+01:00,2026-03-10 08:49:20+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,41,41
445,2026-03-10 08:49:21+01:00,2026-03-10 08:49:23+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
446,2026-03-10 08:49:24+01:00,2026-03-10 08:49:24+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
447,2026-03-10 08:49:25+01:00,2026-03-10 08:49:29+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,5,5
448,2026-03-10 08:49:30+01:00,2026-03-10 08:49:32+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
449,2026-03-10 08:49:33+01:00,2026-03-10 08:49:35+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
450,2026-03-10 08:49:36+01:00,2026-03-10 08:49:36+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
451,2026-03-10 08:49:37+01:00,2026-03-10 08:50:06+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,30,30
452,2026-03-10 08:50:07+01:00,2026-03-10 08:50:09+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
453,2026-03-10 08:50:10+01:00,2026-03-10 08:50:12+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
454,2026-03-10 08:50:13+01:00,2026-03-10 08:50:13+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
455,2026-03-10 08:50:14+01:00,2026-03-10 08:50:22+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,9,9
456,2026-03-10 08:50:23+01:00,2026-03-10 08:50:25+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
457,2026-03-10 08:50:26+01:00,2026-03-10 08:50:28+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
458,2026-03-10 08:50:29+01:00,2026-03-10 08:50:29+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
459,2026-03-10 08:50:30+01:00,2026-03-10 08:50:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,21,21
460,2026-03-10 08:50:51+01:00,2026-03-10 08:50:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
461,2026-03-10 08:50:54+01:00,2026-03-10 08:50:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
462,2026-03-10 08:50:55+01:00,2026-03-10 08:51:08+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,14,14
463,2026-03-10 08:51:09+01:00,2026-03-10 08:51:11+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
464,2026-03-10 08:51:12+01:00,2026-03-10 08:51:14+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
465,2026-03-10 08:51:15+01:00,2026-03-10 08:51:15+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
466,2026-03-10 08:51:16+01:00,2026-03-10 08:51:40+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,25,25
467,2026-03-10 08:51:41+01:00,2026-03-10 08:51:41+01:00,2026-03-10,2,3,2,2,4,2,2-3-2-2-4-2,4,3,1,1
468,2026-03-10 08:51:42+01:00,2026-03-10 08:51:43+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,2,2
469,2026-03-10 08:51:44+01:00,2026-03-10 08:51:44+01:00,2026-03-10,2,2,2,2,3,2,2-2-2-2-3-2,4,3,1,1
470,2026-03-10 08:51:45+01:00,2026-03-10 08:51:47+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
471,2026-03-10 08:51:48+01:00,2026-03-10 08:51:48+01:00,2026-03-10,5,2,2,2,2,2,5-2-2-2-2-2,4,3,1,1
472,2026-03-10 08:51:49+01:00,2026-03-10 08:51:49+01:00,2026-03-10,4,2,5,2,2,2,4-2-5-2-2-2,4,3,1,1
473,2026-03-10 08:51:50+01:00,2026-03-10 08:52:20+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,31,31
474,2026-03-10 08:52:21+01:00,2026-03-10 08:52:23+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
475,2026-03-10 08:52:24+01:00,2026-03-10 08:52:24+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
476,2026-03-10 08:52:25+01:00,2026-03-10 08:52:29+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,5,5
477,2026-03-10 08:52:30+01:00,2026-03-10 08:52:32+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
478,2026-03-10 08:52:33+01:00,2026-03-10 08:52:35+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
479,2026-03-10 08:52:36+01:00,2026-03-10 08:52:36+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
480,2026-03-10 08:52:37+01:00,2026-03-10 08:52:59+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,23,23
481,2026-03-10 08:53:00+01:00,2026-03-10 08:53:02+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
482,2026-03-10 08:53:03+01:00,2026-03-10 08:53:05+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
483,2026-03-10 08:53:06+01:00,2026-03-10 08:53:06+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
484,2026-03-10 08:53:07+01:00,2026-03-10 08:53:14+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,8,8
485,2026-03-10 08:53:15+01:00,2026-03-10 08:53:17+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
486,2026-03-10 08:53:18+01:00,2026-03-10 08:53:20+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
487,2026-03-10 08:53:21+01:00,2026-03-10 08:53:21+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
488,2026-03-10 08:53:22+01:00,2026-03-10 08:53:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,29,29
489,2026-03-10 08:53:51+01:00,2026-03-10 08:53:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
490,2026-03-10 08:53:54+01:00,2026-03-10 08:53:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
491,2026-03-10 08:53:55+01:00,2026-03-10 08:54:02+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,8,8
492,2026-03-10 08:54:03+01:00,2026-03-10 08:54:05+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
493,2026-03-10 08:54:06+01:00,2026-03-10 08:54:08+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
494,2026-03-10 08:54:09+01:00,2026-03-10 08:54:09+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
495,2026-03-10 08:54:10+01:00,2026-03-10 08:54:33+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,24,24
496,2026-03-10 08:54:34+01:00,2026-03-10 08:54:36+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
497,2026-03-10 08:54:37+01:00,2026-03-10 08:54:39+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
498,2026-03-10 08:54:40+01:00,2026-03-10 08:54:40+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
499,2026-03-10 08:54:41+01:00,2026-03-10 08:54:52+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,12,12
500,2026-03-10 08:54:53+01:00,2026-03-10 08:54:55+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
501,2026-03-10 08:54:56+01:00,2026-03-10 08:54:58+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
502,2026-03-10 08:54:59+01:00,2026-03-10 08:54:59+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
503,2026-03-10 08:55:00+01:00,2026-03-10 08:55:32+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,33,33
504,2026-03-10 08:55:33+01:00,2026-03-10 08:55:35+01:00,2026-03-10,3,2,3,2,2,2,3-2-3-2-2-2,2,3,3,3
505,2026-03-10 08:55:36+01:00,2026-03-10 08:55:38+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,2,3,3,3
506,2026-03-10 08:55:39+01:00,2026-03-10 08:55:39+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,2,3,1,1
507,2026-03-10 08:55:40+01:00,2026-03-10 08:56:10+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,3,3,31,31
508,2026-03-10 08:56:11+01:00,2026-03-10 08:56:13+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
509,2026-03-10 08:56:14+01:00,2026-03-10 08:56:16+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
510,2026-03-10 08:56:17+01:00,2026-03-10 08:56:17+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
511,2026-03-10 08:56:18+01:00,2026-03-10 08:56:22+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,5,5
512,2026-03-10 08:56:23+01:00,2026-03-10 08:56:25+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
513,2026-03-10 08:56:26+01:00,2026-03-10 08:56:28+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
514,2026-03-10 08:56:29+01:00,2026-03-10 08:56:29+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
515,2026-03-10 08:56:30+01:00,2026-03-10 08:56:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,21,21
516,2026-03-10 08:56:51+01:00,2026-03-10 08:56:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
517,2026-03-10 08:56:54+01:00,2026-03-10 08:56:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
518,2026-03-10 08:56:55+01:00,2026-03-10 08:57:08+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,14,14
519,2026-03-10 08:57:09+01:00,2026-03-10 08:57:11+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
520,2026-03-10 08:57:12+01:00,2026-03-10 08:57:14+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
521,2026-03-10 08:57:15+01:00,2026-03-10 08:57:15+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
522,2026-03-10 08:57:16+01:00,2026-03-10 08:57:31+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,16,16
523,2026-03-10 08:57:32+01:00,2026-03-10 08:57:34+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,3,3
524,2026-03-10 08:57:35+01:00,2026-03-10 08:57:37+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
525,2026-03-10 08:57:38+01:00,2026-03-10 08:57:38+01:00,2026-03-10,2,2,5,5,2,2,2-2-5-5-2-2,4,3,1,1
526,2026-03-10 08:57:39+01:00,2026-03-10 08:57:51+01:00,2026-03-10,2,2,4,4,2,2,2-2-4-4-2-2,6,3,13,13
527,2026-03-10 08:57:52+01:00,2026-03-10 08:57:54+01:00,2026-03-10,2,2,4,3,2,2,2-2-4-3-2-2,6,3,3,3
528,2026-03-10 08:57:55+01:00,2026-03-10 08:57:57+01:00,2026-03-10,2,2,4,2,2,2,2-2-4-2-2-2,6,3,3,3
529,2026-03-10 08:57:58+01:00,2026-03-10 08:57:58+01:00,2026-03-10,5,2,4,2,2,2,5-2-4-2-2-2,6,3,1,1
530,2026-03-10 08:57:59+01:00,2026-03-10 08:58:20+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,22,22
531,2026-03-10 08:58:21+01:00,2026-03-10 08:58:23+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
532,2026-03-10 08:58:24+01:00,2026-03-10 08:58:24+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
533,2026-03-10 08:58:25+01:00,2026-03-10 08:58:29+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,5,5
534,2026-03-10 08:58:30+01:00,2026-03-10 08:58:32+01:00,2026-03-10,3,2,2,2,2,4,3-2-2-2-2-4,5,3,3,3
535,2026-03-10 08:58:33+01:00,2026-03-10 08:58:35+01:00,2026-03-10,2,2,2,2,2,3,2-2-2-2-2-3,5,3,3,3
536,2026-03-10 08:58:36+01:00,2026-03-10 08:58:36+01:00,2026-03-10,2,5,2,2,5,2,2-5-2-2-5-2,5,3,1,1
537,2026-03-10 08:58:37+01:00,2026-03-10 08:58:59+01:00,2026-03-10,2,4,2,2,4,2,2-4-2-2-4-2,5,3,23,23
538,2026-03-10 08:59:00+01:00,2026-03-10 08:59:00+01:00,2026-03-10,2,3,2,2,4,2,2-3-2-2-4-2,4,3,1,1
539,2026-03-10 08:59:01+01:00,2026-03-10 08:59:02+01:00,2026-03-10,2,3,2,2,3,2,2-3-2-2-3-2,4,3,2,2
540,2026-03-10 08:59:03+01:00,2026-03-10 08:59:03+01:00,2026-03-10,2,2,2,2,3,2,2-2-2-2-3-2,4,3,1,1
541,2026-03-10 08:59:04+01:00,2026-03-10 08:59:06+01:00,2026-03-10,2,2,2,2,2,2,2-2-2-2-2-2,4,3,3,3
542,2026-03-10 08:59:07+01:00,2026-03-10 08:59:07+01:00,2026-03-10,5,2,2,2,2,2,5-2-2-2-2-2,4,3,1,1
543,2026-03-10 08:59:08+01:00,2026-03-10 08:59:08+01:00,2026-03-10,4,2,5,2,2,2,4-2-5-2-2-2,4,3,1,1
544,2026-03-10 08:59:09+01:00,2026-03-10 08:59:50+01:00,2026-03-10,4,2,4,2,2,2,4-2-4-2-2-2,1,3,42,42
545,2026-03-10 08:59:51+01:00,2026-03-10 08:59:53+01:00,2026-03-10,4,2,3,2,2,2,4-2-3-2-2-2,2,3,3,3
546,2026-03-10 08:59:54+01:00,2026-03-10 08:59:54+01:00,2026-03-10,4,2,2,2,2,5,4-2-2-2-2-5,2,3,1,1
547,2026-03-10 08:59:55+01:00,2026-03-10 08:59:59+01:00,2026-03-10,4,2,2,2,2,4,4-2-2-2-2-4,5,3,5,5
