scenario_name,scenario_date,interval_role,warmup_seconds,scenario_start_s,scenario_end_s,analysis_start_s,analysis_end_s,intersection,date,timestamp_utc,timestamp_local,time,begin_s,end_s,sim_begin_s,sim_end_s,bin_label_clock,bin_label_sim,detector_id,sumo_id,approach,edge_id,movement,count_type,from_edge,to_edge,count,occupancy,speed
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:00:00+00:00,16:00:00,57600,58500,900,1800,16:00-16:15,900-1800,10,LSA16_E_id10,East,,,,,,51,18,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:00:00+00:00,16:00:00,57600,58500,900,1800,16:00-16:15,900-1800,11,LSA16_E_id11,East,,,,,,36,11,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:00:00+00:00,16:00:00,57600,58500,900,1800,16:00-16:15,900-1800,13,LSA16_Eout_id13,East-Exit,,,,,,112,19,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:00:00+00:00,16:00:00,57600,58500,900,1800,16:00-16:15,900-1800,15,LSA16_Wout_id15,West-Exit,,,,,,83,8,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:00:00+00:00,16:00:00,57600,58500,900,1800,16:00-16:15,900-1800,33,LSA16_S_id33,South,,,,,,21,17,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,1,LSA16_S_id1,South,,,,,,40,21,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,2,LSA16_S_id2,South,,,,,,20,10,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,3,LSA16_W_id3,West,,,,,,55,67,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,4,LSA16_W_id4,West,,,,,,4,14,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,5,LSA16_W_id5,West,,,,,,42,54,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,6,LSA16_N_id6,North,,,,,,12,7,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,7,LSA16_N_id7,North,,,,,,35,39,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,10,LSA16_E_id10,East,,,,,,63,9,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,11,LSA16_E_id11,East,,,,,,30,3,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,13,LSA16_Eout_id13,East-Exit,,,,,,106,17,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,15,LSA16_Wout_id15,West-Exit,,,,,,71,5,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:15:00+00:00,16:15:00,58500,59400,1800,2700,16:15-16:30,1800-2700,33,LSA16_S_id33,South,,,,,,24,9,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,1,LSA16_S_id1,South,,,,,,34,24,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,2,LSA16_S_id2,South,,,,,,37,14,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,3,LSA16_W_id3,West,,,,,,68,44,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,4,LSA16_W_id4,West,,,,,,8,24,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,5,LSA16_W_id5,West,,,,,,63,41,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,6,LSA16_N_id6,North,,,,,,8,2,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,7,LSA16_N_id7,North,,,,,,40,14,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,10,LSA16_E_id10,East,,,,,,47,30,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,11,LSA16_E_id11,East,,,,,,35,10,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,13,LSA16_Eout_id13,East-Exit,,,,,,111,22,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,15,LSA16_Wout_id15,West-Exit,,,,,,75,17,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:30:00+00:00,16:30:00,59400,60300,2700,3600,16:30-16:45,2700-3600,33,LSA16_S_id33,South,,,,,,21,20,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,1,LSA16_S_id1,South,,,,,,36,18,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,2,LSA16_S_id2,South,,,,,,19,18,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,3,LSA16_W_id3,West,,,,,,51,51,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,4,LSA16_W_id4,West,,,,,,7,15,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,5,LSA16_W_id5,West,,,,,,47,42,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,6,LSA16_N_id6,North,,,,,,13,4,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,7,LSA16_N_id7,North,,,,,,38,21,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,10,LSA16_E_id10,East,,,,,,66,32,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,11,LSA16_E_id11,East,,,,,,33,16,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,13,LSA16_Eout_id13,East-Exit,,,,,,95,20,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,15,LSA16_Wout_id15,West-Exit,,,,,,82,20,0
weekend_evening,2026-03-22,analysis,900,56700,61200,57600,61200,LD-LSA16,2026-03-22,,2026-03-22 16:45:00+00:00,16:45:00,60300,61200,3600,4500,16:45-17:00,3600-4500,33,LSA16_S_id33,South,,,,,,21,13,0
weekend_evening,2026-03-22,warmup,900,56700,61200,57600,61200,LD-LSA9,2026-03-22,,2026-03-22 15:45:00+00:00,15:45:00,56700,57600,0,900,15:45-16:00,0-900,1,LSA9_W_id1,West,,,,,,42,45,0
weekend_evening,2026-03-22,warmup,900,56700,61200,57600,61200,LD-LSA9,2026-03-22,,2026-03-22 15:45:00+00:00,15:45:00,56700,57600,0,900,15:45-16:00,0-900,2,LSA9_W_id2,West,,,,,,89,36,0
weekend_evening,2026-03-22,warmup,900,56700,61200,57600,61200,LD-LSA9,2026-03-22,,2026-03-22 15:45:00+00:00,15:45:00,56700,57600,0,900,15:45-16:00,0-900,3,,North-East,,,,,,2,7,0
weekend_evening,2026-03-22,warmup,900,56700,61200,57600,61200,LD-LSA9,2026-03-22,,2026-03-22 15:45:00+00:00,15:45:00,56700,57600,0,900,15:45-16:00,0-900,4,LSA9_WE_id4,North-West,,,,,,11,32,0
