scenario,lsa,detector_id_sumo,detector_id_real,begin_s,end_s,nVehEntered,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed
weekday_morning,LSA16,LSA16_Eout_id13,13,900.0,1800.0,131.0,131.0,524.0,37.16,9.05,1.97
weekday_morning,LSA16,LSA16_N_id6,6,900.0,1800.0,18.0,18.0,72.0,4.25,10.5,2.13
weekday_morning,LSA16,LSA16_N_id7,7,900.0,1800.0,17.0,17.0,68.0,0.86,12.64,12.44
weekday_morning,LSA16,LSA16_S_id1,1,900.0,1800.0,49.0,49.0,196.0,28.7,7.66,0.9
weekday_morning,LSA16,LSA16_S_id2,2,900.0,1800.0,33.0,33.0,132.0,1.43,12.39,11.8
weekday_morning,LSA16,LSA16_S_id33,33,900.0,1800.0,25.0,25.0,100.0,1.26,11.65,10.88
weekday_morning,LSA16,LSA16_W_id3,3,900.0,1800.0,78.0,77.0,308.0,59.45,8.81,0.7
weekday_morning,LSA16,LSA16_W_id4,4,900.0,1800.0,14.0,13.0,52.0,21.18,6.43,0.33
weekday_morning,LSA16,LSA16_W_id5,5,900.0,1800.0,76.0,76.0,304.0,22.9,9.11,2.07
weekday_morning,LSA16,LSA16_Wout_id15,15,900.0,1800.0,50.0,50.0,200.0,2.12,13.22,13.18
weekday_morning,LSA16,LSA16_E_id10,10,1800.0,2700.0,51.0,51.0,204.0,7.25,9.72,3.98
weekday_morning,LSA16,LSA16_E_id11,11,1800.0,2700.0,49.0,49.0,196.0,11.2,7.7,2.21
weekday_morning,LSA16,LSA16_E_id14,14,1800.0,2700.0,51.0,51.0,204.0,1.97,13.35,13.3
weekday_morning,LSA16,LSA16_Eout_id13,13,1800.0,2700.0,126.0,126.0,504.0,18.59,9.66,3.5
weekday_morning,LSA16,LSA16_N_id6,6,1800.0,2700.0,13.0,13.0,52.0,0.55,11.97,11.75
weekday_morning,LSA16,LSA16_N_id7,7,1800.0,2700.0,14.0,14.0,56.0,0.55,13.62,13.54
weekday_morning,LSA16,LSA16_S_id1,1,1800.0,2700.0,39.0,39.0,156.0,24.88,7.34,0.98
weekday_morning,LSA16,LSA16_S_id2,2,1800.0,2700.0,31.0,31.0,124.0,1.29,12.87,12.67
weekday_morning,LSA16,LSA16_S_id33,33,1800.0,2700.0,19.0,19.0,76.0,0.85,12.98,12.77
weekday_morning,LSA16,LSA16_W_id3,3,1800.0,2700.0,86.0,86.0,344.0,65.08,9.05,0.75
weekday_morning,LSA16,LSA16_W_id4,4,1800.0,2700.0,14.0,14.0,56.0,26.32,5.86,0.27
weekday_morning,LSA16,LSA16_W_id5,5,1800.0,2700.0,88.0,88.0,352.0,18.97,8.99,2.36
weekday_morning,LSA16,LSA16_Wout_id15,15,1800.0,2700.0,53.0,53.0,212.0,2.09,13.41,13.37
weekday_morning,LSA16,LSA16_E_id10,10,2700.0,3600.0,48.0,48.0,192.0,10.76,8.43,2.31
weekday_morning,LSA16,LSA16_E_id11,11,2700.0,3600.0,67.0,67.0,268.0,23.43,7.83,1.47
weekday_morning,LSA16,LSA16_E_id14,14,2700.0,3600.0,65.0,65.0,260.0,2.99,12.75,12.41
weekday_morning,LSA16,LSA16_Eout_id13,13,2700.0,3600.0,104.0,104.0,416.0,8.97,11.27,6.37
weekday_morning,LSA16,LSA16_N_id6,6,2700.0,3600.0,24.0,24.0,96.0,1.26,11.45,10.61
weekday_morning,LSA16,LSA16_N_id7,7,2700.0,3600.0,25.0,25.0,100.0,1.13,12.75,12.48
weekday_morning,LSA16,LSA16_S_id1,1,2700.0,3600.0,36.0,36.0,144.0,8.38,9.28,2.19
weekday_morning,LSA16,LSA16_S_id2,2,2700.0,3600.0,32.0,32.0,128.0,1.5,11.96,11.17
weekday_morning,LSA16,LSA16_S_id33,33,2700.0,3600.0,19.0,19.0,76.0,1.95,11.04,5.51
weekday_morning,LSA16,LSA16_W_id3,3,2700.0,3600.0,72.0,73.0,292.0,61.89,7.97,0.61
weekday_morning,LSA16,LSA16_W_id4,4,2700.0,3600.0,9.0,10.0,40.0,19.36,4.55,0.26
weekday_morning,LSA16,LSA16_W_id5,5,2700.0,3600.0,72.0,71.0,284.0,24.47,8.74,1.69
weekday_morning,LSA16,LSA16_Wout_id15,15,2700.0,3600.0,60.0,60.0,240.0,2.56,13.36,13.28
weekday_morning,LSA16,LSA16_E_id10,10,3600.0,4500.0,54.0,54.0,216.0,15.88,8.59,1.71
weekday_morning,LSA16,LSA16_E_id11,11,3600.0,4500.0,48.0,47.0,188.0,21.4,7.73,1.43
weekday_morning,LSA16,LSA16_E_id14,14,3600.0,4500.0,48.0,48.0,192.0,2.05,13.2,13.14
weekday_morning,LSA16,LSA16_Eout_id13,13,3600.0,4500.0,107.0,107.0,428.0,7.59,11.62,7.71
weekday_morning,LSA16,LSA16_N_id6,6,3600.0,4500.0,20.0,20.0,80.0,8.6,9.96,1.19
weekday_morning,LSA16,LSA16_N_id7,7,3600.0,4500.0,21.0,21.0,84.0,0.86,13.12,12.84
weekday_morning,LSA16,LSA16_S_id1,1,3600.0,4500.0,49.0,48.0,192.0,22.24,7.82,1.14
weekday_morning,LSA16,LSA16_S_id2,2,3600.0,4500.0,30.0,30.0,120.0,1.71,12.8,10.1
weekday_morning,LSA16,LSA16_S_id33,33,3600.0,4500.0,17.0,17.0,68.0,0.87,12.06,11.6
weekday_morning,LSA16,LSA16_W_id3,3,3600.0,4500.0,59.0,58.0,232.0,53.16,7.58,0.58
weekday_morning,LSA16,LSA16_W_id4,4,3600.0,4500.0,15.0,15.0,60.0,27.79,4.17,0.28
weekday_morning,LSA16,LSA16_W_id5,5,3600.0,4500.0,59.0,60.0,240.0,12.81,9.26,2.61
weekday_morning,LSA16,LSA16_Wout_id15,15,3600.0,4500.0,61.0,61.0,244.0,2.46,13.16,13.09
