date,detector_id,detector_name,approach,group,timeframes_present,count_nonzero_intervals,occupancy_nonzero_intervals,speed_nonzero_intervals,count_all_zero,occupancy_all_zero,speed_all_zero,count_sum,occupancy_sum,speed_sum,confidence_min,count_invalid_samples_sum,occupancy_invalid_samples_sum,speed_invalid_samples_sum,count_expected_samples_sum,occupancy_expected_samples_sum,speed_expected_samples_sum,count_included_samples_sum,occupancy_included_samples_sum,speed_included_samples_sum,confidence_mean,problem_count_always_zero,problem_occupancy_always_zero,problem_speed_always_zero,suggestion
2026-03-29,9,VD32,East,Entry,95,95,78,0,False,False,True,2496.0,694.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-30,9,VD32,East,Entry,95,94,82,0,False,False,True,4118.0,1505.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-31,9,VD32,East,Entry,95,93,80,0,False,False,True,3814.0,1636.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-04-01,9,VD32,East,Entry,95,94,81,0,False,False,True,3754.0,1319.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-01,11,VD51,Middle,Internal,95,91,55,0,False,False,True,2059.0,547.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-02,11,VD51,Middle,Internal,95,89,68,0,False,False,True,3067.0,1616.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-03,11,VD51,Middle,Internal,95,89,70,0,False,False,True,3099.0,1573.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-04,11,VD51,Middle,Internal,95,90,69,0,False,False,True,2904.0,1531.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-05,11,VD51,Middle,Internal,93,88,71,0,False,False,True,3144.0,1661.0,0.0,100.0,0,0,0,93,93,93,93,93,93,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-06,11,VD51,Middle,Internal,95,93,73,0,False,False,True,2984.0,1526.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-07,11,VD51,Middle,Internal,95,93,72,0,False,False,True,2715.0,947.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-08,11,VD51,Middle,Internal,95,93,59,0,False,False,True,2060.0,523.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-09,11,VD51,Middle,Internal,95,91,69,0,False,False,True,2858.0,1571.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-10,11,VD51,Middle,Internal,95,92,76,0,False,False,True,3083.0,1574.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-11,11,VD51,Middle,Internal,95,94,72,0,False,False,True,3070.0,1660.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-12,11,VD51,Middle,Internal,95,94,72,0,False,False,True,3120.0,1652.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-13,11,VD51,Middle,Internal,95,92,78,0,False,False,True,3314.0,1639.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-14,11,VD51,Middle,Internal,95,95,82,0,False,False,True,2707.0,966.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-15,11,VD51,Middle,Internal,95,94,57,0,False,False,True,1890.0,451.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-16,11,VD51,Middle,Internal,95,89,68,0,False,False,True,2868.0,1563.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-17,11,VD51,Middle,Internal,95,90,71,0,False,False,True,2804.0,1528.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-18,11,VD51,Middle,Internal,95,91,69,0,False,False,True,3020.0,1538.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-19,11,VD51,Middle,Internal,95,91,72,0,False,False,True,3023.0,1615.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-20,11,VD51,Middle,Internal,95,95,76,0,False,False,True,3269.0,1628.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-21,11,VD51,Middle,Internal,95,94,73,0,False,False,True,2567.0,922.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-22,11,VD51,Middle,Internal,95,93,58,0,False,False,True,1880.0,517.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-23,11,VD51,Middle,Internal,95,93,67,0,False,False,True,3160.0,1586.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-24,11,VD51,Middle,Internal,95,91,68,0,False,False,True,2849.0,1581.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-25,11,VD51,Middle,Internal,95,89,70,0,False,False,True,2768.0,1652.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-26,11,VD51,Middle,Internal,95,90,72,0,False,False,True,2968.0,1627.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-27,11,VD51,Middle,Internal,95,94,77,0,False,False,True,3198.0,1642.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-28,11,VD51,Middle,Internal,95,95,73,0,False,False,True,2502.0,933.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-29,11,VD51,Middle,Internal,95,94,60,0,False,False,True,1868.0,631.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-30,11,VD51,Middle,Internal,95,88,72,0,False,False,True,2826.0,1461.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-31,11,VD51,Middle,Internal,95,94,71,0,False,False,True,2858.0,1584.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-04-01,11,VD51,Middle,Internal,95,91,70,0,False,False,True,2854.0,1385.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-01,3,WD21,North-East,Suspicious,95,40,13,0,False,False,True,79.0,41.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-02,3,WD21,North-East,Suspicious,95,51,27,0,False,False,True,117.0,121.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-03,3,WD21,North-East,Suspicious,95,50,31,0,False,False,True,110.0,171.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-04,3,WD21,North-East,Suspicious,95,61,32,0,False,False,True,137.0,161.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-05,3,WD21,North-East,Suspicious,93,57,32,0,False,False,True,129.0,158.0,0.0,100.0,0,0,0,93,93,93,93,93,93,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-06,3,WD21,North-East,Suspicious,95,58,31,0,False,False,True,146.0,177.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-07,3,WD21,North-East,Suspicious,95,51,22,0,False,False,True,115.0,108.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-08,3,WD21,North-East,Suspicious,95,44,26,0,False,False,True,89.0,92.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-09,3,WD21,North-East,Suspicious,95,59,36,0,False,False,True,159.0,144.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-10,3,WD21,North-East,Suspicious,95,61,35,0,False,False,True,151.0,167.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-11,3,WD21,North-East,Suspicious,95,48,23,0,False,False,True,112.0,104.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-12,3,WD21,North-East,Suspicious,95,62,27,0,False,False,True,130.0,120.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-13,3,WD21,North-East,Suspicious,95,52,25,0,False,False,True,138.0,153.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-14,3,WD21,North-East,Suspicious,95,47,16,0,False,False,True,78.0,65.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-15,3,WD21,North-East,Suspicious,95,35,15,0,False,False,True,64.0,72.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-16,3,WD21,North-East,Suspicious,95,56,33,0,False,False,True,175.0,161.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-17,3,WD21,North-East,Suspicious,95,55,27,0,False,False,True,130.0,122.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-18,3,WD21,North-East,Suspicious,95,55,35,0,False,False,True,134.0,211.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-19,3,WD21,North-East,Suspicious,95,60,36,0,False,False,True,146.0,187.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-20,3,WD21,North-East,Suspicious,95,56,34,0,False,False,True,144.0,157.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-21,3,WD21,North-East,Suspicious,95,44,16,0,False,False,True,86.0,67.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-22,3,WD21,North-East,Suspicious,95,47,19,0,False,False,True,96.0,74.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-23,3,WD21,North-East,Suspicious,95,59,40,0,False,False,True,170.0,276.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-24,3,WD21,North-East,Suspicious,95,60,37,0,False,False,True,165.0,240.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-25,3,WD21,North-East,Suspicious,95,47,25,0,False,False,True,79.0,105.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-26,3,WD21,North-East,Suspicious,95,58,32,0,False,False,True,144.0,229.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-27,3,WD21,North-East,Suspicious,95,57,26,0,False,False,True,117.0,145.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-28,3,WD21,North-East,Suspicious,95,51,20,0,False,False,True,78.0,78.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-29,3,WD21,North-East,Suspicious,95,31,16,0,False,False,True,49.0,75.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-30,3,WD21,North-East,Suspicious,95,49,20,0,False,False,True,93.0,88.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-31,3,WD21,North-East,Suspicious,95,57,31,0,False,False,True,120.0,151.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-04-01,3,WD21,North-East,Suspicious,95,55,21,0,False,False,True,125.0,107.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-01,4,WD22,North-West,Entry,95,86,85,0,False,False,True,660.0,2089.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-02,4,WD22,North-West,Entry,95,86,86,0,False,False,True,1199.0,3313.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-03,4,WD22,North-West,Entry,95,83,81,0,False,False,True,1179.0,3317.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-04,4,WD22,North-West,Entry,95,83,84,0,False,False,True,1127.0,3168.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-05,4,WD22,North-West,Entry,93,85,83,0,False,False,True,1241.0,3483.0,0.0,100.0,0,0,0,93,93,93,93,93,93,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-06,4,WD22,North-West,Entry,95,84,85,0,False,False,True,1208.0,3460.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-07,4,WD22,North-West,Entry,95,86,86,0,False,False,True,989.0,2741.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-08,4,WD22,North-West,Entry,95,88,87,0,False,False,True,668.0,2073.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
2026-03-09,4,WD22,North-West,Entry,95,83,83,0,False,False,True,1224.0,3326.0,0.0,100.0,0,0,0,95,95,95,95,95,95,100.0,False,False,True,COUNT_OK_SPEED_ZERO
