TLS,total_real,total_sim,mean_GEH,max_GEH,GEH_lt_5_share_percent
TLS-1,3818,2797.0,2.9172685803802065,8.803906628867923,84.0909090909091
TLS-10,1203,1166.0,1.6049349732909521,5.775958979049244,96.875
TLS-16,2492,2128.0,1.9213732830327515,8.171932929538645,90.9090909090909
TLS-9,1217,915.0,2.5887568918441852,9.5229653305506,87.5
