approach,naive_MAE,lstm_MAE,naive_MSE,lstm_MSE,naive_RMSE,lstm_RMSE,mae_improvement_percent,mse_improvement_percent,rmse_improvement_percent
west,17.443768996960486,15.639122151676283,613.1702127659574,489.992402861972,24.76227398212768,22.13577201865731,10.345509881486374,20.08868130569179,10.606869003089397
south,2.1580547112462005,1.741418597747014,9.957446808510639,6.65870869854924,3.155542236844666,2.580447383410334,19.306095963553854,33.128352813714905,18.22491382683532
east,17.711246200607903,13.976299303756477,753.0182370820669,437.66533452754874,27.4411777641206,20.92045254117484,21.087996036796277,41.87852126616553,23.762555962417995
north_west,4.89209726443769,4.025681477979867,47.88297872340426,31.089404632651686,6.919752793518295,5.57578735540118,17.710518406003345,35.07211651923443,19.422159695878193
