timestamp,VD23_count,WD21_count,WD22_count,D25_count,WEST_straight,WEST_left,WEST_right_derived,WEST_total_reconstructed,vd23_minus_wd21,date,time
2025-09-05 15:30:00+00:00,50,68,7,151,68,7,0,75,-18,2025-09-05,15:30
2025-09-05 15:45:00+00:00,51,76,12,140,76,12,0,88,-25,2025-09-05,15:45
2025-09-05 16:00:00+00:00,45,45,12,117,45,12,0,57,0,2025-09-05,16:00
2025-09-05 16:15:00+00:00,44,53,5,113,53,5,0,58,-9,2025-09-05,16:15
2025-09-05 16:30:00+00:00,65,70,11,121,70,11,0,81,-5,2025-09-05,16:30
2025-09-05 16:45:00+00:00,0,63,11,110,63,11,0,74,-63,2025-09-05,16:45
2025-09-05 17:00:00+00:00,25,46,10,106,46,10,0,56,-21,2025-09-05,17:00
2025-09-05 17:15:00+00:00,58,68,6,120,68,6,0,74,-10,2025-09-05,17:15
2025-09-05 17:30:00+00:00,39,44,10,94,44,10,0,54,-5,2025-09-05,17:30
2025-09-05 17:45:00+00:00,32,35,5,97,35,5,0,40,-3,2025-09-05,17:45
2025-09-05 18:00:00+00:00,46,53,7,90,53,7,0,60,-7,2025-09-05,18:00
2025-09-05 18:15:00+00:00,36,39,9,85,39,9,0,48,-3,2025-09-05,18:15
2025-09-05 18:30:00+00:00,23,27,8,84,27,8,0,35,-4,2025-09-05,18:30
2025-09-05 18:45:00+00:00,38,36,11,112,36,11,2,49,2,2025-09-05,18:45
2025-09-05 19:00:00+00:00,26,34,4,110,34,4,0,38,-8,2025-09-05,19:00
2025-09-05 19:15:00+00:00,42,42,2,98,42,2,0,44,0,2025-09-05,19:15
2025-09-05 19:30:00+00:00,29,27,5,83,27,5,2,34,2,2025-09-05,19:30
2025-09-05 19:45:00+00:00,30,29,6,63,29,6,1,36,1,2025-09-05,19:45
2025-09-05 20:00:00+00:00,23,22,5,72,22,5,1,28,1,2025-09-05,20:00
2025-09-05 20:15:00+00:00,27,21,2,60,21,2,6,29,6,2025-09-05,20:15
2025-09-05 20:30:00+00:00,23,16,2,53,16,2,7,25,7,2025-09-05,20:30
2025-09-05 20:45:00+00:00,24,17,4,66,17,4,7,28,7,2025-09-05,20:45
2025-09-05 21:00:00+00:00,22,20,8,39,20,8,2,30,2,2025-09-05,21:00
2025-09-05 21:15:00+00:00,8,7,4,24,7,4,1,12,1,2025-09-05,21:15
2025-09-05 21:30:00+00:00,16,14,4,37,14,4,2,20,2,2025-09-05,21:30
2025-09-05 21:45:00+00:00,13,12,1,37,12,1,1,14,1,2025-09-05,21:45
2025-09-05 22:00:00+00:00,9,7,4,23,7,4,2,13,2,2025-09-05,22:00
2025-09-05 22:15:00+00:00,11,8,5,25,8,5,3,16,3,2025-09-05,22:15
2025-09-05 22:30:00+00:00,11,10,3,18,10,3,1,14,1,2025-09-05,22:30
2025-09-05 22:45:00+00:00,11,9,1,24,9,1,2,12,2,2025-09-05,22:45
2025-09-05 23:00:00+00:00,7,5,1,12,5,1,2,8,2,2025-09-05,23:00
2025-09-05 23:15:00+00:00,10,9,3,27,9,3,1,13,1,2025-09-05,23:15
2025-09-05 23:30:00+00:00,6,6,3,13,6,3,0,9,0,2025-09-05,23:30
2025-09-05 23:45:00+00:00,4,2,0,7,2,0,2,4,2,2025-09-05,23:45
2025-09-06 00:00:00+00:00,8,4,4,5,4,4,4,12,4,2025-09-06,00:00
2025-09-06 00:15:00+00:00,4,4,4,13,4,4,0,8,0,2025-09-06,00:15
2025-09-06 00:30:00+00:00,2,2,3,12,2,3,0,5,0,2025-09-06,00:30
2025-09-06 00:45:00+00:00,6,4,5,12,4,5,2,11,2,2025-09-06,00:45
2025-09-06 01:00:00+00:00,7,4,1,13,4,1,3,8,3,2025-09-06,01:00
2025-09-06 01:15:00+00:00,6,5,0,7,5,0,1,6,1,2025-09-06,01:15
2025-09-06 01:30:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-06,01:30
2025-09-06 01:45:00+00:00,1,1,1,4,1,1,0,2,0,2025-09-06,01:45
2025-09-06 02:00:00+00:00,1,1,0,4,1,0,0,1,0,2025-09-06,02:00
2025-09-06 02:15:00+00:00,2,2,3,2,2,3,0,5,0,2025-09-06,02:15
2025-09-06 02:30:00+00:00,5,4,2,6,4,2,1,7,1,2025-09-06,02:30
2025-09-06 02:45:00+00:00,2,2,0,6,2,0,0,2,0,2025-09-06,02:45
2025-09-06 03:00:00+00:00,5,5,1,12,5,1,0,6,0,2025-09-06,03:00
2025-09-06 03:15:00+00:00,5,5,2,11,5,2,0,7,0,2025-09-06,03:15
2025-09-06 03:30:00+00:00,8,7,1,20,7,1,1,9,1,2025-09-06,03:30
2025-09-06 03:45:00+00:00,7,4,2,13,4,2,3,9,3,2025-09-06,03:45
2025-09-06 04:00:00+00:00,13,8,2,17,8,2,5,15,5,2025-09-06,04:00
2025-09-06 04:15:00+00:00,10,10,2,20,10,2,0,12,0,2025-09-06,04:15
2025-09-06 04:30:00+00:00,12,12,0,19,12,0,0,12,0,2025-09-06,04:30
2025-09-06 04:45:00+00:00,13,18,2,29,18,2,0,20,-5,2025-09-06,04:45
2025-09-06 05:00:00+00:00,16,15,3,39,15,3,1,19,1,2025-09-06,05:00
2025-09-06 05:15:00+00:00,21,16,3,34,16,3,5,24,5,2025-09-06,05:15
2025-09-06 05:30:00+00:00,22,13,3,44,13,3,9,25,9,2025-09-06,05:30
2025-09-06 05:45:00+00:00,72,19,3,50,19,3,53,75,53,2025-09-06,05:45
2025-09-06 06:00:00+00:00,23,20,8,48,20,8,3,31,3,2025-09-06,06:00
2025-09-06 06:15:00+00:00,39,39,5,71,39,5,0,44,0,2025-09-06,06:15
2025-09-06 06:30:00+00:00,34,30,5,64,30,5,4,39,4,2025-09-06,06:30
2025-09-06 06:45:00+00:00,67,64,9,105,64,9,3,76,3,2025-09-06,06:45
2025-09-06 07:00:00+00:00,58,55,5,103,55,5,3,63,3,2025-09-06,07:00
2025-09-06 07:15:00+00:00,50,66,7,114,66,7,0,73,-16,2025-09-06,07:15
2025-09-06 07:30:00+00:00,56,63,13,101,63,13,0,76,-7,2025-09-06,07:30
2025-09-06 07:45:00+00:00,51,68,13,121,68,13,0,81,-17,2025-09-06,07:45
2025-09-06 08:00:00+00:00,67,77,9,118,77,9,0,86,-10,2025-09-06,08:00
2025-09-06 08:15:00+00:00,63,72,8,133,72,8,0,80,-9,2025-09-06,08:15
2025-09-06 08:30:00+00:00,74,81,8,136,81,8,0,89,-7,2025-09-06,08:30
2025-09-06 08:45:00+00:00,59,73,6,125,73,6,0,79,-14,2025-09-06,08:45
2025-09-06 09:00:00+00:00,65,72,13,133,72,13,0,85,-7,2025-09-06,09:00
2025-09-06 09:15:00+00:00,63,75,6,128,75,6,0,81,-12,2025-09-06,09:15
2025-09-06 09:30:00+00:00,42,52,7,105,52,7,0,59,-10,2025-09-06,09:30
2025-09-06 09:45:00+00:00,64,65,14,126,65,14,0,79,-1,2025-09-06,09:45
2025-09-06 10:00:00+00:00,60,65,8,122,65,8,0,73,-5,2025-09-06,10:00
2025-09-06 10:15:00+00:00,61,63,9,117,63,9,0,72,-2,2025-09-06,10:15
2025-09-06 10:30:00+00:00,48,45,6,120,45,6,3,54,3,2025-09-06,10:30
2025-09-06 10:45:00+00:00,56,64,9,118,64,9,0,73,-8,2025-09-06,10:45
2025-09-06 11:00:00+00:00,48,47,9,112,47,9,1,57,1,2025-09-06,11:00
2025-09-06 11:15:00+00:00,51,67,6,127,67,6,0,73,-16,2025-09-06,11:15
2025-09-06 11:30:00+00:00,47,52,6,105,52,6,0,58,-5,2025-09-06,11:30
2025-09-06 11:45:00+00:00,48,71,11,119,71,11,0,82,-23,2025-09-06,11:45
2025-09-06 12:00:00+00:00,41,30,10,106,30,10,11,51,11,2025-09-06,12:00
2025-09-06 12:15:00+00:00,57,55,6,129,55,6,2,63,2,2025-09-06,12:15
2025-09-06 12:30:00+00:00,50,57,7,116,57,7,0,64,-7,2025-09-06,12:30
2025-09-06 12:45:00+00:00,63,66,13,130,66,13,0,79,-3,2025-09-06,12:45
2025-09-06 13:00:00+00:00,43,54,5,105,54,5,0,59,-11,2025-09-06,13:00
2025-09-06 13:15:00+00:00,49,68,5,119,68,5,0,73,-19,2025-09-06,13:15
2025-09-06 13:30:00+00:00,42,51,5,111,51,5,0,56,-9,2025-09-06,13:30
2025-09-06 13:45:00+00:00,63,69,10,131,69,10,0,79,-6,2025-09-06,13:45
2025-09-06 14:00:00+00:00,61,73,7,104,73,7,0,80,-12,2025-09-06,14:00
2025-09-06 14:15:00+00:00,33,46,5,87,46,5,0,51,-13,2025-09-06,14:15
2025-09-06 14:30:00+00:00,52,53,4,113,53,4,0,57,-1,2025-09-06,14:30
2025-09-06 14:45:00+00:00,51,44,5,117,44,5,7,56,7,2025-09-06,14:45
2025-09-06 15:00:00+00:00,50,61,7,110,61,7,0,68,-11,2025-09-06,15:00
2025-09-06 15:15:00+00:00,51,66,12,110,66,12,0,78,-15,2025-09-06,15:15
2025-09-06 15:30:00+00:00,45,52,9,104,52,9,0,61,-7,2025-09-06,15:30
2025-09-06 15:45:00+00:00,49,59,9,108,59,9,0,68,-10,2025-09-06,15:45
2025-09-06 16:00:00+00:00,51,51,4,105,51,4,0,55,0,2025-09-06,16:00
2025-09-06 16:15:00+00:00,56,67,7,114,67,7,0,74,-11,2025-09-06,16:15
2025-09-06 16:30:00+00:00,44,48,8,93,48,8,0,56,-4,2025-09-06,16:30
2025-09-06 16:45:00+00:00,47,47,5,105,47,5,0,52,0,2025-09-06,16:45
2025-09-06 17:00:00+00:00,39,42,7,96,42,7,0,49,-3,2025-09-06,17:00
2025-09-06 17:15:00+00:00,46,51,5,96,51,5,0,56,-5,2025-09-06,17:15
2025-09-06 17:30:00+00:00,35,35,5,76,35,5,0,40,0,2025-09-06,17:30
2025-09-06 17:45:00+00:00,41,42,11,89,42,11,0,53,-1,2025-09-06,17:45
2025-09-06 18:00:00+00:00,50,44,8,83,44,8,6,58,6,2025-09-06,18:00
2025-09-06 18:15:00+00:00,46,49,9,97,49,9,0,58,-3,2025-09-06,18:15
2025-09-06 18:30:00+00:00,29,32,9,79,32,9,0,41,-3,2025-09-06,18:30
2025-09-06 18:45:00+00:00,26,26,4,63,26,4,0,30,0,2025-09-06,18:45
2025-09-06 19:00:00+00:00,21,26,6,57,26,6,0,32,-5,2025-09-06,19:00
2025-09-06 19:15:00+00:00,26,32,9,60,32,9,0,41,-6,2025-09-06,19:15
2025-09-06 19:30:00+00:00,26,20,2,54,20,2,6,28,6,2025-09-06,19:30
2025-09-06 19:45:00+00:00,29,33,6,58,33,6,0,39,-4,2025-09-06,19:45
2025-09-06 20:00:00+00:00,33,40,4,72,40,4,0,44,-7,2025-09-06,20:00
2025-09-06 20:15:00+00:00,32,35,1,65,35,1,0,36,-3,2025-09-06,20:15
2025-09-06 20:30:00+00:00,25,18,5,44,18,5,7,30,7,2025-09-06,20:30
2025-09-06 20:45:00+00:00,19,17,2,47,17,2,2,21,2,2025-09-06,20:45
2025-09-06 21:00:00+00:00,17,16,2,32,16,2,1,19,1,2025-09-06,21:00
2025-09-06 21:15:00+00:00,29,24,3,44,24,3,5,32,5,2025-09-06,21:15
2025-09-06 21:30:00+00:00,24,20,4,46,20,4,4,28,4,2025-09-06,21:30
2025-09-06 21:45:00+00:00,12,9,4,23,9,4,3,16,3,2025-09-06,21:45
2025-09-06 22:00:00+00:00,5,5,1,21,5,1,0,6,0,2025-09-06,22:00
2025-09-06 22:15:00+00:00,16,14,2,32,14,2,2,18,2,2025-09-06,22:15
2025-09-06 22:30:00+00:00,11,7,2,19,7,2,4,13,4,2025-09-06,22:30
2025-09-06 22:45:00+00:00,18,15,4,29,15,4,3,22,3,2025-09-06,22:45
2025-09-06 23:00:00+00:00,12,11,1,21,11,1,1,13,1,2025-09-06,23:00
2025-09-06 23:15:00+00:00,11,8,3,16,8,3,3,14,3,2025-09-06,23:15
2025-09-06 23:30:00+00:00,8,6,1,12,6,1,2,9,2,2025-09-06,23:30
2025-09-06 23:45:00+00:00,4,2,1,7,2,1,2,5,2,2025-09-06,23:45
2025-09-07 00:00:00+00:00,10,9,1,13,9,1,1,11,1,2025-09-07,00:00
2025-09-07 00:15:00+00:00,3,3,0,6,3,0,0,3,0,2025-09-07,00:15
2025-09-07 00:30:00+00:00,2,3,5,3,3,5,0,8,-1,2025-09-07,00:30
2025-09-07 00:45:00+00:00,7,6,2,8,6,2,1,9,1,2025-09-07,00:45
2025-09-07 01:00:00+00:00,4,4,2,7,4,2,0,6,0,2025-09-07,01:00
2025-09-07 01:15:00+00:00,4,4,0,5,4,0,0,4,0,2025-09-07,01:15
2025-09-07 01:30:00+00:00,1,1,0,6,1,0,0,1,0,2025-09-07,01:30
2025-09-07 01:45:00+00:00,6,4,0,7,4,0,2,6,2,2025-09-07,01:45
2025-09-07 02:00:00+00:00,1,0,1,2,0,1,1,2,1,2025-09-07,02:00
2025-09-07 02:15:00+00:00,1,1,2,2,1,2,0,3,0,2025-09-07,02:15
2025-09-07 02:30:00+00:00,4,3,4,5,3,4,1,8,1,2025-09-07,02:30
2025-09-07 02:45:00+00:00,3,4,2,6,4,2,0,6,-1,2025-09-07,02:45
2025-09-07 03:00:00+00:00,6,4,0,10,4,0,2,6,2,2025-09-07,03:00
2025-09-07 03:15:00+00:00,5,3,1,7,3,1,2,6,2,2025-09-07,03:15
2025-09-07 03:30:00+00:00,6,5,2,7,5,2,1,8,1,2025-09-07,03:30
2025-09-07 03:45:00+00:00,3,0,1,5,0,1,3,4,3,2025-09-07,03:45
2025-09-07 04:00:00+00:00,3,3,0,5,3,0,0,3,0,2025-09-07,04:00
2025-09-07 04:15:00+00:00,11,11,0,12,11,0,0,11,0,2025-09-07,04:15
2025-09-07 04:30:00+00:00,13,10,0,14,10,0,3,13,3,2025-09-07,04:30
2025-09-07 04:45:00+00:00,10,8,0,11,8,0,2,10,2,2025-09-07,04:45
2025-09-07 05:00:00+00:00,6,6,2,12,6,2,0,8,0,2025-09-07,05:00
2025-09-07 05:15:00+00:00,17,13,1,13,13,1,4,18,4,2025-09-07,05:15
2025-09-07 05:30:00+00:00,6,5,0,17,5,0,1,6,1,2025-09-07,05:30
2025-09-07 05:45:00+00:00,16,15,2,23,15,2,1,18,1,2025-09-07,05:45
2025-09-07 06:00:00+00:00,16,15,2,25,15,2,1,18,1,2025-09-07,06:00
2025-09-07 06:15:00+00:00,16,15,2,28,15,2,1,18,1,2025-09-07,06:15
2025-09-07 06:30:00+00:00,17,12,0,23,12,0,5,17,5,2025-09-07,06:30
2025-09-07 06:45:00+00:00,23,25,2,44,25,2,0,27,-2,2025-09-07,06:45
2025-09-07 07:00:00+00:00,26,27,3,46,27,3,0,30,-1,2025-09-07,07:00
2025-09-07 07:15:00+00:00,32,30,6,57,30,6,2,38,2,2025-09-07,07:15
2025-09-07 07:30:00+00:00,29,29,6,55,29,6,0,35,0,2025-09-07,07:30
2025-09-07 07:45:00+00:00,44,47,8,80,47,8,0,55,-3,2025-09-07,07:45
2025-09-07 08:00:00+00:00,47,46,5,90,46,5,1,52,1,2025-09-07,08:00
2025-09-07 08:15:00+00:00,67,71,6,105,71,6,0,77,-4,2025-09-07,08:15
2025-09-07 08:30:00+00:00,42,39,8,67,39,8,3,50,3,2025-09-07,08:30
2025-09-07 08:45:00+00:00,61,65,7,105,65,7,0,72,-4,2025-09-07,08:45
2025-09-07 09:00:00+00:00,51,42,8,99,42,8,9,59,9,2025-09-07,09:00
2025-09-07 09:15:00+00:00,49,61,9,97,61,9,0,70,-12,2025-09-07,09:15
2025-09-07 09:30:00+00:00,40,41,5,83,41,5,0,46,-1,2025-09-07,09:30
2025-09-07 09:45:00+00:00,52,63,6,106,63,6,0,69,-11,2025-09-07,09:45
2025-09-07 10:00:00+00:00,46,53,8,89,53,8,0,61,-7,2025-09-07,10:00
2025-09-07 10:15:00+00:00,56,60,7,101,60,7,0,67,-4,2025-09-07,10:15
2025-09-07 10:30:00+00:00,40,54,7,100,54,7,0,61,-14,2025-09-07,10:30
2025-09-07 10:45:00+00:00,66,68,5,121,68,5,0,73,-2,2025-09-07,10:45
2025-09-07 11:00:00+00:00,38,39,5,69,39,5,0,44,-1,2025-09-07,11:00
2025-09-07 11:15:00+00:00,52,59,5,95,59,5,0,64,-7,2025-09-07,11:15
2025-09-07 11:30:00+00:00,55,57,5,103,57,5,0,62,-2,2025-09-07,11:30
2025-09-07 11:45:00+00:00,55,67,10,111,67,10,0,77,-12,2025-09-07,11:45
2025-09-07 12:00:00+00:00,52,63,6,101,63,6,0,69,-11,2025-09-07,12:00
2025-09-07 12:15:00+00:00,69,75,5,105,75,5,0,80,-6,2025-09-07,12:15
2025-09-07 12:30:00+00:00,48,61,8,107,61,8,0,69,-13,2025-09-07,12:30
2025-09-07 12:45:00+00:00,58,71,8,118,71,8,0,79,-13,2025-09-07,12:45
2025-09-07 13:00:00+00:00,63,77,9,134,77,9,0,86,-14,2025-09-07,13:00
2025-09-07 13:15:00+00:00,68,74,8,111,74,8,0,82,-6,2025-09-07,13:15
2025-09-07 13:30:00+00:00,51,55,8,111,55,8,0,63,-4,2025-09-07,13:30
2025-09-07 13:45:00+00:00,69,76,6,110,76,6,0,82,-7,2025-09-07,13:45
2025-09-07 14:00:00+00:00,58,59,14,109,59,14,0,73,-1,2025-09-07,14:00
2025-09-07 14:15:00+00:00,56,66,5,97,66,5,0,71,-10,2025-09-07,14:15
2025-09-07 14:30:00+00:00,46,59,7,95,59,7,0,66,-13,2025-09-07,14:30
2025-09-07 14:45:00+00:00,53,80,10,119,80,10,0,90,-27,2025-09-07,14:45
2025-09-07 15:00:00+00:00,56,75,9,121,75,9,0,84,-19,2025-09-07,15:00
2025-09-07 15:15:00+00:00,48,65,12,117,65,12,0,77,-17,2025-09-07,15:15
2025-09-07 15:30:00+00:00,47,61,6,113,61,6,0,67,-14,2025-09-07,15:30
2025-09-07 15:45:00+00:00,72,89,6,133,89,6,0,95,-17,2025-09-07,15:45
2025-09-07 16:00:00+00:00,63,73,9,121,73,9,0,82,-10,2025-09-07,16:00
2025-09-07 16:15:00+00:00,57,74,10,116,74,10,0,84,-17,2025-09-07,16:15
2025-09-07 16:30:00+00:00,66,61,10,107,61,10,5,76,5,2025-09-07,16:30
2025-09-07 16:45:00+00:00,25,59,10,99,59,10,0,69,-34,2025-09-07,16:45
2025-09-07 17:00:00+00:00,24,30,5,63,30,5,0,35,-6,2025-09-07,17:00
2025-09-07 17:15:00+00:00,51,56,4,105,56,4,0,60,-5,2025-09-07,17:15
2025-09-07 17:30:00+00:00,40,47,7,91,47,7,0,54,-7,2025-09-07,17:30
2025-09-07 17:45:00+00:00,44,45,7,88,45,7,0,52,-1,2025-09-07,17:45
2025-09-07 18:00:00+00:00,44,48,8,83,48,8,0,56,-4,2025-09-07,18:00
2025-09-07 18:15:00+00:00,38,39,8,70,39,8,0,47,-1,2025-09-07,18:15
2025-09-07 18:30:00+00:00,26,32,6,61,32,6,0,38,-6,2025-09-07,18:30
2025-09-07 18:45:00+00:00,32,43,5,86,43,5,0,48,-11,2025-09-07,18:45
2025-09-07 19:00:00+00:00,29,23,4,55,23,4,6,33,6,2025-09-07,19:00
2025-09-07 19:15:00+00:00,32,26,6,52,26,6,6,38,6,2025-09-07,19:15
2025-09-07 19:30:00+00:00,23,22,2,43,22,2,1,25,1,2025-09-07,19:30
2025-09-07 19:45:00+00:00,20,19,4,38,19,4,1,24,1,2025-09-07,19:45
2025-09-07 20:00:00+00:00,15,11,2,33,11,2,4,17,4,2025-09-07,20:00
2025-09-07 20:15:00+00:00,14,14,3,25,14,3,0,17,0,2025-09-07,20:15
2025-09-07 20:30:00+00:00,7,8,2,13,8,2,0,10,-1,2025-09-07,20:30
2025-09-07 20:45:00+00:00,7,5,1,15,5,1,2,8,2,2025-09-07,20:45
2025-09-07 21:00:00+00:00,9,10,2,22,10,2,0,12,-1,2025-09-07,21:00
2025-09-07 21:15:00+00:00,7,6,1,11,6,1,1,8,1,2025-09-07,21:15
2025-09-07 21:30:00+00:00,5,4,1,8,4,1,1,6,1,2025-09-07,21:30
2025-09-07 21:45:00+00:00,4,5,0,12,5,0,0,5,-1,2025-09-07,21:45
2025-09-07 22:00:00+00:00,5,4,0,4,4,0,1,5,1,2025-09-07,22:00
2025-09-07 22:15:00+00:00,1,1,0,9,1,0,0,1,0,2025-09-07,22:15
2025-09-07 22:30:00+00:00,1,1,1,2,1,1,0,2,0,2025-09-07,22:30
2025-09-07 22:45:00+00:00,0,1,0,3,1,0,0,1,-1,2025-09-07,22:45
2025-09-07 23:00:00+00:00,2,2,1,3,2,1,0,3,0,2025-09-07,23:00
2025-09-07 23:15:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-07,23:15
2025-09-07 23:30:00+00:00,3,3,0,4,3,0,0,3,0,2025-09-07,23:30
2025-09-07 23:45:00+00:00,3,3,0,4,3,0,0,3,0,2025-09-07,23:45
2025-09-08 00:00:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-08,00:00
2025-09-08 00:15:00+00:00,1,1,1,2,1,1,0,2,0,2025-09-08,00:15
2025-09-08 00:30:00+00:00,1,1,1,6,1,1,0,2,0,2025-09-08,00:30
2025-09-08 00:45:00+00:00,0,0,0,0,0,0,0,0,0,2025-09-08,00:45
2025-09-08 01:00:00+00:00,1,1,0,3,1,0,0,1,0,2025-09-08,01:00
2025-09-08 01:15:00+00:00,1,1,0,2,1,0,0,1,0,2025-09-08,01:15
2025-09-08 01:30:00+00:00,4,2,0,2,2,0,2,4,2,2025-09-08,01:30
2025-09-08 01:45:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-08,01:45
2025-09-08 02:00:00+00:00,0,0,1,3,0,1,0,1,0,2025-09-08,02:00
2025-09-08 02:15:00+00:00,9,5,1,11,5,1,4,10,4,2025-09-08,02:15
2025-09-08 02:30:00+00:00,8,2,0,9,2,0,6,8,6,2025-09-08,02:30
2025-09-08 02:45:00+00:00,10,10,1,17,10,1,0,11,0,2025-09-08,02:45
2025-09-08 03:00:00+00:00,10,7,2,21,7,2,3,12,3,2025-09-08,03:00
2025-09-08 03:15:00+00:00,17,10,1,35,10,1,7,18,7,2025-09-08,03:15
2025-09-08 03:30:00+00:00,39,37,1,66,37,1,2,40,2,2025-09-08,03:30
2025-09-08 03:45:00+00:00,33,35,1,66,35,1,0,36,-2,2025-09-08,03:45
2025-09-08 04:00:00+00:00,28,22,6,55,22,6,6,34,6,2025-09-08,04:00
2025-09-08 04:15:00+00:00,32,19,3,61,19,3,13,35,13,2025-09-08,04:15
2025-09-08 04:30:00+00:00,68,51,9,116,51,9,17,77,17,2025-09-08,04:30
2025-09-08 04:45:00+00:00,61,33,5,120,33,5,28,66,28,2025-09-08,04:45
2025-09-08 05:00:00+00:00,70,34,10,134,34,10,36,80,36,2025-09-08,05:00
2025-09-08 05:15:00+00:00,80,68,10,151,68,10,12,90,12,2025-09-08,05:15
2025-09-08 05:30:00+00:00,56,64,11,162,64,11,0,75,-8,2025-09-08,05:30
2025-09-08 05:45:00+00:00,37,42,13,138,42,13,0,55,-5,2025-09-08,05:45
2025-09-08 06:00:00+00:00,22,50,13,156,50,13,0,63,-28,2025-09-08,06:00
2025-09-08 06:15:00+00:00,41,3,8,143,3,8,38,49,38,2025-09-08,06:15
2025-09-08 06:30:00+00:00,40,49,10,143,49,10,0,59,-9,2025-09-08,06:30
2025-09-08 06:45:00+00:00,63,73,11,157,73,11,0,84,-10,2025-09-08,06:45
2025-09-08 07:00:00+00:00,47,58,13,131,58,13,0,71,-11,2025-09-08,07:00
2025-09-08 07:15:00+00:00,49,30,9,125,30,9,19,58,19,2025-09-08,07:15
2025-09-08 07:30:00+00:00,43,37,12,126,37,12,6,55,6,2025-09-08,07:30
2025-09-08 07:45:00+00:00,66,54,10,164,54,10,12,76,12,2025-09-08,07:45
2025-09-08 08:00:00+00:00,46,44,11,131,44,11,2,57,2,2025-09-08,08:00
2025-09-08 08:15:00+00:00,55,53,11,154,53,11,2,66,2,2025-09-08,08:15
2025-09-08 08:30:00+00:00,55,44,12,149,44,12,11,67,11,2025-09-08,08:30
2025-09-08 08:45:00+00:00,64,42,8,137,42,8,22,72,22,2025-09-08,08:45
2025-09-08 09:00:00+00:00,54,12,8,142,12,8,42,62,42,2025-09-08,09:00
2025-09-08 09:15:00+00:00,61,7,4,126,7,4,54,65,54,2025-09-08,09:15
2025-09-08 09:30:00+00:00,43,13,9,137,13,9,30,52,30,2025-09-08,09:30
2025-09-08 09:45:00+00:00,47,40,10,134,40,10,7,57,7,2025-09-08,09:45
2025-09-08 10:00:00+00:00,51,52,15,127,52,15,0,67,-1,2025-09-08,10:00
2025-09-08 10:15:00+00:00,46,54,9,119,54,9,0,63,-8,2025-09-08,10:15
2025-09-08 10:30:00+00:00,42,51,9,118,51,9,0,60,-9,2025-09-08,10:30
2025-09-08 10:45:00+00:00,60,75,5,133,75,5,0,80,-15,2025-09-08,10:45
2025-09-08 11:00:00+00:00,44,44,8,126,44,8,0,52,0,2025-09-08,11:00
2025-09-08 11:15:00+00:00,44,63,8,147,63,8,0,71,-19,2025-09-08,11:15
2025-09-08 11:30:00+00:00,65,73,5,154,73,5,0,78,-8,2025-09-08,11:30
2025-09-08 11:45:00+00:00,44,57,13,132,57,13,0,70,-13,2025-09-08,11:45
2025-09-08 12:00:00+00:00,48,60,8,149,60,8,0,68,-12,2025-09-08,12:00
2025-09-08 12:15:00+00:00,52,64,7,134,64,7,0,71,-12,2025-09-08,12:15
2025-09-08 12:30:00+00:00,60,57,6,148,57,6,3,66,3,2025-09-08,12:30
2025-09-08 12:45:00+00:00,54,72,10,142,72,10,0,82,-18,2025-09-08,12:45
2025-09-08 13:00:00+00:00,50,44,16,153,44,16,6,66,6,2025-09-08,13:00
2025-09-08 13:15:00+00:00,41,27,18,145,27,18,14,59,14,2025-09-08,13:15
2025-09-08 13:30:00+00:00,6,9,6,128,9,6,0,15,-3,2025-09-08,13:30
2025-09-08 13:45:00+00:00,25,21,12,140,21,12,4,37,4,2025-09-08,13:45
2025-09-08 14:00:00+00:00,34,36,9,139,36,9,0,45,-2,2025-09-08,14:00
2025-09-08 14:15:00+00:00,22,36,12,123,36,12,0,48,-14,2025-09-08,14:15
2025-09-08 14:30:00+00:00,33,21,5,123,21,5,12,38,12,2025-09-08,14:30
2025-09-08 14:45:00+00:00,34,63,11,148,63,11,0,74,-29,2025-09-08,14:45
2025-09-08 15:00:00+00:00,28,77,7,146,77,7,0,84,-49,2025-09-08,15:00
2025-09-08 15:15:00+00:00,50,33,6,123,33,6,17,56,17,2025-09-08,15:15
2025-09-08 15:30:00+00:00,42,66,9,143,66,9,0,75,-24,2025-09-08,15:30
2025-09-08 15:45:00+00:00,34,56,8,125,56,8,0,64,-22,2025-09-08,15:45
2025-09-08 16:00:00+00:00,32,27,9,123,27,9,5,41,5,2025-09-08,16:00
2025-09-08 16:15:00+00:00,61,55,9,121,55,9,6,70,6,2025-09-08,16:15
2025-09-08 16:30:00+00:00,42,48,9,107,48,9,0,57,-6,2025-09-08,16:30
2025-09-08 16:45:00+00:00,50,50,12,116,50,12,0,62,0,2025-09-08,16:45
2025-09-08 17:00:00+00:00,30,34,10,85,34,10,0,44,-4,2025-09-08,17:00
2025-09-08 17:15:00+00:00,32,27,7,79,27,7,5,39,5,2025-09-08,17:15
2025-09-08 17:30:00+00:00,21,22,4,73,22,4,0,26,-1,2025-09-08,17:30
2025-09-08 17:45:00+00:00,46,38,7,80,38,7,8,53,8,2025-09-08,17:45
2025-09-08 18:00:00+00:00,27,28,4,74,28,4,0,32,-1,2025-09-08,18:00
