timestamp,VD23_count,WD21_count,WD22_count,D25_count,WEST_straight,WEST_left,WEST_right_derived,WEST_total_reconstructed,vd23_minus_wd21,date,time
2025-09-08 18:15:00+00:00,32,30,4,61,30,4,2,36,2,2025-09-08,18:15
2025-09-08 18:30:00+00:00,23,23,1,64,23,1,0,24,0,2025-09-08,18:30
2025-09-08 18:45:00+00:00,20,16,4,51,16,4,4,24,4,2025-09-08,18:45
2025-09-08 19:00:00+00:00,25,27,3,43,27,3,0,30,-2,2025-09-08,19:00
2025-09-08 19:15:00+00:00,21,21,3,38,21,3,0,24,0,2025-09-08,19:15
2025-09-08 19:30:00+00:00,18,16,4,33,16,4,2,22,2,2025-09-08,19:30
2025-09-08 19:45:00+00:00,20,14,3,44,14,3,6,23,6,2025-09-08,19:45
2025-09-08 20:00:00+00:00,13,10,1,24,10,1,3,14,3,2025-09-08,20:00
2025-09-08 20:15:00+00:00,10,10,1,21,10,1,0,11,0,2025-09-08,20:15
2025-09-08 20:30:00+00:00,8,6,3,17,6,3,2,11,2,2025-09-08,20:30
2025-09-08 20:45:00+00:00,10,9,5,15,9,5,1,15,1,2025-09-08,20:45
2025-09-08 21:00:00+00:00,4,3,1,16,3,1,1,5,1,2025-09-08,21:00
2025-09-08 21:15:00+00:00,7,5,0,10,5,0,2,7,2,2025-09-08,21:15
2025-09-08 21:30:00+00:00,4,2,1,11,2,1,2,5,2,2025-09-08,21:30
2025-09-08 21:45:00+00:00,3,3,0,7,3,0,0,3,0,2025-09-08,21:45
2025-09-08 22:00:00+00:00,7,7,1,13,7,1,0,8,0,2025-09-08,22:00
2025-09-08 22:15:00+00:00,3,3,0,5,3,0,0,3,0,2025-09-08,22:15
2025-09-08 22:30:00+00:00,1,1,0,2,1,0,0,1,0,2025-09-08,22:30
2025-09-08 22:45:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-08,22:45
2025-09-08 23:00:00+00:00,1,1,2,1,1,2,0,3,0,2025-09-08,23:00
2025-09-08 23:15:00+00:00,2,2,0,5,2,0,0,2,0,2025-09-08,23:15
2025-09-08 23:30:00+00:00,1,2,1,1,2,1,0,3,-1,2025-09-08,23:30
2025-09-08 23:45:00+00:00,3,2,0,5,2,0,1,3,1,2025-09-08,23:45
2025-09-09 00:00:00+00:00,0,0,0,0,0,0,0,0,0,2025-09-09,00:00
2025-09-09 00:15:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-09,00:15
2025-09-09 00:30:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-09,00:30
2025-09-09 00:45:00+00:00,1,0,0,2,0,0,1,1,1,2025-09-09,00:45
2025-09-09 01:00:00+00:00,1,2,0,3,2,0,0,2,-1,2025-09-09,01:00
2025-09-09 01:15:00+00:00,1,2,0,1,2,0,0,2,-1,2025-09-09,01:15
2025-09-09 01:30:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-09,01:30
2025-09-09 01:45:00+00:00,0,0,0,5,0,0,0,0,0,2025-09-09,01:45
2025-09-09 02:00:00+00:00,2,1,0,4,1,0,1,2,1,2025-09-09,02:00
2025-09-09 02:15:00+00:00,2,1,0,8,1,0,1,2,1,2025-09-09,02:15
2025-09-09 02:30:00+00:00,7,5,1,17,5,1,2,8,2,2025-09-09,02:30
2025-09-09 02:45:00+00:00,13,10,2,15,10,2,3,15,3,2025-09-09,02:45
2025-09-09 03:00:00+00:00,4,3,0,14,3,0,1,4,1,2025-09-09,03:00
2025-09-09 03:15:00+00:00,21,13,3,38,13,3,8,24,8,2025-09-09,03:15
2025-09-09 03:30:00+00:00,28,27,2,63,27,2,1,30,1,2025-09-09,03:30
2025-09-09 03:45:00+00:00,30,24,3,77,24,3,6,33,6,2025-09-09,03:45
2025-09-09 04:00:00+00:00,29,16,3,47,16,3,13,32,13,2025-09-09,04:00
2025-09-09 04:15:00+00:00,29,19,6,79,19,6,10,35,10,2025-09-09,04:15
2025-09-09 04:30:00+00:00,56,35,11,126,35,11,21,67,21,2025-09-09,04:30
2025-09-09 04:45:00+00:00,61,41,11,122,41,11,20,72,20,2025-09-09,04:45
2025-09-09 05:00:00+00:00,51,51,5,130,51,5,0,56,0,2025-09-09,05:00
2025-09-09 05:15:00+00:00,63,66,11,146,66,11,0,77,-3,2025-09-09,05:15
2025-09-09 05:30:00+00:00,58,65,12,152,65,12,0,77,-7,2025-09-09,05:30
2025-09-09 05:45:00+00:00,9,14,9,130,14,9,0,23,-5,2025-09-09,05:45
2025-09-09 06:00:00+00:00,19,13,13,140,13,13,6,32,6,2025-09-09,06:00
2025-09-09 06:15:00+00:00,21,1,19,152,1,19,20,40,20,2025-09-09,06:15
2025-09-09 06:30:00+00:00,28,10,7,144,10,7,18,35,18,2025-09-09,06:30
2025-09-09 06:45:00+00:00,13,13,13,129,13,13,0,26,0,2025-09-09,06:45
2025-09-09 07:00:00+00:00,23,2,19,149,2,19,21,42,21,2025-09-09,07:00
2025-09-09 07:15:00+00:00,29,30,15,142,30,15,0,45,-1,2025-09-09,07:15
2025-09-09 07:30:00+00:00,29,38,12,129,38,12,0,50,-9,2025-09-09,07:30
2025-09-09 07:45:00+00:00,34,45,9,151,45,9,0,54,-11,2025-09-09,07:45
2025-09-09 08:00:00+00:00,44,40,17,141,40,17,4,61,4,2025-09-09,08:00
2025-09-09 08:15:00+00:00,42,42,11,130,42,11,0,53,0,2025-09-09,08:15
2025-09-09 08:30:00+00:00,43,32,8,127,32,8,11,51,11,2025-09-09,08:30
2025-09-09 08:45:00+00:00,53,5,8,156,5,8,48,61,48,2025-09-09,08:45
2025-09-09 09:00:00+00:00,49,22,11,114,22,11,27,60,27,2025-09-09,09:00
2025-09-09 09:15:00+00:00,59,41,12,135,41,12,18,71,18,2025-09-09,09:15
2025-09-09 09:30:00+00:00,46,37,10,126,37,10,9,56,9,2025-09-09,09:30
2025-09-09 09:45:00+00:00,43,27,9,119,27,9,16,52,16,2025-09-09,09:45
2025-09-09 10:00:00+00:00,42,22,7,119,22,7,20,49,20,2025-09-09,10:00
2025-09-09 10:15:00+00:00,56,63,11,128,63,11,0,74,-7,2025-09-09,10:15
2025-09-09 10:30:00+00:00,51,48,9,112,48,9,3,60,3,2025-09-09,10:30
2025-09-09 10:45:00+00:00,55,64,9,132,64,9,0,73,-9,2025-09-09,10:45
2025-09-09 11:00:00+00:00,63,65,9,143,65,9,0,74,-2,2025-09-09,11:00
2025-09-09 11:15:00+00:00,26,56,8,126,56,8,0,64,-30,2025-09-09,11:15
2025-09-09 11:30:00+00:00,53,76,9,154,76,9,0,85,-23,2025-09-09,11:30
2025-09-09 11:45:00+00:00,53,50,8,135,50,8,3,61,3,2025-09-09,11:45
2025-09-09 12:00:00+00:00,64,56,11,128,56,11,8,75,8,2025-09-09,12:00
2025-09-09 12:15:00+00:00,35,22,14,144,22,14,13,49,13,2025-09-09,12:15
2025-09-09 12:30:00+00:00,48,72,10,149,72,10,0,82,-24,2025-09-09,12:30
2025-09-09 12:45:00+00:00,41,64,8,150,64,8,0,72,-23,2025-09-09,12:45
2025-09-09 13:00:00+00:00,47,65,12,150,65,12,0,77,-18,2025-09-09,13:00
2025-09-09 13:15:00+00:00,23,51,9,122,51,9,0,60,-28,2025-09-09,13:15
2025-09-09 13:30:00+00:00,23,41,13,131,41,13,0,54,-18,2025-09-09,13:30
2025-09-09 13:45:00+00:00,35,47,10,130,47,10,0,57,-12,2025-09-09,13:45
2025-09-09 14:00:00+00:00,45,68,9,146,68,9,0,77,-23,2025-09-09,14:00
2025-09-09 14:15:00+00:00,30,64,11,151,64,11,0,75,-34,2025-09-09,14:15
2025-09-09 14:30:00+00:00,48,60,5,126,60,5,0,65,-12,2025-09-09,14:30
2025-09-09 14:45:00+00:00,40,69,9,166,69,9,0,78,-29,2025-09-09,14:45
2025-09-09 15:00:00+00:00,40,72,9,142,72,9,0,81,-32,2025-09-09,15:00
2025-09-09 15:15:00+00:00,32,36,9,135,36,9,0,45,-4,2025-09-09,15:15
2025-09-09 15:30:00+00:00,43,39,6,139,39,6,4,49,4,2025-09-09,15:30
2025-09-09 15:45:00+00:00,43,63,12,122,63,12,0,75,-20,2025-09-09,15:45
2025-09-09 16:00:00+00:00,56,61,12,128,61,12,0,73,-5,2025-09-09,16:00
2025-09-09 16:15:00+00:00,46,54,10,126,54,10,0,64,-8,2025-09-09,16:15
2025-09-09 16:30:00+00:00,10,56,9,125,56,9,0,65,-46,2025-09-09,16:30
2025-09-09 16:45:00+00:00,32,43,10,117,43,10,0,53,-11,2025-09-09,16:45
2025-09-09 17:00:00+00:00,42,46,7,99,46,7,0,53,-4,2025-09-09,17:00
2025-09-09 17:15:00+00:00,44,43,12,108,43,12,1,56,1,2025-09-09,17:15
2025-09-09 17:30:00+00:00,32,39,4,78,39,4,0,43,-7,2025-09-09,17:30
2025-09-09 17:45:00+00:00,33,39,6,85,39,6,0,45,-6,2025-09-09,17:45
2025-09-09 18:00:00+00:00,30,26,6,70,26,6,4,36,4,2025-09-09,18:00
2025-09-09 18:15:00+00:00,27,25,6,58,25,6,2,33,2,2025-09-09,18:15
2025-09-09 18:30:00+00:00,32,32,7,68,32,7,0,39,0,2025-09-09,18:30
2025-09-09 18:45:00+00:00,22,24,6,54,24,6,0,30,-2,2025-09-09,18:45
2025-09-09 19:00:00+00:00,23,26,5,57,26,5,0,31,-3,2025-09-09,19:00
2025-09-09 19:15:00+00:00,23,23,4,55,23,4,0,27,0,2025-09-09,19:15
2025-09-09 19:30:00+00:00,26,23,2,55,23,2,3,28,3,2025-09-09,19:30
2025-09-09 19:45:00+00:00,26,22,4,47,22,4,4,30,4,2025-09-09,19:45
2025-09-09 20:00:00+00:00,8,7,5,32,7,5,1,13,1,2025-09-09,20:00
2025-09-09 20:15:00+00:00,8,8,2,23,8,2,0,10,0,2025-09-09,20:15
2025-09-09 20:30:00+00:00,8,5,3,23,5,3,3,11,3,2025-09-09,20:30
2025-09-09 20:45:00+00:00,9,9,4,25,9,4,0,13,0,2025-09-09,20:45
2025-09-09 21:00:00+00:00,6,4,4,14,4,4,2,10,2,2025-09-09,21:00
2025-09-09 21:15:00+00:00,5,3,2,19,3,2,2,7,2,2025-09-09,21:15
2025-09-09 21:30:00+00:00,4,5,2,9,5,2,0,7,-1,2025-09-09,21:30
2025-09-09 21:45:00+00:00,2,2,0,8,2,0,0,2,0,2025-09-09,21:45
2025-09-09 22:00:00+00:00,5,5,0,6,5,0,0,5,0,2025-09-09,22:00
2025-09-09 22:15:00+00:00,3,4,0,8,4,0,0,4,-1,2025-09-09,22:15
2025-09-09 22:30:00+00:00,5,3,1,6,3,1,2,6,2,2025-09-09,22:30
2025-09-09 22:45:00+00:00,2,2,1,3,2,1,0,3,0,2025-09-09,22:45
2025-09-09 23:00:00+00:00,0,0,1,1,0,1,0,1,0,2025-09-09,23:00
2025-09-09 23:15:00+00:00,2,1,0,1,1,0,1,2,1,2025-09-09,23:15
2025-09-09 23:30:00+00:00,1,1,1,3,1,1,0,2,0,2025-09-09,23:30
2025-09-09 23:45:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-09,23:45
2025-09-10 00:00:00+00:00,1,1,0,2,1,0,0,1,0,2025-09-10,00:00
2025-09-10 00:15:00+00:00,2,2,0,6,2,0,0,2,0,2025-09-10,00:15
2025-09-10 00:30:00+00:00,0,0,0,2,0,0,0,0,0,2025-09-10,00:30
2025-09-10 00:45:00+00:00,1,1,0,5,1,0,0,1,0,2025-09-10,00:45
2025-09-10 01:00:00+00:00,0,0,0,0,0,0,0,0,0,2025-09-10,01:00
2025-09-10 01:15:00+00:00,2,2,1,2,2,1,0,3,0,2025-09-10,01:15
2025-09-10 01:30:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-10,01:30
2025-09-10 01:45:00+00:00,0,0,0,3,0,0,0,0,0,2025-09-10,01:45
2025-09-10 02:00:00+00:00,0,0,0,0,0,0,0,0,0,2025-09-10,02:00
2025-09-10 02:15:00+00:00,3,2,0,11,2,0,1,3,1,2025-09-10,02:15
2025-09-10 02:30:00+00:00,9,7,1,24,7,1,2,10,2,2025-09-10,02:30
2025-09-10 02:45:00+00:00,11,11,0,21,11,0,0,11,0,2025-09-10,02:45
2025-09-10 03:00:00+00:00,10,11,1,24,11,1,0,12,-1,2025-09-10,03:00
2025-09-10 03:15:00+00:00,16,14,1,47,14,1,2,17,2,2025-09-10,03:15
2025-09-10 03:30:00+00:00,29,34,1,70,34,1,0,35,-5,2025-09-10,03:30
2025-09-10 03:45:00+00:00,39,33,6,92,33,6,6,45,6,2025-09-10,03:45
2025-09-10 04:00:00+00:00,29,32,2,69,32,2,0,34,-3,2025-09-10,04:00
2025-09-10 04:15:00+00:00,36,35,6,100,35,6,1,42,1,2025-09-10,04:15
2025-09-10 04:30:00+00:00,55,49,10,145,49,10,6,65,6,2025-09-10,04:30
2025-09-10 04:45:00+00:00,80,88,9,152,88,9,0,97,-8,2025-09-10,04:45
2025-09-10 05:00:00+00:00,56,63,5,158,63,5,0,68,-7,2025-09-10,05:00
2025-09-10 05:15:00+00:00,53,49,7,136,49,7,4,60,4,2025-09-10,05:15
2025-09-10 05:30:00+00:00,58,57,7,148,57,7,1,65,1,2025-09-10,05:30
2025-09-10 05:45:00+00:00,36,41,8,139,41,8,0,49,-5,2025-09-10,05:45
2025-09-10 06:00:00+00:00,28,32,6,147,32,6,0,38,-4,2025-09-10,06:00
2025-09-10 06:15:00+00:00,41,46,9,149,46,9,0,55,-5,2025-09-10,06:15
2025-09-10 06:30:00+00:00,42,53,10,157,53,10,0,63,-11,2025-09-10,06:30
2025-09-10 06:45:00+00:00,47,58,10,142,58,10,0,68,-11,2025-09-10,06:45
2025-09-10 07:00:00+00:00,51,70,11,152,70,11,0,81,-19,2025-09-10,07:00
2025-09-10 07:15:00+00:00,38,50,7,137,50,7,0,57,-12,2025-09-10,07:15
2025-09-10 07:30:00+00:00,70,79,6,155,79,6,0,85,-9,2025-09-10,07:30
2025-09-10 07:45:00+00:00,56,63,9,147,63,9,0,72,-7,2025-09-10,07:45
2025-09-10 08:00:00+00:00,52,73,15,146,73,15,0,88,-21,2025-09-10,08:00
2025-09-10 08:15:00+00:00,71,86,8,150,86,8,0,94,-15,2025-09-10,08:15
2025-09-10 08:30:00+00:00,50,55,5,135,55,5,0,60,-5,2025-09-10,08:30
2025-09-10 08:45:00+00:00,47,63,10,108,63,10,0,73,-16,2025-09-10,08:45
2025-09-10 09:00:00+00:00,53,74,8,133,74,8,0,82,-21,2025-09-10,09:00
2025-09-10 09:15:00+00:00,58,78,9,131,78,9,0,87,-20,2025-09-10,09:15
2025-09-10 09:30:00+00:00,57,70,7,152,70,7,0,77,-13,2025-09-10,09:30
2025-09-10 09:45:00+00:00,57,77,9,135,77,9,0,86,-20,2025-09-10,09:45
2025-09-10 10:00:00+00:00,28,40,9,109,40,9,0,49,-12,2025-09-10,10:00
2025-09-10 10:15:00+00:00,48,56,6,118,56,6,0,62,-8,2025-09-10,10:15
2025-09-10 10:30:00+00:00,53,37,8,127,37,8,16,61,16,2025-09-10,10:30
2025-09-10 10:45:00+00:00,40,16,9,134,16,9,24,49,24,2025-09-10,10:45
2025-09-10 11:00:00+00:00,58,52,6,126,52,6,6,64,6,2025-09-10,11:00
2025-09-10 11:15:00+00:00,41,46,6,134,46,6,0,52,-5,2025-09-10,11:15
2025-09-10 11:30:00+00:00,48,66,11,152,66,11,0,77,-18,2025-09-10,11:30
2025-09-10 11:45:00+00:00,49,63,7,132,63,7,0,70,-14,2025-09-10,11:45
2025-09-10 12:00:00+00:00,56,50,13,143,50,13,6,69,6,2025-09-10,12:00
2025-09-10 12:15:00+00:00,30,61,8,130,61,8,0,69,-31,2025-09-10,12:15
2025-09-10 12:30:00+00:00,33,67,8,139,67,8,0,75,-34,2025-09-10,12:30
2025-09-10 12:45:00+00:00,54,80,8,145,80,8,0,88,-26,2025-09-10,12:45
2025-09-10 13:00:00+00:00,27,54,7,152,54,7,0,61,-27,2025-09-10,13:00
2025-09-10 13:15:00+00:00,28,67,8,135,67,8,0,75,-39,2025-09-10,13:15
2025-09-10 13:30:00+00:00,13,47,12,138,47,12,0,59,-34,2025-09-10,13:30
2025-09-10 13:45:00+00:00,10,53,7,147,53,7,0,60,-43,2025-09-10,13:45
2025-09-10 14:00:00+00:00,15,33,8,128,33,8,0,41,-18,2025-09-10,14:00
2025-09-10 14:15:00+00:00,25,61,10,133,61,10,0,71,-36,2025-09-10,14:15
2025-09-10 14:30:00+00:00,41,81,8,159,81,8,0,89,-40,2025-09-10,14:30
2025-09-10 14:45:00+00:00,23,44,8,128,44,8,0,52,-21,2025-09-10,14:45
2025-09-10 15:00:00+00:00,15,34,8,147,34,8,0,42,-19,2025-09-10,15:00
2025-09-10 15:15:00+00:00,18,35,7,136,35,7,0,42,-17,2025-09-10,15:15
2025-09-10 15:30:00+00:00,54,76,8,154,76,8,0,84,-22,2025-09-10,15:30
2025-09-10 15:45:00+00:00,41,76,10,139,76,10,0,86,-35,2025-09-10,15:45
2025-09-10 16:00:00+00:00,50,66,7,144,66,7,0,73,-16,2025-09-10,16:00
2025-09-10 16:15:00+00:00,41,59,5,125,59,5,0,64,-18,2025-09-10,16:15
2025-09-10 16:30:00+00:00,30,66,9,119,66,9,0,75,-36,2025-09-10,16:30
2025-09-10 16:45:00+00:00,29,71,6,128,71,6,0,77,-42,2025-09-10,16:45
2025-09-10 17:00:00+00:00,48,60,9,131,60,9,0,69,-12,2025-09-10,17:00
2025-09-10 17:15:00+00:00,52,59,7,111,59,7,0,66,-7,2025-09-10,17:15
2025-09-10 17:30:00+00:00,40,39,5,86,39,5,1,45,1,2025-09-10,17:30
2025-09-10 17:45:00+00:00,27,33,10,74,33,10,0,43,-6,2025-09-10,17:45
2025-09-10 18:00:00+00:00,39,35,7,73,35,7,4,46,4,2025-09-10,18:00
2025-09-10 18:15:00+00:00,28,33,7,81,33,7,0,40,-5,2025-09-10,18:15
2025-09-10 18:30:00+00:00,28,27,3,57,27,3,1,31,1,2025-09-10,18:30
2025-09-10 18:45:00+00:00,36,44,6,87,44,6,0,50,-8,2025-09-10,18:45
2025-09-10 19:00:00+00:00,32,28,3,54,28,3,4,35,4,2025-09-10,19:00
2025-09-10 19:15:00+00:00,27,34,4,49,34,4,0,38,-7,2025-09-10,19:15
2025-09-10 19:30:00+00:00,28,27,5,54,27,5,1,33,1,2025-09-10,19:30
2025-09-10 19:45:00+00:00,20,20,8,37,20,8,0,28,0,2025-09-10,19:45
2025-09-10 20:00:00+00:00,17,20,0,41,20,0,0,20,-3,2025-09-10,20:00
2025-09-10 20:15:00+00:00,9,8,1,29,8,1,1,10,1,2025-09-10,20:15
2025-09-10 20:30:00+00:00,10,8,1,26,8,1,2,11,2,2025-09-10,20:30
2025-09-10 20:45:00+00:00,8,9,1,20,9,1,0,10,-1,2025-09-10,20:45
2025-09-10 21:00:00+00:00,10,11,4,20,11,4,0,15,-1,2025-09-10,21:00
2025-09-10 21:15:00+00:00,5,5,1,12,5,1,0,6,0,2025-09-10,21:15
2025-09-10 21:30:00+00:00,1,0,0,9,0,0,1,1,1,2025-09-10,21:30
2025-09-10 21:45:00+00:00,7,7,0,7,7,0,0,7,0,2025-09-10,21:45
2025-09-10 22:00:00+00:00,1,1,0,1,1,0,0,1,0,2025-09-10,22:00
2025-09-10 22:15:00+00:00,5,5,0,10,5,0,0,5,0,2025-09-10,22:15
2025-09-10 22:30:00+00:00,1,1,0,5,1,0,0,1,0,2025-09-10,22:30
2025-09-10 22:45:00+00:00,1,1,1,1,1,1,0,2,0,2025-09-10,22:45
2025-09-10 23:00:00+00:00,1,1,1,3,1,1,0,2,0,2025-09-10,23:00
2025-09-10 23:15:00+00:00,5,5,0,7,5,0,0,5,0,2025-09-10,23:15
2025-09-10 23:30:00+00:00,0,0,0,5,0,0,0,0,0,2025-09-10,23:30
2025-09-10 23:45:00+00:00,3,3,1,6,3,1,0,4,0,2025-09-10,23:45
2025-09-11 00:00:00+00:00,3,3,0,3,3,0,0,3,0,2025-09-11,00:00
2025-09-11 00:15:00+00:00,2,2,0,5,2,0,0,2,0,2025-09-11,00:15
2025-09-11 00:30:00+00:00,1,1,1,5,1,1,0,2,0,2025-09-11,00:30
2025-09-11 00:45:00+00:00,1,1,0,2,1,0,0,1,0,2025-09-11,00:45
2025-09-11 01:00:00+00:00,1,1,0,4,1,0,0,1,0,2025-09-11,01:00
2025-09-11 01:15:00+00:00,2,1,0,4,1,0,1,2,1,2025-09-11,01:15
2025-09-11 01:30:00+00:00,2,4,0,4,4,0,0,4,-2,2025-09-11,01:30
2025-09-11 01:45:00+00:00,1,2,0,7,2,0,0,2,-1,2025-09-11,01:45
2025-09-11 02:00:00+00:00,0,0,0,4,0,0,0,0,0,2025-09-11,02:00
2025-09-11 02:15:00+00:00,7,5,1,14,5,1,2,8,2,2025-09-11,02:15
2025-09-11 02:30:00+00:00,6,5,2,14,5,2,1,8,1,2025-09-11,02:30
2025-09-11 02:45:00+00:00,16,14,1,23,14,1,2,17,2,2025-09-11,02:45
2025-09-11 03:00:00+00:00,13,12,1,26,12,1,1,14,1,2025-09-11,03:00
2025-09-11 03:15:00+00:00,15,15,1,50,15,1,0,16,0,2025-09-11,03:15
2025-09-11 03:30:00+00:00,28,23,0,63,23,0,5,28,5,2025-09-11,03:30
2025-09-11 03:45:00+00:00,36,25,0,99,25,0,11,36,11,2025-09-11,03:45
2025-09-11 04:00:00+00:00,33,22,5,64,22,5,11,38,11,2025-09-11,04:00
2025-09-11 04:15:00+00:00,27,21,5,86,21,5,6,32,6,2025-09-11,04:15
2025-09-11 04:30:00+00:00,49,32,7,122,32,7,17,56,17,2025-09-11,04:30
2025-09-11 04:45:00+00:00,71,43,11,158,43,11,28,82,28,2025-09-11,04:45
2025-09-11 05:00:00+00:00,33,20,9,130,20,9,13,42,13,2025-09-11,05:00
2025-09-11 05:15:00+00:00,22,28,11,152,28,11,0,39,-6,2025-09-11,05:15
2025-09-11 05:30:00+00:00,14,23,15,154,23,15,0,38,-9,2025-09-11,05:30
2025-09-11 05:45:00+00:00,17,24,12,121,24,12,0,36,-7,2025-09-11,05:45
2025-09-11 06:00:00+00:00,36,7,10,112,7,10,29,46,29,2025-09-11,06:00
2025-09-11 06:15:00+00:00,23,39,12,138,39,12,0,51,-16,2025-09-11,06:15
2025-09-11 06:30:00+00:00,22,41,13,160,41,13,0,54,-19,2025-09-11,06:30
2025-09-11 06:45:00+00:00,48,65,13,143,65,13,0,78,-17,2025-09-11,06:45
2025-09-11 07:00:00+00:00,58,59,16,152,59,16,0,75,-1,2025-09-11,07:00
2025-09-11 07:15:00+00:00,58,68,9,153,68,9,0,77,-10,2025-09-11,07:15
2025-09-11 07:30:00+00:00,39,51,10,142,51,10,0,61,-12,2025-09-11,07:30
2025-09-11 07:45:00+00:00,57,73,10,146,73,10,0,83,-16,2025-09-11,07:45
2025-09-11 08:00:00+00:00,46,68,9,157,68,9,0,77,-22,2025-09-11,08:00
2025-09-11 08:15:00+00:00,47,64,8,133,64,8,0,72,-17,2025-09-11,08:15
2025-09-11 08:30:00+00:00,47,71,12,144,71,12,0,83,-24,2025-09-11,08:30
2025-09-11 08:45:00+00:00,60,63,14,147,63,14,0,77,-3,2025-09-11,08:45
2025-09-11 09:00:00+00:00,43,51,8,131,51,8,0,59,-8,2025-09-11,09:00
2025-09-11 09:15:00+00:00,55,70,10,141,70,10,0,80,-15,2025-09-11,09:15
2025-09-11 09:30:00+00:00,49,72,8,152,72,8,0,80,-23,2025-09-11,09:30
2025-09-11 09:45:00+00:00,52,47,10,135,47,10,5,62,5,2025-09-11,09:45
2025-09-11 10:00:00+00:00,38,52,10,119,52,10,0,62,-14,2025-09-11,10:00
2025-09-11 10:15:00+00:00,53,70,6,137,70,6,0,76,-17,2025-09-11,10:15
2025-09-11 10:30:00+00:00,45,55,5,121,55,5,0,60,-10,2025-09-11,10:30
2025-09-11 10:45:00+00:00,63,72,10,152,72,10,0,82,-9,2025-09-11,10:45
2025-09-11 11:00:00+00:00,61,74,3,137,74,3,0,77,-13,2025-09-11,11:00
2025-09-11 11:15:00+00:00,34,61,11,144,61,11,0,72,-27,2025-09-11,11:15
2025-09-11 11:30:00+00:00,42,77,8,155,77,8,0,85,-35,2025-09-11,11:30
2025-09-11 11:45:00+00:00,51,42,9,147,42,9,9,60,9,2025-09-11,11:45
2025-09-11 12:00:00+00:00,24,55,12,157,55,12,0,67,-31,2025-09-11,12:00
2025-09-11 12:15:00+00:00,29,57,7,143,57,7,0,64,-28,2025-09-11,12:15
2025-09-11 12:30:00+00:00,50,42,7,161,42,7,8,57,8,2025-09-11,12:30
2025-09-11 12:45:00+00:00,47,75,9,146,75,9,0,84,-28,2025-09-11,12:45
2025-09-11 13:00:00+00:00,25,68,12,147,68,12,0,80,-43,2025-09-11,13:00
2025-09-11 13:15:00+00:00,24,64,11,145,64,11,0,75,-40,2025-09-11,13:15
2025-09-11 13:30:00+00:00,21,39,9,155,39,9,0,48,-18,2025-09-11,13:30
2025-09-11 13:45:00+00:00,34,48,11,158,48,11,0,59,-14,2025-09-11,13:45
2025-09-11 14:00:00+00:00,33,43,12,136,43,12,0,55,-10,2025-09-11,14:00
2025-09-11 14:15:00+00:00,36,38,10,158,38,10,0,48,-2,2025-09-11,14:15
2025-09-11 14:30:00+00:00,45,45,10,150,45,10,0,55,0,2025-09-11,14:30
2025-09-11 14:45:00+00:00,37,54,8,153,54,8,0,62,-17,2025-09-11,14:45
2025-09-11 15:00:00+00:00,46,82,9,162,82,9,0,91,-36,2025-09-11,15:00
2025-09-11 15:15:00+00:00,40,58,9,126,58,9,0,67,-18,2025-09-11,15:15
2025-09-11 15:30:00+00:00,55,63,10,143,63,10,0,73,-8,2025-09-11,15:30
2025-09-11 15:45:00+00:00,50,63,7,171,63,7,0,70,-13,2025-09-11,15:45
2025-09-11 16:00:00+00:00,40,54,11,117,54,11,0,65,-14,2025-09-11,16:00
2025-09-11 16:15:00+00:00,58,63,3,129,63,3,0,66,-5,2025-09-11,16:15
2025-09-11 16:30:00+00:00,43,43,4,105,43,4,0,47,0,2025-09-11,16:30
2025-09-11 16:45:00+00:00,50,58,7,130,58,7,0,65,-8,2025-09-11,16:45
2025-09-11 17:00:00+00:00,48,49,5,121,49,5,0,54,-1,2025-09-11,17:00
2025-09-11 17:15:00+00:00,37,37,5,83,37,5,0,42,0,2025-09-11,17:15
2025-09-11 17:30:00+00:00,33,42,8,96,42,8,0,50,-9,2025-09-11,17:30
2025-09-11 17:45:00+00:00,32,34,6,79,34,6,0,40,-2,2025-09-11,17:45
2025-09-11 18:00:00+00:00,36,33,6,73,33,6,3,42,3,2025-09-11,18:00
2025-09-11 18:15:00+00:00,29,34,6,72,34,6,0,40,-5,2025-09-11,18:15
2025-09-11 18:30:00+00:00,26,28,2,59,28,2,0,30,-2,2025-09-11,18:30
2025-09-11 18:45:00+00:00,23,20,6,55,20,6,3,29,3,2025-09-11,18:45
2025-09-11 19:00:00+00:00,23,25,2,55,25,2,0,27,-2,2025-09-11,19:00
2025-09-11 19:15:00+00:00,35,38,5,72,38,5,0,43,-3,2025-09-11,19:15
2025-09-11 19:30:00+00:00,18,13,3,41,13,3,5,21,5,2025-09-11,19:30
2025-09-11 19:45:00+00:00,21,19,9,53,19,9,2,30,2,2025-09-11,19:45
2025-09-11 20:00:00+00:00,13,10,5,36,10,5,3,18,3,2025-09-11,20:00
2025-09-11 20:15:00+00:00,18,14,2,35,14,2,4,20,4,2025-09-11,20:15
2025-09-11 20:30:00+00:00,10,7,6,19,7,6,3,16,3,2025-09-11,20:30
2025-09-11 20:45:00+00:00,9,8,2,20,8,2,1,11,1,2025-09-11,20:45
