block_id,start_time,end_time,date,K1,K2,K3,K4,K5,pattern,stage,program,n_seconds,duration_s
196,2026-03-10 08:17:18+01:00,2026-03-10 08:17:18+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
197,2026-03-10 08:17:19+01:00,2026-03-10 08:17:19+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
198,2026-03-10 08:17:20+01:00,2026-03-10 08:17:20+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
199,2026-03-10 08:17:21+01:00,2026-03-10 08:18:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,42,42
200,2026-03-10 08:18:03+01:00,2026-03-10 08:18:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
201,2026-03-10 08:18:05+01:00,2026-03-10 08:18:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
202,2026-03-10 08:18:06+01:00,2026-03-10 08:18:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
203,2026-03-10 08:18:08+01:00,2026-03-10 08:18:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
204,2026-03-10 08:18:10+01:00,2026-03-10 08:18:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
205,2026-03-10 08:18:11+01:00,2026-03-10 08:18:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
206,2026-03-10 08:18:21+01:00,2026-03-10 08:18:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
207,2026-03-10 08:18:24+01:00,2026-03-10 08:18:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
208,2026-03-10 08:18:28+01:00,2026-03-10 08:18:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
209,2026-03-10 08:18:29+01:00,2026-03-10 08:18:38+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,10,10
210,2026-03-10 08:18:39+01:00,2026-03-10 08:18:41+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
211,2026-03-10 08:18:42+01:00,2026-03-10 08:18:44+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
212,2026-03-10 08:18:45+01:00,2026-03-10 08:18:45+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
213,2026-03-10 08:18:46+01:00,2026-03-10 08:18:46+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
214,2026-03-10 08:18:47+01:00,2026-03-10 08:18:47+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
215,2026-03-10 08:18:48+01:00,2026-03-10 08:19:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,45,45
216,2026-03-10 08:19:33+01:00,2026-03-10 08:19:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
217,2026-03-10 08:19:35+01:00,2026-03-10 08:19:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
218,2026-03-10 08:19:36+01:00,2026-03-10 08:19:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
219,2026-03-10 08:19:38+01:00,2026-03-10 08:19:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
220,2026-03-10 08:19:40+01:00,2026-03-10 08:19:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
221,2026-03-10 08:19:41+01:00,2026-03-10 08:19:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
222,2026-03-10 08:19:51+01:00,2026-03-10 08:19:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
223,2026-03-10 08:19:54+01:00,2026-03-10 08:19:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
224,2026-03-10 08:19:58+01:00,2026-03-10 08:19:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
225,2026-03-10 08:19:59+01:00,2026-03-10 08:20:13+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,15,15
226,2026-03-10 08:20:14+01:00,2026-03-10 08:20:16+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
227,2026-03-10 08:20:17+01:00,2026-03-10 08:20:19+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
228,2026-03-10 08:20:20+01:00,2026-03-10 08:20:20+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
229,2026-03-10 08:20:21+01:00,2026-03-10 08:20:21+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
230,2026-03-10 08:20:22+01:00,2026-03-10 08:20:22+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
231,2026-03-10 08:20:23+01:00,2026-03-10 08:21:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,40,40
232,2026-03-10 08:21:03+01:00,2026-03-10 08:21:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
233,2026-03-10 08:21:05+01:00,2026-03-10 08:21:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
234,2026-03-10 08:21:06+01:00,2026-03-10 08:21:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
235,2026-03-10 08:21:08+01:00,2026-03-10 08:21:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
236,2026-03-10 08:21:10+01:00,2026-03-10 08:21:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
237,2026-03-10 08:21:11+01:00,2026-03-10 08:21:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
238,2026-03-10 08:21:21+01:00,2026-03-10 08:21:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
239,2026-03-10 08:21:24+01:00,2026-03-10 08:21:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
240,2026-03-10 08:21:28+01:00,2026-03-10 08:21:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
241,2026-03-10 08:21:29+01:00,2026-03-10 08:21:48+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
242,2026-03-10 08:21:49+01:00,2026-03-10 08:21:51+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
243,2026-03-10 08:21:52+01:00,2026-03-10 08:21:54+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
244,2026-03-10 08:21:55+01:00,2026-03-10 08:21:55+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
245,2026-03-10 08:21:56+01:00,2026-03-10 08:21:56+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
246,2026-03-10 08:21:57+01:00,2026-03-10 08:21:57+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
247,2026-03-10 08:21:58+01:00,2026-03-10 08:22:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
248,2026-03-10 08:22:33+01:00,2026-03-10 08:22:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
249,2026-03-10 08:22:35+01:00,2026-03-10 08:22:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
250,2026-03-10 08:22:36+01:00,2026-03-10 08:22:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
251,2026-03-10 08:22:38+01:00,2026-03-10 08:22:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
252,2026-03-10 08:22:40+01:00,2026-03-10 08:22:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
253,2026-03-10 08:22:41+01:00,2026-03-10 08:22:48+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,8,8
254,2026-03-10 08:22:49+01:00,2026-03-10 08:22:51+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
255,2026-03-10 08:22:52+01:00,2026-03-10 08:22:55+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
256,2026-03-10 08:22:56+01:00,2026-03-10 08:22:56+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
257,2026-03-10 08:22:57+01:00,2026-03-10 08:23:10+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,14,14
258,2026-03-10 08:23:11+01:00,2026-03-10 08:23:11+01:00,2026-03-10,2,4,3,2,2,2-4-3-2-2,4,3,1,1
259,2026-03-10 08:23:12+01:00,2026-03-10 08:23:13+01:00,2026-03-10,2,3,3,2,2,2-3-3-2-2,4,3,2,2
260,2026-03-10 08:23:14+01:00,2026-03-10 08:23:14+01:00,2026-03-10,2,3,2,2,2,2-3-2-2-2,4,3,1,1
261,2026-03-10 08:23:15+01:00,2026-03-10 08:23:18+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,4,4
262,2026-03-10 08:23:19+01:00,2026-03-10 08:23:19+01:00,2026-03-10,5,2,2,2,2,5-2-2-2-2,4,3,1,1
263,2026-03-10 08:23:20+01:00,2026-03-10 08:23:35+01:00,2026-03-10,4,2,2,2,2,4-2-2-2-2,4,3,16,16
264,2026-03-10 08:23:36+01:00,2026-03-10 08:23:36+01:00,2026-03-10,4,2,2,5,2,4-2-2-5-2,3,3,1,1
265,2026-03-10 08:23:37+01:00,2026-03-10 08:24:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,3,3,26,26
266,2026-03-10 08:24:03+01:00,2026-03-10 08:24:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
267,2026-03-10 08:24:05+01:00,2026-03-10 08:24:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
268,2026-03-10 08:24:06+01:00,2026-03-10 08:24:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
269,2026-03-10 08:24:08+01:00,2026-03-10 08:24:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
270,2026-03-10 08:24:10+01:00,2026-03-10 08:24:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
271,2026-03-10 08:24:11+01:00,2026-03-10 08:24:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
272,2026-03-10 08:24:21+01:00,2026-03-10 08:24:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
273,2026-03-10 08:24:24+01:00,2026-03-10 08:24:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
274,2026-03-10 08:24:28+01:00,2026-03-10 08:24:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
275,2026-03-10 08:24:29+01:00,2026-03-10 08:24:48+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
276,2026-03-10 08:24:49+01:00,2026-03-10 08:24:51+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
277,2026-03-10 08:24:52+01:00,2026-03-10 08:24:54+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
278,2026-03-10 08:24:55+01:00,2026-03-10 08:24:55+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
279,2026-03-10 08:24:56+01:00,2026-03-10 08:24:56+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
280,2026-03-10 08:24:57+01:00,2026-03-10 08:24:57+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
281,2026-03-10 08:24:58+01:00,2026-03-10 08:25:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
282,2026-03-10 08:25:33+01:00,2026-03-10 08:25:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
283,2026-03-10 08:25:35+01:00,2026-03-10 08:25:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
284,2026-03-10 08:25:36+01:00,2026-03-10 08:25:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
285,2026-03-10 08:25:38+01:00,2026-03-10 08:25:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
286,2026-03-10 08:25:40+01:00,2026-03-10 08:25:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
287,2026-03-10 08:25:41+01:00,2026-03-10 08:25:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
288,2026-03-10 08:25:51+01:00,2026-03-10 08:25:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
289,2026-03-10 08:25:54+01:00,2026-03-10 08:25:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
290,2026-03-10 08:25:58+01:00,2026-03-10 08:25:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
291,2026-03-10 08:25:59+01:00,2026-03-10 08:26:18+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
292,2026-03-10 08:26:19+01:00,2026-03-10 08:26:21+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
293,2026-03-10 08:26:22+01:00,2026-03-10 08:26:24+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
294,2026-03-10 08:26:25+01:00,2026-03-10 08:26:25+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
295,2026-03-10 08:26:26+01:00,2026-03-10 08:26:26+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
296,2026-03-10 08:26:27+01:00,2026-03-10 08:26:27+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
297,2026-03-10 08:26:28+01:00,2026-03-10 08:27:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
298,2026-03-10 08:27:03+01:00,2026-03-10 08:27:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
299,2026-03-10 08:27:05+01:00,2026-03-10 08:27:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
300,2026-03-10 08:27:06+01:00,2026-03-10 08:27:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
301,2026-03-10 08:27:08+01:00,2026-03-10 08:27:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
302,2026-03-10 08:27:10+01:00,2026-03-10 08:27:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
303,2026-03-10 08:27:11+01:00,2026-03-10 08:27:17+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,7,7
304,2026-03-10 08:27:18+01:00,2026-03-10 08:27:20+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
305,2026-03-10 08:27:21+01:00,2026-03-10 08:27:24+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
306,2026-03-10 08:27:25+01:00,2026-03-10 08:27:25+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
307,2026-03-10 08:27:26+01:00,2026-03-10 08:27:45+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
308,2026-03-10 08:27:46+01:00,2026-03-10 08:27:48+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
309,2026-03-10 08:27:49+01:00,2026-03-10 08:27:51+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
310,2026-03-10 08:27:52+01:00,2026-03-10 08:27:52+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
311,2026-03-10 08:27:53+01:00,2026-03-10 08:27:53+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
312,2026-03-10 08:27:54+01:00,2026-03-10 08:27:54+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
313,2026-03-10 08:27:55+01:00,2026-03-10 08:28:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,38,38
314,2026-03-10 08:28:33+01:00,2026-03-10 08:28:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
315,2026-03-10 08:28:35+01:00,2026-03-10 08:28:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
316,2026-03-10 08:28:36+01:00,2026-03-10 08:28:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
317,2026-03-10 08:28:38+01:00,2026-03-10 08:28:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
318,2026-03-10 08:28:40+01:00,2026-03-10 08:28:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
319,2026-03-10 08:28:41+01:00,2026-03-10 08:28:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
320,2026-03-10 08:28:51+01:00,2026-03-10 08:28:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
321,2026-03-10 08:28:54+01:00,2026-03-10 08:28:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
322,2026-03-10 08:28:58+01:00,2026-03-10 08:28:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
323,2026-03-10 08:28:59+01:00,2026-03-10 08:29:18+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
324,2026-03-10 08:29:19+01:00,2026-03-10 08:29:21+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
325,2026-03-10 08:29:22+01:00,2026-03-10 08:29:24+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
326,2026-03-10 08:29:25+01:00,2026-03-10 08:29:25+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
327,2026-03-10 08:29:26+01:00,2026-03-10 08:29:26+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
328,2026-03-10 08:29:27+01:00,2026-03-10 08:29:27+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
329,2026-03-10 08:29:28+01:00,2026-03-10 08:30:10+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,43,43
330,2026-03-10 08:30:11+01:00,2026-03-10 08:30:13+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,3,3
331,2026-03-10 08:30:14+01:00,2026-03-10 08:30:17+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,4,4
332,2026-03-10 08:30:18+01:00,2026-03-10 08:30:18+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,1,3,1,1
333,2026-03-10 08:30:19+01:00,2026-03-10 08:30:35+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,1,3,17,17
334,2026-03-10 08:30:36+01:00,2026-03-10 08:30:38+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
335,2026-03-10 08:30:39+01:00,2026-03-10 08:30:41+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
336,2026-03-10 08:30:42+01:00,2026-03-10 08:30:42+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
337,2026-03-10 08:30:43+01:00,2026-03-10 08:30:43+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
338,2026-03-10 08:30:44+01:00,2026-03-10 08:30:44+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
339,2026-03-10 08:30:45+01:00,2026-03-10 08:31:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,48,48
340,2026-03-10 08:31:33+01:00,2026-03-10 08:31:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
341,2026-03-10 08:31:35+01:00,2026-03-10 08:31:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
342,2026-03-10 08:31:36+01:00,2026-03-10 08:31:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
343,2026-03-10 08:31:38+01:00,2026-03-10 08:31:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
344,2026-03-10 08:31:40+01:00,2026-03-10 08:31:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
345,2026-03-10 08:31:41+01:00,2026-03-10 08:31:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
346,2026-03-10 08:31:51+01:00,2026-03-10 08:31:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
347,2026-03-10 08:31:54+01:00,2026-03-10 08:31:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
348,2026-03-10 08:31:58+01:00,2026-03-10 08:31:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
349,2026-03-10 08:31:59+01:00,2026-03-10 08:32:08+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,10,10
350,2026-03-10 08:32:09+01:00,2026-03-10 08:32:11+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
351,2026-03-10 08:32:12+01:00,2026-03-10 08:32:14+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
352,2026-03-10 08:32:15+01:00,2026-03-10 08:32:15+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
353,2026-03-10 08:32:16+01:00,2026-03-10 08:32:16+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
354,2026-03-10 08:32:17+01:00,2026-03-10 08:32:17+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
355,2026-03-10 08:32:18+01:00,2026-03-10 08:32:58+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,41,41
356,2026-03-10 08:32:59+01:00,2026-03-10 08:33:00+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
357,2026-03-10 08:33:01+01:00,2026-03-10 08:33:01+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
358,2026-03-10 08:33:02+01:00,2026-03-10 08:33:03+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
359,2026-03-10 08:33:04+01:00,2026-03-10 08:33:05+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
360,2026-03-10 08:33:06+01:00,2026-03-10 08:33:06+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
361,2026-03-10 08:33:07+01:00,2026-03-10 08:33:17+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,11,11
362,2026-03-10 08:33:18+01:00,2026-03-10 08:33:20+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
363,2026-03-10 08:33:21+01:00,2026-03-10 08:33:24+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
364,2026-03-10 08:33:25+01:00,2026-03-10 08:33:25+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
365,2026-03-10 08:33:26+01:00,2026-03-10 08:33:35+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,10,10
366,2026-03-10 08:33:36+01:00,2026-03-10 08:33:36+01:00,2026-03-10,2,4,3,2,2,2-4-3-2-2,4,3,1,1
367,2026-03-10 08:33:37+01:00,2026-03-10 08:33:38+01:00,2026-03-10,2,3,3,2,2,2-3-3-2-2,4,3,2,2
368,2026-03-10 08:33:39+01:00,2026-03-10 08:33:39+01:00,2026-03-10,2,3,2,2,2,2-3-2-2-2,4,3,1,1
369,2026-03-10 08:33:40+01:00,2026-03-10 08:33:43+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,4,4
370,2026-03-10 08:33:44+01:00,2026-03-10 08:33:44+01:00,2026-03-10,5,2,2,2,2,5-2-2-2-2,4,3,1,1
371,2026-03-10 08:33:45+01:00,2026-03-10 08:34:04+01:00,2026-03-10,4,2,2,2,2,4-2-2-2-2,4,3,20,20
372,2026-03-10 08:34:05+01:00,2026-03-10 08:34:05+01:00,2026-03-10,4,2,2,5,2,4-2-2-5-2,3,3,1,1
373,2026-03-10 08:34:06+01:00,2026-03-10 08:34:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,3,3,27,27
374,2026-03-10 08:34:33+01:00,2026-03-10 08:34:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
375,2026-03-10 08:34:35+01:00,2026-03-10 08:34:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
376,2026-03-10 08:34:36+01:00,2026-03-10 08:34:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
377,2026-03-10 08:34:38+01:00,2026-03-10 08:34:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
378,2026-03-10 08:34:40+01:00,2026-03-10 08:34:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
379,2026-03-10 08:34:41+01:00,2026-03-10 08:34:48+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,8,8
380,2026-03-10 08:34:49+01:00,2026-03-10 08:34:51+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
381,2026-03-10 08:34:52+01:00,2026-03-10 08:34:55+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
382,2026-03-10 08:34:56+01:00,2026-03-10 08:34:56+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
383,2026-03-10 08:34:57+01:00,2026-03-10 08:35:06+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,10,10
384,2026-03-10 08:35:07+01:00,2026-03-10 08:35:09+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
385,2026-03-10 08:35:10+01:00,2026-03-10 08:35:12+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
386,2026-03-10 08:35:13+01:00,2026-03-10 08:35:13+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
387,2026-03-10 08:35:14+01:00,2026-03-10 08:35:14+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
388,2026-03-10 08:35:15+01:00,2026-03-10 08:35:15+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
389,2026-03-10 08:35:16+01:00,2026-03-10 08:35:59+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,44,44
390,2026-03-10 08:36:00+01:00,2026-03-10 08:36:01+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
391,2026-03-10 08:36:02+01:00,2026-03-10 08:36:02+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
