block_id,start_time,end_time,date,K1,K2,K3,K4,K5,pattern,stage,program,n_seconds,duration_s
392,2026-03-10 08:36:03+01:00,2026-03-10 08:36:04+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
393,2026-03-10 08:36:05+01:00,2026-03-10 08:36:06+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
394,2026-03-10 08:36:07+01:00,2026-03-10 08:36:07+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
395,2026-03-10 08:36:08+01:00,2026-03-10 08:36:19+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,12,12
396,2026-03-10 08:36:20+01:00,2026-03-10 08:36:22+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
397,2026-03-10 08:36:23+01:00,2026-03-10 08:36:26+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
398,2026-03-10 08:36:27+01:00,2026-03-10 08:36:27+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
399,2026-03-10 08:36:28+01:00,2026-03-10 08:36:39+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,12,12
400,2026-03-10 08:36:40+01:00,2026-03-10 08:36:42+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
401,2026-03-10 08:36:43+01:00,2026-03-10 08:36:45+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
402,2026-03-10 08:36:46+01:00,2026-03-10 08:36:46+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
403,2026-03-10 08:36:47+01:00,2026-03-10 08:36:47+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
404,2026-03-10 08:36:48+01:00,2026-03-10 08:36:48+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
405,2026-03-10 08:36:49+01:00,2026-03-10 08:37:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,44,44
406,2026-03-10 08:37:33+01:00,2026-03-10 08:37:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
407,2026-03-10 08:37:35+01:00,2026-03-10 08:37:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
408,2026-03-10 08:37:36+01:00,2026-03-10 08:37:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
409,2026-03-10 08:37:38+01:00,2026-03-10 08:37:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
410,2026-03-10 08:37:40+01:00,2026-03-10 08:37:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
411,2026-03-10 08:37:41+01:00,2026-03-10 08:37:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
412,2026-03-10 08:37:51+01:00,2026-03-10 08:37:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
413,2026-03-10 08:37:54+01:00,2026-03-10 08:37:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
414,2026-03-10 08:37:58+01:00,2026-03-10 08:37:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
415,2026-03-10 08:37:59+01:00,2026-03-10 08:38:18+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
416,2026-03-10 08:38:19+01:00,2026-03-10 08:38:21+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
417,2026-03-10 08:38:22+01:00,2026-03-10 08:38:24+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
418,2026-03-10 08:38:25+01:00,2026-03-10 08:38:25+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
419,2026-03-10 08:38:26+01:00,2026-03-10 08:38:26+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
420,2026-03-10 08:38:27+01:00,2026-03-10 08:38:27+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
421,2026-03-10 08:38:28+01:00,2026-03-10 08:39:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
422,2026-03-10 08:39:03+01:00,2026-03-10 08:39:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
423,2026-03-10 08:39:05+01:00,2026-03-10 08:39:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
424,2026-03-10 08:39:06+01:00,2026-03-10 08:39:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
425,2026-03-10 08:39:08+01:00,2026-03-10 08:39:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
426,2026-03-10 08:39:10+01:00,2026-03-10 08:39:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
427,2026-03-10 08:39:11+01:00,2026-03-10 08:39:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
428,2026-03-10 08:39:21+01:00,2026-03-10 08:39:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
429,2026-03-10 08:39:24+01:00,2026-03-10 08:39:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
430,2026-03-10 08:39:28+01:00,2026-03-10 08:39:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
431,2026-03-10 08:39:29+01:00,2026-03-10 08:39:40+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,12,12
432,2026-03-10 08:39:41+01:00,2026-03-10 08:39:43+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
433,2026-03-10 08:39:44+01:00,2026-03-10 08:39:46+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
434,2026-03-10 08:39:47+01:00,2026-03-10 08:39:47+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
435,2026-03-10 08:39:48+01:00,2026-03-10 08:39:48+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
436,2026-03-10 08:39:49+01:00,2026-03-10 08:39:49+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
437,2026-03-10 08:39:50+01:00,2026-03-10 08:40:26+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,37,37
438,2026-03-10 08:40:27+01:00,2026-03-10 08:40:28+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
439,2026-03-10 08:40:29+01:00,2026-03-10 08:40:29+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
440,2026-03-10 08:40:30+01:00,2026-03-10 08:40:31+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
441,2026-03-10 08:40:32+01:00,2026-03-10 08:40:33+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
442,2026-03-10 08:40:34+01:00,2026-03-10 08:40:34+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
443,2026-03-10 08:40:35+01:00,2026-03-10 08:40:42+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,8,8
444,2026-03-10 08:40:43+01:00,2026-03-10 08:40:45+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
445,2026-03-10 08:40:46+01:00,2026-03-10 08:40:49+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
446,2026-03-10 08:40:50+01:00,2026-03-10 08:40:50+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
447,2026-03-10 08:40:51+01:00,2026-03-10 08:41:05+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,15,15
448,2026-03-10 08:41:06+01:00,2026-03-10 08:41:08+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
449,2026-03-10 08:41:09+01:00,2026-03-10 08:41:11+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
450,2026-03-10 08:41:12+01:00,2026-03-10 08:41:12+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
451,2026-03-10 08:41:13+01:00,2026-03-10 08:41:13+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
452,2026-03-10 08:41:14+01:00,2026-03-10 08:41:14+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
453,2026-03-10 08:41:15+01:00,2026-03-10 08:42:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,48,48
454,2026-03-10 08:42:03+01:00,2026-03-10 08:42:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
455,2026-03-10 08:42:05+01:00,2026-03-10 08:42:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
456,2026-03-10 08:42:06+01:00,2026-03-10 08:42:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
457,2026-03-10 08:42:08+01:00,2026-03-10 08:42:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
458,2026-03-10 08:42:10+01:00,2026-03-10 08:42:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
459,2026-03-10 08:42:11+01:00,2026-03-10 08:42:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
460,2026-03-10 08:42:21+01:00,2026-03-10 08:42:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
461,2026-03-10 08:42:24+01:00,2026-03-10 08:42:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
462,2026-03-10 08:42:28+01:00,2026-03-10 08:42:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
463,2026-03-10 08:42:29+01:00,2026-03-10 08:42:39+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,11,11
464,2026-03-10 08:42:40+01:00,2026-03-10 08:42:42+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
465,2026-03-10 08:42:43+01:00,2026-03-10 08:42:45+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
466,2026-03-10 08:42:46+01:00,2026-03-10 08:42:46+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
467,2026-03-10 08:42:47+01:00,2026-03-10 08:42:47+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
468,2026-03-10 08:42:48+01:00,2026-03-10 08:42:48+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
469,2026-03-10 08:42:49+01:00,2026-03-10 08:43:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,44,44
470,2026-03-10 08:43:33+01:00,2026-03-10 08:43:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
471,2026-03-10 08:43:35+01:00,2026-03-10 08:43:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
472,2026-03-10 08:43:36+01:00,2026-03-10 08:43:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
473,2026-03-10 08:43:38+01:00,2026-03-10 08:43:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
474,2026-03-10 08:43:40+01:00,2026-03-10 08:43:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
475,2026-03-10 08:43:41+01:00,2026-03-10 08:43:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
476,2026-03-10 08:43:51+01:00,2026-03-10 08:43:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
477,2026-03-10 08:43:54+01:00,2026-03-10 08:43:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
478,2026-03-10 08:43:58+01:00,2026-03-10 08:43:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
479,2026-03-10 08:43:59+01:00,2026-03-10 08:44:12+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,14,14
480,2026-03-10 08:44:13+01:00,2026-03-10 08:44:15+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
481,2026-03-10 08:44:16+01:00,2026-03-10 08:44:18+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
482,2026-03-10 08:44:19+01:00,2026-03-10 08:44:19+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
483,2026-03-10 08:44:20+01:00,2026-03-10 08:44:20+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
484,2026-03-10 08:44:21+01:00,2026-03-10 08:44:21+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
485,2026-03-10 08:44:22+01:00,2026-03-10 08:45:10+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,49,49
486,2026-03-10 08:45:11+01:00,2026-03-10 08:45:13+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,3,3
487,2026-03-10 08:45:14+01:00,2026-03-10 08:45:17+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,4,4
488,2026-03-10 08:45:18+01:00,2026-03-10 08:45:18+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,1,3,1,1
489,2026-03-10 08:45:19+01:00,2026-03-10 08:45:35+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,1,3,17,17
490,2026-03-10 08:45:36+01:00,2026-03-10 08:45:38+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
491,2026-03-10 08:45:39+01:00,2026-03-10 08:45:41+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
492,2026-03-10 08:45:42+01:00,2026-03-10 08:45:42+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
493,2026-03-10 08:45:43+01:00,2026-03-10 08:45:43+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
494,2026-03-10 08:45:44+01:00,2026-03-10 08:45:44+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
495,2026-03-10 08:45:45+01:00,2026-03-10 08:46:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,48,48
496,2026-03-10 08:46:33+01:00,2026-03-10 08:46:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
497,2026-03-10 08:46:35+01:00,2026-03-10 08:46:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
498,2026-03-10 08:46:36+01:00,2026-03-10 08:46:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
499,2026-03-10 08:46:38+01:00,2026-03-10 08:46:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
500,2026-03-10 08:46:40+01:00,2026-03-10 08:46:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
501,2026-03-10 08:46:41+01:00,2026-03-10 08:46:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
502,2026-03-10 08:46:51+01:00,2026-03-10 08:46:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
503,2026-03-10 08:46:54+01:00,2026-03-10 08:46:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
504,2026-03-10 08:46:58+01:00,2026-03-10 08:46:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
505,2026-03-10 08:46:59+01:00,2026-03-10 08:47:18+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
506,2026-03-10 08:47:19+01:00,2026-03-10 08:47:21+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
507,2026-03-10 08:47:22+01:00,2026-03-10 08:47:24+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
508,2026-03-10 08:47:25+01:00,2026-03-10 08:47:25+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
509,2026-03-10 08:47:26+01:00,2026-03-10 08:47:26+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
510,2026-03-10 08:47:27+01:00,2026-03-10 08:47:27+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
511,2026-03-10 08:47:28+01:00,2026-03-10 08:48:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
512,2026-03-10 08:48:03+01:00,2026-03-10 08:48:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
513,2026-03-10 08:48:05+01:00,2026-03-10 08:48:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
514,2026-03-10 08:48:06+01:00,2026-03-10 08:48:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
515,2026-03-10 08:48:08+01:00,2026-03-10 08:48:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
516,2026-03-10 08:48:10+01:00,2026-03-10 08:48:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
517,2026-03-10 08:48:11+01:00,2026-03-10 08:48:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
518,2026-03-10 08:48:21+01:00,2026-03-10 08:48:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
519,2026-03-10 08:48:24+01:00,2026-03-10 08:48:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
520,2026-03-10 08:48:28+01:00,2026-03-10 08:48:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
521,2026-03-10 08:48:29+01:00,2026-03-10 08:48:47+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,19,19
522,2026-03-10 08:48:48+01:00,2026-03-10 08:48:50+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
523,2026-03-10 08:48:51+01:00,2026-03-10 08:48:53+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
524,2026-03-10 08:48:54+01:00,2026-03-10 08:48:54+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
525,2026-03-10 08:48:55+01:00,2026-03-10 08:48:55+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
526,2026-03-10 08:48:56+01:00,2026-03-10 08:48:56+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
527,2026-03-10 08:48:57+01:00,2026-03-10 08:49:40+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,44,44
528,2026-03-10 08:49:41+01:00,2026-03-10 08:49:43+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,3,3
529,2026-03-10 08:49:44+01:00,2026-03-10 08:49:47+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,4,4
530,2026-03-10 08:49:48+01:00,2026-03-10 08:49:48+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,1,3,1,1
531,2026-03-10 08:49:49+01:00,2026-03-10 08:50:07+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,1,3,19,19
532,2026-03-10 08:50:08+01:00,2026-03-10 08:50:08+01:00,2026-03-10,2,4,3,2,2,2-4-3-2-2,4,3,1,1
533,2026-03-10 08:50:09+01:00,2026-03-10 08:50:10+01:00,2026-03-10,2,3,3,2,2,2-3-3-2-2,4,3,2,2
534,2026-03-10 08:50:11+01:00,2026-03-10 08:50:11+01:00,2026-03-10,2,3,2,2,2,2-3-2-2-2,4,3,1,1
535,2026-03-10 08:50:12+01:00,2026-03-10 08:50:15+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,4,4
536,2026-03-10 08:50:16+01:00,2026-03-10 08:50:16+01:00,2026-03-10,5,2,2,2,2,5-2-2-2-2,4,3,1,1
537,2026-03-10 08:50:17+01:00,2026-03-10 08:50:36+01:00,2026-03-10,4,2,2,2,2,4-2-2-2-2,4,3,20,20
538,2026-03-10 08:50:37+01:00,2026-03-10 08:50:37+01:00,2026-03-10,4,2,2,5,2,4-2-2-5-2,3,3,1,1
539,2026-03-10 08:50:38+01:00,2026-03-10 08:51:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,3,3,25,25
540,2026-03-10 08:51:03+01:00,2026-03-10 08:51:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
541,2026-03-10 08:51:05+01:00,2026-03-10 08:51:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
542,2026-03-10 08:51:06+01:00,2026-03-10 08:51:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
543,2026-03-10 08:51:08+01:00,2026-03-10 08:51:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
544,2026-03-10 08:51:10+01:00,2026-03-10 08:51:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
545,2026-03-10 08:51:11+01:00,2026-03-10 08:51:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
546,2026-03-10 08:51:21+01:00,2026-03-10 08:51:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
547,2026-03-10 08:51:24+01:00,2026-03-10 08:51:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
548,2026-03-10 08:51:28+01:00,2026-03-10 08:51:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
549,2026-03-10 08:51:29+01:00,2026-03-10 08:51:48+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
550,2026-03-10 08:51:49+01:00,2026-03-10 08:51:51+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
551,2026-03-10 08:51:52+01:00,2026-03-10 08:51:54+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
552,2026-03-10 08:51:55+01:00,2026-03-10 08:51:55+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
553,2026-03-10 08:51:56+01:00,2026-03-10 08:51:56+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
554,2026-03-10 08:51:57+01:00,2026-03-10 08:51:57+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
555,2026-03-10 08:51:58+01:00,2026-03-10 08:52:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
556,2026-03-10 08:52:33+01:00,2026-03-10 08:52:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
557,2026-03-10 08:52:35+01:00,2026-03-10 08:52:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
558,2026-03-10 08:52:36+01:00,2026-03-10 08:52:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
559,2026-03-10 08:52:38+01:00,2026-03-10 08:52:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
560,2026-03-10 08:52:40+01:00,2026-03-10 08:52:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
561,2026-03-10 08:52:41+01:00,2026-03-10 08:52:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
562,2026-03-10 08:52:51+01:00,2026-03-10 08:52:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
563,2026-03-10 08:52:54+01:00,2026-03-10 08:52:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
564,2026-03-10 08:52:58+01:00,2026-03-10 08:52:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
565,2026-03-10 08:52:59+01:00,2026-03-10 08:53:18+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,20,20
566,2026-03-10 08:53:19+01:00,2026-03-10 08:53:21+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
567,2026-03-10 08:53:22+01:00,2026-03-10 08:53:24+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
568,2026-03-10 08:53:25+01:00,2026-03-10 08:53:25+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
569,2026-03-10 08:53:26+01:00,2026-03-10 08:53:26+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
570,2026-03-10 08:53:27+01:00,2026-03-10 08:53:27+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
571,2026-03-10 08:53:28+01:00,2026-03-10 08:54:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,35,35
572,2026-03-10 08:54:03+01:00,2026-03-10 08:54:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
573,2026-03-10 08:54:05+01:00,2026-03-10 08:54:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
574,2026-03-10 08:54:06+01:00,2026-03-10 08:54:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
575,2026-03-10 08:54:08+01:00,2026-03-10 08:54:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
576,2026-03-10 08:54:10+01:00,2026-03-10 08:54:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
577,2026-03-10 08:54:11+01:00,2026-03-10 08:54:17+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,7,7
578,2026-03-10 08:54:18+01:00,2026-03-10 08:54:20+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
579,2026-03-10 08:54:21+01:00,2026-03-10 08:54:24+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
580,2026-03-10 08:54:25+01:00,2026-03-10 08:54:25+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
581,2026-03-10 08:54:26+01:00,2026-03-10 08:54:34+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,9,9
582,2026-03-10 08:54:35+01:00,2026-03-10 08:54:35+01:00,2026-03-10,2,4,3,2,2,2-4-3-2-2,4,3,1,1
583,2026-03-10 08:54:36+01:00,2026-03-10 08:54:37+01:00,2026-03-10,2,3,3,2,2,2-3-3-2-2,4,3,2,2
584,2026-03-10 08:54:38+01:00,2026-03-10 08:54:38+01:00,2026-03-10,2,3,2,2,2,2-3-2-2-2,4,3,1,1
585,2026-03-10 08:54:39+01:00,2026-03-10 08:54:42+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,4,4
586,2026-03-10 08:54:43+01:00,2026-03-10 08:54:43+01:00,2026-03-10,5,2,2,2,2,5-2-2-2-2,4,3,1,1
587,2026-03-10 08:54:44+01:00,2026-03-10 08:55:03+01:00,2026-03-10,4,2,2,2,2,4-2-2-2-2,4,3,20,20
