scenario,lsa,detector_id_sumo,detector_id_real,begin_s,end_s,nVehEntered,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed
weekday_morning,LSA10,LSA10_E_id3,3,0.0,900.0,30.0,30.0,120.0,8.86,9.48,1.75
weekday_morning,LSA10,LSA10_E_id4,4,0.0,900.0,35.0,35.0,140.0,4.04,11.31,5.08
weekday_morning,LSA10,LSA10_NE_id29,29,0.0,900.0,10.0,10.0,40.0,5.38,4.65,0.95
weekday_morning,LSA10,LSA10_NW_id2,2,0.0,900.0,27.0,27.0,108.0,1.12,13.25,13.13
weekday_morning,LSA10,LSA10_NW_id26,26,0.0,900.0,9.0,9.0,36.0,8.02,5.66,1.11
weekday_morning,LSA10,LSA10_NW_id27,27,0.0,900.0,18.0,18.0,72.0,17.92,5.03,0.53
weekday_morning,LSA10,LSA10_S_id31,31,0.0,900.0,16.0,16.0,64.0,19.54,3.51,0.47
weekday_morning,LSA10,LSA10_W_id1,1,0.0,900.0,112.0,112.0,448.0,42.5,8.81,1.46
weekday_morning,LSA10,LSA10_E_id3,3,900.0,1800.0,37.0,37.0,148.0,2.55,11.23,8.34
weekday_morning,LSA10,LSA10_E_id4,4,900.0,1800.0,39.0,36.0,144.0,2.07,11.7,10.83
weekday_morning,LSA10,LSA10_NE_id29,29,900.0,1800.0,7.0,7.0,28.0,0.9,5.08,4.37
weekday_morning,LSA10,LSA10_NW_id2,2,900.0,1800.0,23.0,23.0,92.0,0.9,13.88,13.82
weekday_morning,LSA10,LSA10_NW_id26,26,900.0,1800.0,5.0,5.0,20.0,1.94,7.27,1.29
weekday_morning,LSA10,LSA10_NW_id27,27,900.0,1800.0,18.0,18.0,72.0,12.66,5.04,0.77
weekday_morning,LSA10,LSA10_S_id31,31,900.0,1800.0,18.0,18.0,72.0,17.17,4.07,0.53
weekday_morning,LSA10,LSA10_W_id1,1,900.0,1800.0,131.0,131.0,524.0,45.2,9.02,1.59
weekday_morning,LSA10,LSA10_E_id3,3,1800.0,2700.0,42.0,42.0,168.0,3.4,10.84,7.1
weekday_morning,LSA10,LSA10_E_id4,4,1800.0,2700.0,53.0,53.0,212.0,10.39,11.22,2.64
weekday_morning,LSA10,LSA10_NE_id29,29,1800.0,2700.0,7.0,7.0,28.0,4.73,5.09,0.74
weekday_morning,LSA10,LSA10_NW_id2,2,1800.0,2700.0,28.0,28.0,112.0,1.33,12.98,12.92
weekday_morning,LSA10,LSA10_NW_id26,26,1800.0,2700.0,9.0,9.0,36.0,3.07,5.78,1.82
weekday_morning,LSA10,LSA10_NW_id27,27,1800.0,2700.0,19.0,19.0,76.0,20.91,4.79,0.56
weekday_morning,LSA10,LSA10_S_id31,31,1800.0,2700.0,8.0,8.0,32.0,0.86,5.44,5.09
weekday_morning,LSA10,LSA10_W_id1,1,1800.0,2700.0,126.0,126.0,504.0,31.56,8.88,2.03
weekday_morning,LSA10,LSA10_E_id3,3,2700.0,3600.0,41.0,41.0,164.0,4.19,9.94,5.54
weekday_morning,LSA10,LSA10_E_id4,4,2700.0,3600.0,61.0,61.0,244.0,10.16,11.15,3.09
weekday_morning,LSA10,LSA10_NE_id29,29,2700.0,3600.0,7.0,7.0,28.0,8.19,6.12,0.9
weekday_morning,LSA10,LSA10_NW_id2,2,2700.0,3600.0,30.0,30.0,120.0,1.22,13.1,13.02
weekday_morning,LSA10,LSA10_NW_id26,26,2700.0,3600.0,13.0,13.0,52.0,12.39,4.46,0.54
weekday_morning,LSA10,LSA10_NW_id27,27,2700.0,3600.0,17.0,17.0,68.0,7.74,6.47,1.1
weekday_morning,LSA10,LSA10_S_id31,31,2700.0,3600.0,10.0,10.0,40.0,13.06,3.85,0.39
weekday_morning,LSA10,LSA10_W_id1,1,2700.0,3600.0,103.0,103.0,412.0,18.29,9.83,3.15
weekday_morning,LSA10,LSA10_E_id3,3,3600.0,4500.0,45.0,45.0,180.0,11.69,9.68,1.98
weekday_morning,LSA10,LSA10_E_id4,4,3600.0,4500.0,45.0,45.0,180.0,3.83,11.51,6.27
weekday_morning,LSA10,LSA10_NE_id29,29,3600.0,4500.0,11.0,11.0,44.0,7.84,4.27,0.7
weekday_morning,LSA10,LSA10_NW_id2,2,3600.0,4500.0,13.0,13.0,52.0,0.59,13.05,13.02
weekday_morning,LSA10,LSA10_NW_id26,26,3600.0,4500.0,4.0,4.0,16.0,0.66,4.85,4.47
weekday_morning,LSA10,LSA10_NW_id27,27,3600.0,4500.0,9.0,9.0,36.0,3.41,5.89,1.37
weekday_morning,LSA10,LSA10_S_id31,31,3600.0,4500.0,15.0,15.0,60.0,9.04,4.91,0.84
weekday_morning,LSA10,LSA10_W_id1,1,3600.0,4500.0,108.0,108.0,432.0,10.11,10.17,5.73
