timestamp,west_left_upstream,west_straight_right_upstream,west_total_upstream,west_left_stopline,west_straight_right_stopline,west_total_stopline_check,south_straight_failed,south_straight_alt_failed,south_total_failed_check,east_left_upstream,east_straight_upstream,east_straight_right_upstream,east_right_inferred_upstream,east_total_upstream,east_right_stopline,east_straight1_stopline,east_straight2_stopline,east_left_stopline_failed,east_straight_total_stopline_check,east_total_stopline_check,north_left_upstream,north_left_stopline,north_straight_stopline,north_right_stopline,north_straight_right_failed,north_total_mixed,north_total_stopline_check
2025-09-04 08:45:00+00:00,63,159,222,38,162,200,0,0,0,29,120,152,32,181,82,50,73,0,123,205,76,77,18,42,0,136,137
2025-09-04 09:00:00+00:00,37,145,182,40,151,191,0,0,0,32,116,141,25,173,76,51,71,0,122,198,72,67,14,49,0,135,130
2025-09-04 09:15:00+00:00,43,146,189,40,148,188,0,0,0,32,117,159,42,191,79,65,77,0,142,221,75,78,18,48,0,141,144
2025-09-04 09:30:00+00:00,89,156,245,44,146,190,0,0,0,44,122,156,34,200,83,63,88,0,151,234,82,84,22,46,0,150,152
2025-09-04 09:45:00+00:00,53,150,203,45,156,201,0,0,0,47,100,138,38,185,76,50,89,0,139,215,85,86,14,42,0,141,142
2025-09-04 10:00:00+00:00,63,167,230,54,171,225,0,0,0,34,119,170,51,204,96,61,89,0,150,246,81,79,17,42,0,140,138
2025-09-04 10:15:00+00:00,114,167,281,45,171,216,0,0,0,29,104,160,56,189,78,55,83,0,138,216,77,78,14,42,0,133,134
2025-09-04 10:30:00+00:00,76,148,224,48,149,197,0,0,0,41,108,148,40,189,73,64,84,0,148,221,71,63,15,42,0,128,120
2025-09-04 10:45:00+00:00,81,151,232,42,160,202,0,0,0,32,137,171,34,203,72,65,98,0,163,235,74,67,20,40,0,134,127
2025-09-04 11:00:00+00:00,106,155,261,46,162,208,0,0,0,42,126,154,28,196,77,52,94,0,146,223,81,86,15,48,0,144,149
2025-09-04 11:15:00+00:00,67,149,216,42,154,196,0,0,0,39,110,154,44,193,73,65,76,0,141,214,69,73,19,66,0,154,158
2025-09-04 11:30:00+00:00,38,145,183,38,165,203,0,0,0,46,118,156,38,202,79,61,108,0,169,248,77,75,25,49,0,151,149
2025-09-04 11:45:00+00:00,41,205,246,43,183,226,0,0,0,38,133,192,59,230,75,77,114,0,191,266,73,66,22,42,0,137,130
2025-09-04 12:00:00+00:00,40,161,201,40,175,215,0,0,0,38,134,166,32,204,77,75,98,0,173,250,72,72,24,42,0,138,138
2025-09-04 12:15:00+00:00,37,162,199,36,164,200,0,0,0,41,106,201,95,242,91,78,87,0,165,256,70,71,14,46,0,130,131
2025-09-04 12:30:00+00:00,43,187,230,34,189,223,0,0,0,38,108,187,79,225,89,87,98,0,185,274,74,63,32,45,0,151,140
2025-09-04 12:45:00+00:00,174,170,344,46,181,227,0,0,0,43,131,172,41,215,90,69,110,0,179,269,85,83,25,47,0,157,155
2025-09-04 13:00:00+00:00,44,180,224,43,184,227,0,0,0,54,132,185,53,239,93,78,112,0,190,283,79,83,27,46,0,152,156
2025-09-04 13:15:00+00:00,56,201,257,42,205,247,0,0,0,33,125,207,82,240,125,65,97,0,162,287,74,82,27,51,0,152,160
2025-09-04 13:30:00+00:00,165,173,338,47,176,223,0,0,0,47,136,181,45,228,82,82,120,0,202,284,70,74,29,49,0,148,152
2025-09-04 13:45:00+00:00,63,166,229,56,168,224,0,0,0,55,142,195,53,250,99,78,107,0,185,284,85,84,25,44,0,154,153
2025-09-04 14:00:00+00:00,47,179,226,39,203,242,0,0,0,44,148,212,64,256,103,75,123,0,198,301,73,71,20,50,0,143,141
2025-09-04 14:15:00+00:00,44,179,223,48,181,229,0,0,0,44,122,214,92,258,110,71,116,0,187,297,83,79,20,42,0,145,141
2025-09-04 14:30:00+00:00,50,176,226,53,181,234,0,0,0,56,131,195,64,251,106,76,125,0,201,307,156,74,22,36,0,214,132
2025-09-04 14:45:00+00:00,56,190,246,45,187,232,0,0,0,44,144,223,79,267,111,85,128,0,213,324,78,85,34,51,0,163,170
2025-09-04 15:00:00+00:00,46,188,234,47,198,245,0,0,0,36,141,207,66,243,89,87,133,0,220,309,70,61,27,54,0,151,142
2025-09-04 15:15:00+00:00,45,165,210,46,163,209,0,0,0,48,145,213,68,261,93,64,126,0,190,283,78,78,22,42,0,142,142
2025-09-04 15:30:00+00:00,47,158,205,49,162,211,0,0,0,51,136,175,39,226,82,77,110,0,187,269,76,82,18,59,0,153,159
2025-09-04 15:45:00+00:00,76,164,240,46,184,230,0,0,0,44,140,160,20,204,75,75,106,0,181,256,74,77,22,44,0,140,143
2025-09-04 16:00:00+00:00,45,165,210,49,172,221,0,0,0,41,121,159,38,200,89,61,87,0,148,237,84,81,20,36,0,140,137
2025-09-04 16:15:00+00:00,107,146,253,47,141,188,0,0,0,40,111,154,43,194,59,63,86,0,149,208,77,75,22,48,0,147,145
2025-09-04 16:30:00+00:00,81,146,227,40,144,184,0,0,0,37,104,161,57,198,65,66,81,0,147,212,65,51,24,48,0,137,123
2025-09-04 16:45:00+00:00,80,146,226,45,126,171,0,0,0,32,115,148,33,180,63,50,95,0,145,208,68,57,21,40,0,129,118
2025-09-04 17:00:00+00:00,63,113,176,39,108,147,0,0,0,42,128,136,8,178,76,47,84,0,131,207,65,47,16,37,0,118,100
2025-09-04 17:15:00+00:00,84,102,186,38,119,157,0,0,0,34,115,121,6,155,56,36,75,0,111,167,66,45,19,39,0,124,103
2025-09-04 17:30:00+00:00,97,95,192,229,81,310,0,0,0,32,107,110,3,142,50,48,63,0,111,161,51,33,19,35,0,105,87
2025-09-04 17:45:00+00:00,85,119,204,44,103,147,0,0,0,24,91,104,13,128,45,34,51,0,85,130,48,42,14,22,0,84,78
2025-09-04 18:00:00+00:00,74,90,164,36,78,114,0,0,0,24,98,111,13,135,56,42,61,0,103,159,47,36,8,37,0,92,81
2025-09-04 18:15:00+00:00,67,69,136,30,58,88,0,0,0,15,66,93,27,108,46,32,34,0,66,112,55,40,13,33,0,101,86
2025-09-04 18:30:00+00:00,78,85,163,30,72,102,0,0,0,18,73,104,31,122,52,36,45,0,81,133,38,30,13,28,0,79,71
2025-09-04 18:45:00+00:00,75,67,142,27,55,82,0,0,0,21,69,89,20,110,44,30,38,0,68,112,33,23,6,26,0,65,55
2025-09-04 19:00:00+00:00,68,71,139,29,55,84,0,0,0,21,73,85,12,106,37,28,36,0,64,101,43,32,11,25,0,79,68
2025-09-04 19:15:00+00:00,56,69,125,35,53,88,0,0,0,16,53,70,17,86,29,32,29,0,61,90,41,32,16,24,0,81,72
2025-09-04 19:30:00+00:00,72,75,147,33,63,96,0,0,0,17,50,72,22,89,35,23,24,0,47,82,42,34,12,26,0,80,72
2025-09-04 19:45:00+00:00,54,56,110,23,43,66,0,0,0,24,63,65,2,89,19,30,32,0,62,81,33,19,7,26,0,66,52
2025-09-04 20:00:00+00:00,55,63,118,11,55,66,0,0,0,17,67,91,24,108,49,27,38,0,65,114,25,13,10,20,0,55,43
2025-09-04 20:15:00+00:00,52,50,102,16,34,50,0,0,0,17,59,63,4,80,24,21,32,0,53,77,24,19,4,15,0,43,38
2025-09-04 20:30:00+00:00,51,51,102,11,47,58,0,0,0,16,50,60,10,76,21,23,29,0,52,73,16,11,2,11,0,29,24
2025-09-04 20:45:00+00:00,39,41,80,11,32,43,0,0,0,8,37,45,8,53,15,20,13,0,33,48,19,12,5,11,0,35,28
2025-09-04 21:00:00+00:00,34,34,68,8,29,37,0,0,0,10,32,50,18,60,20,20,16,0,36,56,13,10,2,13,0,28,25
2025-09-04 21:15:00+00:00,11,10,21,4,8,12,0,0,0,9,28,32,4,41,10,13,15,0,28,38,13,13,2,2,0,17,17
2025-09-04 21:30:00+00:00,18,11,29,8,8,16,0,0,0,14,41,36,0,50,10,18,24,0,42,52,14,10,0,7,0,21,17
2025-09-04 21:45:00+00:00,11,9,20,5,7,12,0,0,0,4,20,23,3,27,6,11,14,0,25,31,11,6,3,4,0,18,13
2025-09-04 22:00:00+00:00,13,14,27,5,13,18,0,0,0,4,10,14,4,18,1,9,6,0,15,16,2,1,0,4,0,6,5
2025-09-04 22:15:00+00:00,8,9,17,1,8,9,0,0,0,4,15,15,0,19,7,4,8,0,12,19,5,4,2,4,0,11,10
2025-09-04 22:30:00+00:00,8,7,15,0,6,6,0,0,0,3,11,15,4,18,3,8,4,0,12,15,6,5,1,3,0,10,9
2025-09-04 22:45:00+00:00,6,6,12,1,4,5,0,0,0,1,15,16,1,17,2,4,10,0,14,16,7,4,1,3,0,11,8
2025-09-04 23:00:00+00:00,11,10,21,3,7,10,0,0,0,1,5,6,1,7,2,3,1,0,4,6,2,1,0,2,0,4,3
2025-09-04 23:15:00+00:00,8,7,15,2,6,8,0,0,0,0,5,8,3,8,5,4,1,0,5,10,2,2,0,1,0,3,3
2025-09-04 23:30:00+00:00,11,10,21,1,9,10,0,0,0,2,9,11,2,13,4,4,4,0,8,12,1,1,0,0,0,1,1
2025-09-04 23:45:00+00:00,4,4,8,1,4,5,0,0,0,2,9,12,3,14,5,5,6,0,11,16,2,2,0,0,0,2,2
2025-09-05 00:00:00+00:00,6,6,12,0,4,4,0,0,0,0,7,8,1,8,3,5,4,0,9,12,4,1,0,2,0,6,3
2025-09-05 00:15:00+00:00,5,5,10,1,4,5,0,0,0,0,7,7,0,7,1,4,7,0,11,12,0,1,0,0,0,0,1
2025-09-05 00:30:00+00:00,6,6,12,3,3,6,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,2,2
2025-09-05 00:45:00+00:00,8,5,13,3,5,8,0,0,0,0,2,3,1,3,2,1,1,0,2,4,3,2,0,1,0,4,3
2025-09-05 01:00:00+00:00,3,2,5,1,2,3,0,0,0,2,3,4,1,6,1,2,1,0,3,4,4,2,0,2,0,6,4
2025-09-05 01:15:00+00:00,6,6,12,1,6,7,0,0,0,0,2,4,2,4,2,2,0,0,2,4,2,1,0,0,0,2,1
2025-09-05 01:30:00+00:00,3,2,5,0,2,2,0,0,0,2,3,2,0,4,0,1,2,0,3,3,1,1,0,0,0,1,1
2025-09-05 01:45:00+00:00,6,7,13,0,7,7,0,0,0,0,3,4,1,4,2,1,3,0,4,6,1,1,0,0,0,1,1
2025-09-05 02:00:00+00:00,7,7,14,0,7,7,0,0,0,1,3,3,0,4,1,2,1,0,3,4,6,4,0,3,0,9,7
2025-09-05 02:15:00+00:00,12,9,21,5,6,11,0,0,0,1,5,4,0,5,1,1,3,0,4,5,2,1,0,0,0,2,1
2025-09-05 02:30:00+00:00,24,23,47,10,43,53,0,0,0,1,5,7,2,8,3,2,2,0,4,7,6,4,0,5,0,11,9
2025-09-05 02:45:00+00:00,13,14,27,7,9,16,0,0,0,1,2,3,1,4,0,2,2,0,4,4,3,3,0,1,0,4,4
2025-09-05 03:00:00+00:00,23,22,45,10,14,24,0,0,0,0,6,10,4,10,7,5,3,0,8,15,10,5,2,5,0,17,12
2025-09-05 03:15:00+00:00,36,36,72,14,28,42,0,0,0,6,11,9,0,15,5,3,3,0,6,11,14,11,0,8,0,22,19
2025-09-05 03:30:00+00:00,49,55,104,11,46,57,0,0,0,7,21,29,8,36,11,12,12,0,24,35,23,16,4,8,0,35,28
2025-09-05 03:45:00+00:00,57,70,127,17,59,76,0,0,0,14,26,36,10,50,16,16,11,0,27,43,33,26,4,7,0,44,37
2025-09-05 04:00:00+00:00,42,47,89,15,119,134,0,0,0,6,33,39,6,45,17,17,18,0,35,52,20,14,4,11,0,35,29
2025-09-05 04:15:00+00:00,73,78,151,19,70,89,0,0,0,7,21,32,11,39,12,17,13,0,30,42,27,22,3,5,0,35,30
2025-09-05 04:30:00+00:00,92,120,212,30,112,142,0,0,0,11,51,59,8,70,24,27,23,0,50,74,32,23,5,11,0,48,39
2025-09-05 04:45:00+00:00,91,130,221,28,129,157,0,0,0,19,66,87,21,106,36,37,33,0,70,106,41,36,10,11,0,62,57
2025-09-05 05:00:00+00:00,104,135,239,32,136,168,0,0,0,26,79,90,11,116,33,45,41,0,86,119,41,29,12,29,0,82,70
2025-09-05 05:15:00+00:00,115,175,290,32,171,203,0,0,0,32,86,117,31,149,42,57,56,0,113,155,55,54,12,32,0,99,98
2025-09-05 05:30:00+00:00,54,173,227,131,182,313,0,0,0,44,108,152,44,196,66,77,84,0,161,227,78,63,21,35,0,134,119
2025-09-05 05:45:00+00:00,43,183,226,46,199,245,0,0,0,37,95,174,79,211,63,88,71,0,159,222,74,69,15,38,0,127,122
2025-09-05 06:00:00+00:00,63,159,222,39,162,201,0,0,0,41,85,139,54,180,53,57,60,0,117,170,66,57,21,32,0,119,110
2025-09-05 06:15:00+00:00,108,132,240,36,127,163,0,0,0,33,92,137,45,170,61,52,66,0,118,179,68,59,14,22,0,104,95
2025-09-05 06:30:00+00:00,79,134,213,35,138,173,0,0,0,44,110,130,20,174,51,53,66,0,119,170,64,58,12,28,0,104,98
2025-09-05 06:45:00+00:00,41,156,197,41,175,216,0,0,0,36,108,146,38,182,72,50,63,0,113,185,75,74,14,32,0,121,120
2025-09-05 07:00:00+00:00,73,149,222,32,153,185,0,0,0,38,102,143,41,181,76,52,53,0,105,181,68,63,16,36,0,120,115
2025-09-05 07:15:00+00:00,39,163,202,32,163,195,0,0,0,32,101,145,44,177,71,48,75,0,123,194,68,63,17,151,0,236,231
2025-09-05 07:30:00+00:00,34,156,190,36,173,209,0,0,0,43,128,150,22,193,73,64,94,0,158,231,71,71,20,30,0,121,121
2025-09-05 07:45:00+00:00,37,171,208,38,171,209,0,0,0,33,101,170,69,203,89,57,74,0,131,220,92,87,27,25,0,144,139
2025-09-05 08:00:00+00:00,35,165,200,38,166,204,0,0,0,34,94,153,59,187,71,63,78,0,141,212,67,65,22,42,0,131,129
2025-09-05 08:15:00+00:00,32,158,190,32,172,204,0,0,0,34,110,155,45,189,85,56,70,0,126,211,71,73,19,28,0,118,120
2025-09-05 08:30:00+00:00,47,161,208,45,160,205,0,0,0,33,120,180,60,213,95,57,75,0,132,227,64,66,11,49,0,124,126
2025-09-05 08:45:00+00:00,40,164,204,41,175,216,0,0,0,38,106,156,50,194,89,53,69,0,122,211,80,69,17,32,0,129,118
2025-09-05 09:00:00+00:00,36,184,220,39,186,225,0,0,0,40,119,181,62,221,101,55,80,0,135,236,66,69,27,42,0,135,138
2025-09-05 09:15:00+00:00,41,180,221,40,181,221,0,0,0,30,102,155,53,185,85,59,72,0,131,216,81,79,17,42,0,140,138
2025-09-05 09:30:00+00:00,48,173,221,49,173,222,0,0,0,40,125,190,65,230,97,77,99,0,176,273,72,77,17,107,0,196,201
2025-09-05 09:45:00+00:00,79,161,240,40,164,204,0,0,0,38,126,174,48,212,89,63,94,0,157,246,86,87,17,55,0,158,159
2025-09-05 10:00:00+00:00,103,181,284,39,174,213,0,0,0,43,149,182,33,225,80,83,133,0,216,296,71,67,20,57,0,148,144
2025-09-05 10:15:00+00:00,103,173,276,49,169,218,0,0,0,47,132,170,38,217,74,80,121,0,201,275,80,83,22,52,0,154,157
2025-09-05 10:30:00+00:00,87,140,227,39,152,191,0,0,0,53,140,185,45,238,90,69,105,0,174,264,84,69,17,68,0,169,154
2025-09-05 10:45:00+00:00,63,160,223,48,140,188,0,0,0,42,160,179,19,221,83,69,122,0,191,274,72,69,18,47,0,137,134
2025-09-05 11:00:00+00:00,58,175,233,49,179,228,0,0,0,49,146,180,34,229,85,65,123,0,188,273,82,86,13,60,0,155,159
2025-09-05 11:15:00+00:00,47,196,243,51,200,251,0,0,0,47,126,179,53,226,86,69,97,0,166,252,73,78,24,42,0,139,144
2025-09-05 11:30:00+00:00,33,174,207,35,177,212,0,0,0,44,128,154,26,198,68,58,106,0,164,232,68,74,14,27,0,109,115
2025-09-05 11:45:00+00:00,41,189,230,39,194,233,0,0,0,37,126,176,50,213,93,64,97,0,161,254,79,85,14,34,0,127,133
2025-09-05 12:00:00+00:00,39,176,215,41,178,219,0,0,0,39,133,178,45,217,101,61,109,0,170,271,74,76,15,46,0,135,137
2025-09-05 12:15:00+00:00,54,168,222,43,172,215,0,0,0,45,135,176,41,221,95,59,111,0,170,265,66,68,17,48,0,131,133
2025-09-05 12:30:00+00:00,40,188,228,42,187,229,0,0,0,48,137,190,53,238,89,94,130,0,224,313,76,67,30,54,0,160,151
2025-09-05 12:45:00+00:00,46,140,186,45,147,192,0,0,0,39,127,203,76,242,95,74,98,0,172,267,69,67,15,45,0,129,127
2025-09-05 13:00:00+00:00,53,180,233,44,185,229,0,0,0,37,149,219,70,256,104,80,126,0,206,310,65,67,16,56,0,137,139
2025-09-05 13:15:00+00:00,47,156,203,46,150,196,0,0,0,39,142,193,51,232,94,87,129,0,216,310,82,85,22,54,0,158,161
2025-09-05 13:30:00+00:00,69,160,229,50,161,211,0,0,0,34,122,143,21,177,68,55,92,0,147,215,80,80,25,43,0,148,148
2025-09-05 13:45:00+00:00,95,167,262,55,167,222,0,0,0,46,126,169,43,215,79,73,114,0,187,266,69,69,26,47,0,142,142
2025-09-05 14:00:00+00:00,99,148,247,52,163,215,0,0,0,49,135,167,32,216,88,76,109,0,185,273,70,68,28,49,0,147,145
2025-09-05 14:15:00+00:00,71,159,230,40,154,194,0,0,0,45,146,180,34,225,79,72,114,0,186,265,76,72,10,42,0,128,124
2025-09-05 14:30:00+00:00,50,168,218,51,171,222,0,0,0,44,140,188,48,232,103,66,118,0,184,287,67,65,14,46,0,127,125
2025-09-05 14:45:00+00:00,97,175,272,41,173,214,0,0,0,46,135,175,40,221,91,68,115,0,183,274,70,64,26,47,0,143,137
2025-09-05 15:00:00+00:00,49,127,176,52,152,204,0,0,0,35,159,188,29,223,93,78,136,0,214,307,74,75,15,49,0,138,139
2025-09-05 15:15:00+00:00,97,154,251,42,149,191,0,0,0,39,136,186,50,225,81,81,113,0,194,275,86,81,23,49,0,158,153
2025-09-05 15:30:00+00:00,83,152,235,42,150,192,0,0,0,35,117,162,45,197,63,72,96,0,168,231,88,90,12,53,0,153,155
2025-09-05 15:45:00+00:00,52,172,224,40,179,219,0,0,0,37,160,174,14,211,68,71,125,0,196,264,67,65,25,45,0,137,135
2025-09-05 16:00:00+00:00,49,129,178,51,129,180,0,0,0,44,127,152,25,196,61,80,93,0,173,234,75,58,15,48,0,138,121
2025-09-05 16:15:00+00:00,91,152,243,32,148,180,0,0,0,42,147,184,37,226,72,91,114,0,205,277,69,68,12,102,0,183,182
2025-09-05 16:30:00+00:00,77,131,208,46,121,167,0,0,0,32,103,150,47,182,77,53,67,0,120,197,73,55,8,60,0,141,123
2025-09-05 16:45:00+00:00,74,115,189,53,123,176,0,0,0,32,123,132,9,164,66,63,94,0,157,223,61,59,22,57,0,140,138
2025-09-05 17:00:00+00:00,97,139,236,35,120,155,0,0,0,26,108,133,25,159,56,58,90,0,148,204,61,39,14,46,0,121,99
2025-09-05 17:15:00+00:00,92,105,197,45,90,135,0,0,0,40,95,126,31,166,59,50,70,0,120,179,59,50,15,45,0,119,110
2025-09-05 17:30:00+00:00,87,106,193,30,97,127,0,0,0,32,91,123,32,155,57,48,68,0,116,173,44,29,14,37,0,95,80
2025-09-05 17:45:00+00:00,70,91,161,47,93,140,0,0,0,24,93,117,24,141,55,38,61,0,99,154,53,41,20,47,0,120,108
2025-09-05 18:00:00+00:00,70,97,167,35,85,120,0,0,0,21,75,109,34,130,46,35,50,0,85,131,52,42,13,30,0,95,85
2025-09-05 18:15:00+00:00,88,103,191,35,98,133,0,0,0,28,78,106,28,134,51,39,45,0,84,135,52,47,9,38,0,99,94
2025-09-05 18:30:00+00:00,76,93,169,33,88,121,0,0,0,17,69,99,30,116,51,29,39,0,68,119,50,35,10,32,0,92,77
2025-09-05 18:45:00+00:00,83,102,185,38,86,124,0,0,0,20,66,93,27,113,42,37,33,0,70,112,39,33,9,38,0,86,80
2025-09-05 19:00:00+00:00,80,104,184,39,104,143,0,0,0,17,58,75,17,92,35,25,35,0,60,95,50,38,14,26,0,90,78
2025-09-05 19:15:00+00:00,78,85,163,37,85,122,0,0,0,19,67,71,4,90,34,23,30,0,53,87,43,32,8,26,0,77,66
2025-09-05 19:30:00+00:00,76,91,167,26,86,112,0,0,0,18,53,69,16,87,30,28,36,0,64,94,44,45,7,24,0,75,76
2025-09-05 19:45:00+00:00,80,92,172,34,83,117,0,0,0,22,66,81,15,103,27,38,28,0,66,93,37,27,8,29,0,74,64
2025-09-05 20:00:00+00:00,68,84,152,30,74,104,0,0,0,16,71,98,27,114,49,32,49,0,81,130,48,41,5,25,0,78,71
2025-09-05 20:15:00+00:00,70,73,143,22,66,88,0,0,0,15,50,73,23,88,23,28,34,0,62,85,34,27,8,16,0,58,51
2025-09-05 20:30:00+00:00,58,67,125,12,60,72,0,0,0,10,48,66,18,76,28,25,29,0,54,82,27,27,4,10,0,41,41
2025-09-05 20:45:00+00:00,64,70,134,35,59,94,0,0,0,7,45,60,15,67,25,25,27,0,52,77,32,25,6,20,0,58,51
2025-09-05 21:00:00+00:00,61,74,135,25,53,78,0,0,0,12,44,59,15,71,21,23,27,0,50,71,32,22,4,17,0,53,43
2025-09-05 21:15:00+00:00,35,37,72,17,28,45,0,0,0,6,41,52,11,58,13,27,24,0,51,64,17,15,4,8,0,29,27
2025-09-05 21:30:00+00:00,39,36,75,10,29,39,0,0,0,6,28,38,10,44,10,18,23,0,41,51,18,15,3,11,0,32,29
2025-09-05 21:45:00+00:00,47,47,94,15,41,56,0,0,0,6,21,32,11,38,18,11,7,0,18,36,26,20,3,8,0,37,31
2025-09-05 22:00:00+00:00,28,37,65,9,32,41,0,0,0,4,15,22,7,26,3,11,15,0,26,29,19,12,4,12,0,35,28
2025-09-05 22:15:00+00:00,43,44,87,11,37,48,0,0,0,8,25,30,5,38,6,15,14,0,29,35,18,11,2,18,0,38,31
2025-09-05 22:30:00+00:00,26,25,51,5,22,27,0,0,0,9,26,32,6,41,8,20,11,0,31,39,11,9,2,3,0,16,14
2025-09-05 22:45:00+00:00,29,26,55,9,22,31,0,0,0,5,28,35,7,40,10,15,20,0,35,45,13,11,0,9,0,22,20
2025-09-05 23:00:00+00:00,23,27,50,3,25,28,0,0,0,2,19,25,6,27,9,11,9,0,20,29,12,9,0,2,0,14,11
2025-09-05 23:15:00+00:00,38,38,76,7,34,41,0,0,0,2,20,21,1,23,6,8,14,0,22,28,16,13,2,6,0,24,21
2025-09-05 23:30:00+00:00,23,23,46,6,17,23,0,0,0,4,20,30,10,34,12,13,10,0,23,35,6,5,0,3,0,9,8
2025-09-05 23:45:00+00:00,18,21,39,7,17,24,0,0,0,0,13,17,4,17,7,7,8,0,15,22,11,9,2,5,0,18,16
2025-09-06 00:00:00+00:00,9,8,17,3,7,10,0,0,0,3,14,14,0,17,6,4,7,0,11,17,8,3,3,4,0,15,10
2025-09-06 00:15:00+00:00,16,15,31,2,14,16,0,0,0,0,9,15,6,15,7,6,4,0,10,17,4,4,1,0,0,5,5
2025-09-06 00:30:00+00:00,20,21,41,6,17,23,0,0,0,1,6,7,1,8,3,2,5,0,7,10,1,1,1,0,0,2,2
2025-09-06 00:45:00+00:00,17,16,33,4,14,18,0,0,0,2,11,14,3,16,4,8,6,0,14,18,3,3,0,0,0,3,3
2025-09-06 01:00:00+00:00,17,22,39,21,20,41,0,0,0,1,10,10,0,11,2,4,6,0,10,12,3,3,0,2,0,5,5
2025-09-06 01:15:00+00:00,18,17,35,3,15,18,0,0,0,1,8,12,4,13,3,8,4,0,12,15,3,2,0,0,0,3,2
2025-09-06 01:30:00+00:00,6,7,13,2,5,7,0,0,0,0,3,4,1,4,1,3,1,0,4,5,8,7,1,1,0,10,9
2025-09-06 01:45:00+00:00,11,9,20,7,7,14,0,0,0,0,4,8,4,8,4,4,1,0,5,9,2,2,0,0,0,2,2
2025-09-06 02:00:00+00:00,5,8,13,2,6,8,0,0,0,0,6,7,1,7,0,3,7,0,10,10,3,3,1,1,0,5,5
2025-09-06 02:15:00+00:00,4,4,8,0,4,4,0,0,0,0,2,3,1,3,2,0,1,0,1,3,4,4,1,1,0,6,6
2025-09-06 02:30:00+00:00,7,8,15,2,5,7,0,0,0,0,4,7,3,7,3,3,3,0,6,9,3,2,0,3,0,6,5
2025-09-06 02:45:00+00:00,10,9,19,4,5,9,0,0,0,1,4,6,2,7,2,2,2,0,4,6,6,5,0,3,0,9,8
2025-09-06 03:00:00+00:00,20,20,40,13,53,66,0,0,0,1,6,7,1,8,5,2,1,0,3,8,10,8,1,8,0,19,17
2025-09-06 03:15:00+00:00,18,17,35,4,15,19,0,0,0,3,9,10,1,13,5,5,3,0,8,13,11,9,1,2,0,14,12
2025-09-06 03:30:00+00:00,25,30,55,10,21,31,0,0,0,5,16,18,2,23,7,9,10,0,19,26,10,6,0,6,0,16,12
2025-09-06 03:45:00+00:00,16,18,34,5,17,22,0,0,0,4,14,19,5,23,9,9,7,0,16,25,12,6,1,8,0,21,15
2025-09-06 04:00:00+00:00,16,21,37,9,13,22,0,0,0,0,8,16,8,16,7,6,5,0,11,18,8,6,1,3,0,12,10
2025-09-06 04:15:00+00:00,20,17,37,10,15,25,0,0,0,0,11,24,13,24,9,13,6,0,19,28,11,7,0,7,0,18,14
2025-09-06 04:30:00+00:00,23,29,52,6,24,30,0,0,0,6,15,17,2,23,10,6,5,0,11,21,11,9,0,3,0,14,12
2025-09-06 04:45:00+00:00,20,15,35,12,12,24,0,0,0,4,10,17,7,21,9,9,2,0,11,20,15,9,3,3,0,21,15
2025-09-06 05:00:00+00:00,39,36,75,17,27,44,0,0,0,8,22,24,2,32,11,8,8,0,16,27,19,9,2,11,0,32,22
2025-09-06 05:15:00+00:00,38,42,80,16,29,45,0,0,0,5,25,37,12,42,18,21,10,0,31,49,15,9,4,5,0,24,18
2025-09-06 05:30:00+00:00,48,48,96,19,39,58,0,0,0,7,28,42,14,49,16,20,18,0,38,54,16,14,3,8,0,27,25
2025-09-06 05:45:00+00:00,60,61,121,23,50,73,0,0,0,10,42,50,8,60,28,15,18,0,33,61,34,27,11,12,0,57,50
2025-09-06 06:00:00+00:00,67,63,130,26,57,83,0,0,0,13,45,56,11,69,26,19,24,0,43,69,26,17,6,16,0,48,39
2025-09-06 06:15:00+00:00,68,89,157,21,63,84,0,0,0,15,41,57,16,72,28,16,26,0,42,70,39,33,11,18,0,68,62
2025-09-06 06:30:00+00:00,82,89,171,34,77,111,0,0,0,24,63,79,16,103,32,34,36,0,70,102,36,33,6,20,0,62,59
2025-09-06 06:45:00+00:00,69,87,156,36,78,114,0,0,0,12,60,77,17,89,30,23,41,0,64,94,32,25,4,21,0,57,50
2025-09-06 07:00:00+00:00,66,95,161,40,87,127,0,0,0,10,63,101,38,111,46,32,45,0,77,123,36,32,5,24,0,65,61
2025-09-06 07:15:00+00:00,94,111,205,33,96,129,0,0,0,14,53,97,44,111,55,26,36,0,62,117,56,47,7,20,0,83,74
2025-09-06 07:30:00+00:00,54,106,160,40,110,150,0,0,0,14,61,90,29,104,37,41,42,0,83,120,59,60,10,33,0,102,103
2025-09-06 07:45:00+00:00,81,127,208,39,122,161,0,0,0,17,67,108,41,125,56,37,55,0,92,148,59,49,17,28,0,104,94
2025-09-06 08:00:00+00:00,40,92,132,42,97,139,0,0,0,17,100,139,39,156,64,55,74,0,129,193,64,54,12,32,0,108,98
2025-09-06 08:15:00+00:00,42,114,156,39,129,168,0,0,0,11,100,149,49,160,66,48,75,0,123,189,56,56,8,43,0,107,107
2025-09-06 08:30:00+00:00,40,127,167,38,130,168,0,0,0,23,105,165,60,188,69,65,78,0,143,212,67,58,23,40,0,130,121
2025-09-06 08:45:00+00:00,46,98,144,42,107,149,0,0,0,28,111,165,54,193,78,60,75,0,135,213,61,60,11,37,0,109,108
