date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
2025-09-01,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,10.0,10.0,11.0,32.0,23.0,32.0,19.0,27.0,55.0,66.0,50.0,49.0,46.0,51.0,37.0,50.0,54.0,53.0,63.0,49.0,59.0,44.0,54.0,56.0,42.0,43.0,74.0,58.0,63.0,58.0,59.0,103.0,49.0,59.0,66.0,50.0,76.0,66.0,68.0,65.0,72.0,69.0,59.0,69.0,54.0,34.0,32.0,39.0,60.0,49.0,69.0,61.0,76.0,64.0,79.0,80.0,66.0,78.0,65.0,59.0,45.0,81.0,54.0,48.0,28.0,24.0,33.0,32.0,35.0,18.0,25.0,12.0,16.0,13.0,13.0,10.0,11.0,12.0,8.0,6.0,5.0,3.0,7.0,2.0,4.0,2.0
2025-09-02,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,13.0,10.0,9.0,24.0,33.0,32.0,24.0,24.0,60.0,55.0,68.0,53.0,64.0,83.0,65.0,70.0,81.0,64.0,54.0,59.0,86.0,73.0,60.0,63.0,78.0,57.0,73.0,63.0,63.0,69.0,67.0,61.0,71.0,56.0,68.0,60.0,101.0,58.0,96.0,67.0,67.0,67.0,55.0,54.0,47.0,61.0,63.0,65.0,61.0,71.0,67.0,67.0,59.0,104.0,67.0,61.0,72.0,71.0,57.0,57.0,45.0,67.0,52.0,39.0,29.0,35.0,37.0,30.0,32.0,32.0,21.0,17.0,16.0,13.0,6.0,9.0,8.0,4.0,6.0,8.0,3.0,3.0,3.0,3.0,4.0,1.0
2025-09-03,1.0,3.0,4.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,12.0,7.0,7.0,23.0,34.0,29.0,22.0,33.0,65.0,73.0,56.0,55.0,70.0,37.0,57.0,77.0,53.0,61.0,67.0,58.0,67.0,60.0,77.0,71.0,70.0,63.0,63.0,93.0,72.0,68.0,53.0,49.0,67.0,82.0,50.0,39.0,57.0,72.0,70.0,82.0,84.0,92.0,63.0,58.0,89.0,58.0,72.0,73.0,65.0,76.0,83.0,74.0,106.0,105.0,89.0,72.0,93.0,68.0,98.0,68.0,60.0,64.0,63.0,56.0,34.0,35.0,32.0,21.0,23.0,28.0,22.0,13.0,16.0,15.0,13.0,6.0,9.0,5.0,6.0,8.0,6.0,0.0,4.0,5.0,1.0,1.0
2025-09-04,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,8.0,9.0,8.0,26.0,27.0,24.0,23.0,42.0,64.0,64.0,56.0,76.0,66.0,66.0,80.0,74.0,79.0,95.0,80.0,81.0,97.0,85.0,75.0,78.0,63.0,70.0,77.0,66.0,63.0,67.0,74.0,66.0,56.0,63.0,70.0,56.0,70.0,49.0,69.0,47.0,48.0,53.0,66.0,58.0,48.0,64.0,55.0,57.0,58.0,60.0,58.0,60.0,59.0,67.0,59.0,48.0,53.0,35.0,50.0,33.0,46.0,38.0,38.0,29.0,32.0,27.0,35.0,36.0,29.0,27.0,20.0,32.0,20.0,13.0,15.0,8.0,10.0,8.0,6.0,2.0,1.0,3.0,5.0,5.0,4.0,3.0
2025-09-05,1.0,2.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,10.0,7.0,10.0,8.0,22.0,30.0,28.0,24.0,25.0,56.0,71.0,69.0,63.0,59.0,56.0,79.0,75.0,85.0,87.0,60.0,70.0,85.0,59.0,75.0,46.0,76.0,72.0,55.0,88.0,65.0,81.0,72.0,71.0,55.0,20.0,53.0,61.0,55.0,66.0,66.0,37.0,54.0,68.0,61.0,49.0,78.0,63.0,77.0,68.0,72.0,91.0,74.0,66.0,66.0,89.0,73.0,66.0,83.0,69.0,85.0,92.0,86.0,63.0,61.0,33.0,32.0,37.0,39.0,45.0,38.0,41.0,48.0,43.0,30.0,37.0,28.0,17.0,23.0,28.0,21.0,19.0,15.0,21.0,11.0,17.0,10.0,6.0
2025-09-06,4.0,13.0,10.0,10.0,8.0,7.0,1.0,3.0,4.0,1.0,7.0,5.0,11.0,6.0,15.0,9.0,13.0,18.0,13.0,17.0,39.0,29.0,40.0,40.0,42.0,69.0,81.0,74.0,88.0,109.0,71.0,77.0,88.0,87.0,119.0,85.0,119.0,100.0,89.0,97.0,94.0,71.0,73.0,76.0,75.0,72.0,80.0,67.0,51.0,64.0,54.0,68.0,66.0,83.0,60.0,50.0,67.0,54.0,76.0,63.0,69.0,84.0,74.0,90.0,77.0,60.0,57.0,69.0,82.0,76.0,59.0,60.0,60.0,34.0,37.0,35.0,33.0,32.0,28.0,34.0,32.0,25.0,30.0,27.0,22.0,32.0,27.0,19.0,16.0,20.0,11.0,22.0,15.0,13.0,10.0,6.0
2025-09-07,12.0,6.0,2.0,8.0,6.0,4.0,5.0,6.0,1.0,2.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,9.0,14.0,11.0,14.0,14.0,14.0,18.0,27.0,29.0,26.0,38.0,45.0,46.0,47.0,68.0,71.0,80.0,55.0,79.0,77.0,65.0,57.0,82.0,67.0,69.0,74.0,79.0,48.0,73.0,78.0,85.0,68.0,59.0,69.0,63.0,75.0,61.0,65.0,66.0,72.0,58.0,63.0,72.0,69.0,82.0,88.0,140.0,67.0,98.0,92.0,66.0,57.0,71.0,63.0,56.0,65.0,32.0,33.0,34.0,32.0,28.0,30.0,25.0,25.0,21.0,11.0,13.0,20.0,10.0,8.0,10.0,3.0,8.0,2.0,3.0,3.0,1.0,3.0,3.0
2025-09-08,1.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,3.0,10.0,9.0,11.0,16.0,21.0,30.0,33.0,25.0,25.0,56.0,61.0,61.0,51.0,73.0,59.0,34.0,53.0,33.0,45.0,40.0,43.0,59.0,59.0,63.0,63.0,58.0,51.0,73.0,53.0,25.0,39.0,44.0,51.0,50.0,53.0,52.0,68.0,45.0,53.0,61.0,56.0,53.0,69.0,57.0,73.0,60.0,40.0,61.0,59.0,55.0,69.0,84.0,68.0,61.0,57.0,46.0,64.0,69.0,70.0,58.0,55.0,63.0,61.0,40.0,32.0,30.0,26.0,26.0,25.0,22.0,32.0,15.0,19.0,13.0,13.0,13.0,8.0,10.0,6.0,9.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0
2025-09-09,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,7.0,16.0,12.0,9.0,22.0,32.0,33.0,25.0,32.0,38.0,50.0,49.0,33.0,42.0,28.0,42.0,13.0,12.0,27.0,26.0,22.0,25.0,32.0,25.0,24.0,41.0,25.0,37.0,64.0,58.0,48.0,40.0,54.0,46.0,56.0,51.0,49.0,58.0,63.0,60.0,45.0,45.0,56.0,60.0,49.0,49.0,136.0,76.0,74.0,58.0,83.0,87.0,46.0,65.0,91.0,92.0,76.0,85.0,60.0,78.0,65.0,55.0,58.0,57.0,32.0,36.0,32.0,34.0,32.0,32.0,32.0,25.0,17.0,17.0,19.0,10.0,14.0,9.0,6.0,6.0,7.0,4.0,2.0,1.0,1.0,5.0,1.0
2025-09-10,2.0,5.0,2.0,4.0,0.0,2.0,1.0,3.0,0.0,9.0,19.0,17.0,21.0,32.0,28.0,42.0,32.0,40.0,32.0,60.0,57.0,57.0,54.0,61.0,49.0,58.0,43.0,51.0,65.0,52.0,85.0,66.0,53.0,78.0,59.0,56.0,72.0,76.0,61.0,59.0,64.0,63.0,59.0,61.0,63.0,69.0,68.0,61.0,101.0,63.0,50.0,60.0,57.0,57.0,46.0,50.0,52.0,56.0,92.0,78.0,97.0,77.0,57.0,100.0,91.0,78.0,94.0,77.0,91.0,81.0,60.0,48.0,50.0,23.0,33.0,38.0,34.0,29.0,32.0,24.0,28.0,25.0,20.0,15.0,16.0,12.0,7.0,7.0,1.0,9.0,5.0,1.0,3.0,7.0,5.0,6.0
