timestamp,west_left,west_straight,west_right,west_total,east_total,north_total,south_total,corridor_out
2025-09-02 01:30:00+00:00,0,2,1,3,4,3,8,3
2025-09-02 01:45:00+00:00,1,0,0,1,1,1,9,3
2025-09-02 02:00:00+00:00,1,1,0,2,3,2,6,3
2025-09-02 02:15:00+00:00,0,1,1,2,4,0,12,5
2025-09-02 02:30:00+00:00,1,8,0,9,7,1,13,14
2025-09-02 02:45:00+00:00,1,7,1,9,9,2,11,12
2025-09-02 03:00:00+00:00,1,9,1,11,10,7,12,14
2025-09-02 03:15:00+00:00,2,19,4,25,14,6,20,38
2025-09-02 03:30:00+00:00,2,25,2,29,33,10,44,51
2025-09-02 03:45:00+00:00,2,20,7,29,17,5,46,55
2025-09-02 04:00:00+00:00,4,12,8,24,40,8,33,42
2025-09-02 04:15:00+00:00,5,21,1,27,22,13,43,63
2025-09-02 04:30:00+00:00,11,34,20,65,53,21,54,88
2025-09-02 04:45:00+00:00,12,65,0,77,62,17,92,131
2025-09-02 05:00:00+00:00,6,51,8,65,88,25,80,126
2025-09-02 05:15:00+00:00,15,72,3,90,107,24,130,165
2025-09-02 05:30:00+00:00,9,50,0,59,146,25,112,144
2025-09-02 05:45:00+00:00,5,73,0,78,150,26,128,159
2025-09-02 06:00:00+00:00,8,70,0,78,125,29,144,146
2025-09-02 06:15:00+00:00,11,71,0,82,118,45,142,123
2025-09-02 06:30:00+00:00,11,53,8,72,97,28,129,140
2025-09-02 06:45:00+00:00,13,61,0,74,107,29,136,138
2025-09-02 07:00:00+00:00,9,55,0,64,89,36,130,102
2025-09-02 07:15:00+00:00,12,63,0,75,116,42,117,125
2025-09-02 07:30:00+00:00,11,73,0,84,126,49,123,159
2025-09-02 07:45:00+00:00,11,54,0,65,110,54,112,127
2025-09-02 08:00:00+00:00,10,32,27,69,131,53,129,139
2025-09-02 08:15:00+00:00,9,66,0,75,117,47,121,142
2025-09-02 08:30:00+00:00,12,61,0,73,121,37,107,126
2025-09-02 08:45:00+00:00,9,72,0,81,152,41,117,118
2025-09-02 09:00:00+00:00,10,54,0,64,153,47,109,119
2025-09-02 09:15:00+00:00,8,56,0,64,130,53,110,133
2025-09-02 09:30:00+00:00,7,65,0,72,142,53,91,116
2025-09-02 09:45:00+00:00,10,60,0,70,124,46,110,138
2025-09-02 10:00:00+00:00,4,64,0,68,156,43,87,131
2025-09-02 10:15:00+00:00,5,52,0,57,166,60,105,120
2025-09-02 10:30:00+00:00,3,63,0,66,140,59,88,115
2025-09-02 10:45:00+00:00,7,64,0,71,143,47,93,112
2025-09-02 11:00:00+00:00,11,51,0,62,136,47,106,118
2025-09-02 11:15:00+00:00,7,58,0,65,163,36,116,125
2025-09-02 11:30:00+00:00,7,86,0,93,163,39,106,151
2025-09-02 11:45:00+00:00,12,69,0,81,182,34,98,131
2025-09-02 12:00:00+00:00,10,74,0,84,160,41,95,126
2025-09-02 12:15:00+00:00,10,64,0,74,170,45,120,136
2025-09-02 12:30:00+00:00,6,58,0,64,148,43,111,143
2025-09-02 12:45:00+00:00,10,80,0,90,164,56,120,163
