timestamp,west_left,west_straight,west_right,west_total,east_total,north_total,south_total,corridor_out
2025-09-02 13:00:00+00:00,8,76,0,84,180,52,129,151
2025-09-02 13:15:00+00:00,13,72,0,85,166,52,134,147
2025-09-02 13:30:00+00:00,8,61,0,69,147,55,127,145
2025-09-02 13:45:00+00:00,10,64,0,74,168,41,140,146
2025-09-02 14:00:00+00:00,11,95,0,106,202,50,119,154
2025-09-02 14:15:00+00:00,9,81,0,90,168,62,117,139
2025-09-02 14:30:00+00:00,9,66,0,75,204,60,113,139
2025-09-02 14:45:00+00:00,7,58,0,65,177,69,137,150
2025-09-02 15:00:00+00:00,9,72,0,81,211,64,99,122
2025-09-02 15:15:00+00:00,8,65,0,73,169,43,92,126
2025-09-02 15:30:00+00:00,10,56,0,66,172,45,98,115
2025-09-02 15:45:00+00:00,11,76,0,87,179,58,108,146
2025-09-02 16:00:00+00:00,10,70,0,80,161,56,87,120
2025-09-02 16:15:00+00:00,6,52,0,58,120,50,72,103
2025-09-02 16:30:00+00:00,8,60,0,68,129,56,72,123
2025-09-02 16:45:00+00:00,6,52,0,58,131,43,84,100
2025-09-02 17:00:00+00:00,10,58,0,68,123,53,81,109
2025-09-02 17:15:00+00:00,7,43,0,50,102,40,71,82
2025-09-02 17:30:00+00:00,4,30,2,36,99,38,49,73
2025-09-02 17:45:00+00:00,7,36,0,43,76,29,69,84
2025-09-02 18:00:00+00:00,9,33,0,42,88,41,68,64
2025-09-02 18:15:00+00:00,8,29,0,37,78,40,69,76
2025-09-02 18:30:00+00:00,7,27,1,35,81,30,46,56
2025-09-02 18:45:00+00:00,9,24,0,33,67,19,64,63
2025-09-02 19:00:00+00:00,6,19,3,28,67,26,44,50
2025-09-02 19:15:00+00:00,5,36,0,41,55,27,39,61
2025-09-02 19:30:00+00:00,3,30,0,33,55,15,38,49
2025-09-02 19:45:00+00:00,6,29,0,35,52,21,34,43
2025-09-02 20:00:00+00:00,3,13,1,17,47,26,30,30
2025-09-02 20:15:00+00:00,2,7,0,9,32,13,31,22
2025-09-02 20:30:00+00:00,2,6,2,10,35,9,21,18
2025-09-02 20:45:00+00:00,1,3,1,5,22,9,22,14
2025-09-02 21:00:00+00:00,1,5,0,6,28,8,13,11
2025-09-02 21:15:00+00:00,0,5,0,5,21,5,17,11
2025-09-02 21:30:00+00:00,1,6,2,9,11,8,5,10
2025-09-02 21:45:00+00:00,0,3,0,3,6,4,4,5
2025-09-02 22:00:00+00:00,1,2,1,4,24,0,9,7
2025-09-02 22:15:00+00:00,0,3,0,3,14,8,13,9
2025-09-02 22:30:00+00:00,1,2,0,3,9,4,6,4
2025-09-02 22:45:00+00:00,0,3,0,3,2,2,6,3
2025-09-02 23:00:00+00:00,0,2,0,2,8,1,2,3
2025-09-02 23:15:00+00:00,1,1,0,2,3,2,6,3
2025-09-02 23:30:00+00:00,0,1,0,1,2,2,7,5
2025-09-02 23:45:00+00:00,1,1,0,2,5,1,2,1
2025-09-03 00:00:00+00:00,0,1,0,1,5,0,0,1
2025-09-03 00:15:00+00:00,0,0,0,0,2,2,7,4
2025-09-03 00:30:00+00:00,0,2,0,2,0,0,6,4
2025-09-03 00:45:00+00:00,1,0,0,1,2,2,0,0
2025-09-03 01:00:00+00:00,0,0,0,0,1,1,3,2
2025-09-03 01:15:00+00:00,0,1,0,1,3,0,4,2
2025-09-03 01:30:00+00:00,2,0,0,2,3,1,5,1
2025-09-03 01:45:00+00:00,0,5,0,5,0,0,2,4
2025-09-03 02:00:00+00:00,0,1,0,1,5,0,5,3
2025-09-03 02:15:00+00:00,0,1,1,2,4,1,4,3
2025-09-03 02:30:00+00:00,1,2,0,3,12,2,19,13
2025-09-03 02:45:00+00:00,0,8,0,8,17,1,9,12
2025-09-03 03:00:00+00:00,0,6,1,7,8,3,9,9
2025-09-03 03:15:00+00:00,1,13,7,21,18,6,24,36
2025-09-03 03:30:00+00:00,1,21,7,29,13,15,41,52
2025-09-03 03:45:00+00:00,3,23,9,35,23,8,40,56
2025-09-03 04:00:00+00:00,4,12,5,21,29,6,30,37
2025-09-03 04:15:00+00:00,4,20,6,30,31,16,46,59
2025-09-03 04:30:00+00:00,9,43,17,69,65,20,56,95
2025-09-03 04:45:00+00:00,9,56,0,65,72,21,59,114
2025-09-03 05:00:00+00:00,9,69,0,78,75,23,88,135
2025-09-03 05:15:00+00:00,12,76,0,88,80,44,112,138
2025-09-03 05:30:00+00:00,9,78,0,87,161,37,138,167
2025-09-03 05:45:00+00:00,12,51,0,63,168,63,108,126
2025-09-03 06:00:00+00:00,10,63,3,76,140,39,103,167
2025-09-03 06:15:00+00:00,13,42,21,76,104,40,99,130
2025-09-03 06:30:00+00:00,9,63,0,72,98,39,105,136
2025-09-03 06:45:00+00:00,12,64,6,82,106,32,101,141
2025-09-03 07:00:00+00:00,8,61,0,69,115,33,97,123
2025-09-03 07:15:00+00:00,8,59,1,68,103,36,99,127
2025-09-03 07:30:00+00:00,11,65,0,76,135,42,106,143
2025-09-03 07:45:00+00:00,11,54,3,68,125,32,122,147
2025-09-03 08:00:00+00:00,9,63,2,74,127,31,94,144
2025-09-03 08:15:00+00:00,13,59,6,78,126,52,89,121
2025-09-03 08:30:00+00:00,9,72,0,81,110,45,144,140
2025-09-03 08:45:00+00:00,9,56,3,68,138,43,113,140
2025-09-03 09:00:00+00:00,7,70,0,77,143,100,130,151
2025-09-03 09:15:00+00:00,8,72,0,80,144,46,92,125
2025-09-03 09:30:00+00:00,6,65,0,71,158,56,98,132
2025-09-03 09:45:00+00:00,10,29,21,60,170,47,126,142
2025-09-03 10:00:00+00:00,8,55,0,63,161,50,102,136
2025-09-03 10:15:00+00:00,11,58,0,69,176,49,84,114
2025-09-03 10:30:00+00:00,10,56,0,66,192,44,98,138
2025-09-03 10:45:00+00:00,3,59,0,62,158,39,120,131
2025-09-03 11:00:00+00:00,10,71,0,81,147,49,91,146
2025-09-03 11:15:00+00:00,10,59,0,69,167,51,129,128
2025-09-03 11:30:00+00:00,7,69,0,76,144,38,109,129
2025-09-03 11:45:00+00:00,12,64,0,76,151,46,94,129
2025-09-03 12:00:00+00:00,14,65,0,79,181,57,137,133
2025-09-03 12:15:00+00:00,5,69,0,74,184,52,112,141
2025-09-03 12:30:00+00:00,7,70,0,77,158,51,100,135
2025-09-03 12:45:00+00:00,9,65,0,74,173,60,119,138
2025-09-03 13:00:00+00:00,9,61,0,70,184,67,101,148
2025-09-03 13:15:00+00:00,7,7,26,40,172,34,112,123
2025-09-03 13:30:00+00:00,10,25,4,39,132,26,121,127
2025-09-03 13:45:00+00:00,10,63,0,73,132,51,127,140
2025-09-03 14:00:00+00:00,6,38,2,46,203,45,111,128
2025-09-03 14:15:00+00:00,4,39,12,55,183,57,122,141
2025-09-03 14:30:00+00:00,9,64,0,73,169,73,110,132
2025-09-03 14:45:00+00:00,14,82,0,96,162,62,119,159
2025-09-03 15:00:00+00:00,7,82,0,89,226,59,109,160
2025-09-03 15:15:00+00:00,7,57,0,64,157,57,115,135
2025-09-03 15:30:00+00:00,14,83,0,97,174,39,121,154
2025-09-03 15:45:00+00:00,7,59,0,66,144,69,95,131
2025-09-03 16:00:00+00:00,15,72,0,87,175,42,89,132
2025-09-03 16:15:00+00:00,6,73,0,79,121,40,96,123
2025-09-03 16:30:00+00:00,7,50,0,57,155,36,104,106
2025-09-03 16:45:00+00:00,5,60,0,65,141,38,74,106
2025-09-03 17:00:00+00:00,8,39,0,47,134,70,79,90
2025-09-03 17:15:00+00:00,8,50,0,58,124,42,70,93
2025-09-03 17:30:00+00:00,5,27,8,40,122,32,61,83
2025-09-03 17:45:00+00:00,7,41,0,48,103,32,65,91
2025-09-03 18:00:00+00:00,7,32,0,39,103,47,51,61
2025-09-03 18:15:00+00:00,6,37,8,51,90,25,67,87
2025-09-03 18:30:00+00:00,5,38,0,43,78,30,47,69
2025-09-03 18:45:00+00:00,8,29,4,41,67,31,57,67
2025-09-03 19:00:00+00:00,5,36,2,43,70,36,49,64
2025-09-03 19:15:00+00:00,5,8,0,13,62,19,48,42
2025-09-03 19:30:00+00:00,3,3,0,6,52,25,70,47
2025-09-03 19:45:00+00:00,2,21,0,23,47,21,51,63
2025-09-03 20:00:00+00:00,2,12,2,16,54,18,31,29
2025-09-03 20:15:00+00:00,2,8,5,15,58,22,26,22
2025-09-03 20:30:00+00:00,3,11,2,16,41,15,17,23
2025-09-03 20:45:00+00:00,2,9,0,11,33,7,13,20
2025-09-03 21:00:00+00:00,1,5,1,7,27,4,19,14
2025-09-03 21:15:00+00:00,2,6,0,8,22,9,9,8
2025-09-03 21:30:00+00:00,0,2,0,2,18,6,21,10
2025-09-03 21:45:00+00:00,2,2,0,4,12,7,4,6
2025-09-03 22:00:00+00:00,1,3,1,5,10,4,15,8
2025-09-03 22:15:00+00:00,1,7,0,8,8,2,5,8
2025-09-03 22:30:00+00:00,0,2,0,2,8,1,11,6
2025-09-03 22:45:00+00:00,3,1,0,4,6,4,0,1
2025-09-03 23:00:00+00:00,1,2,1,4,6,4,6,4
2025-09-03 23:15:00+00:00,2,2,0,4,9,3,7,7
2025-09-03 23:30:00+00:00,0,0,0,0,2,1,4,1
2025-09-03 23:45:00+00:00,0,1,0,1,4,0,1,1
2025-09-04 00:00:00+00:00,0,2,0,2,7,2,1,1
2025-09-04 00:15:00+00:00,0,2,0,2,2,1,5,3
2025-09-04 00:30:00+00:00,0,1,0,1,3,0,5,2
2025-09-04 00:45:00+00:00,0,1,0,1,1,0,4,1
2025-09-04 01:00:00+00:00,0,0,0,0,1,3,1,1
2025-09-04 01:15:00+00:00,1,2,1,4,3,1,7,4
2025-09-04 01:30:00+00:00,0,2,0,2,4,3,8,1
2025-09-04 01:45:00+00:00,0,3,0,3,2,0,1,3
2025-09-04 02:00:00+00:00,0,1,0,1,6,0,4,5
2025-09-04 02:15:00+00:00,0,2,0,2,6,1,7,6
2025-09-04 02:30:00+00:00,0,2,0,2,5,2,11,9
2025-09-04 02:45:00+00:00,1,5,0,6,8,2,15,11
2025-09-04 03:00:00+00:00,2,10,0,12,13,7,6,11
2025-09-04 03:15:00+00:00,2,19,0,21,21,7,19,33
2025-09-04 03:30:00+00:00,3,14,7,24,26,9,52,43
2025-09-04 03:45:00+00:00,2,26,0,28,27,4,29,52
2025-09-04 04:00:00+00:00,4,26,0,30,31,8,26,40
2025-09-04 04:15:00+00:00,3,26,3,32,25,13,47,64
2025-09-04 04:30:00+00:00,12,41,7,60,51,22,58,91
2025-09-04 04:45:00+00:00,11,61,0,72,87,15,77,121
2025-09-04 05:00:00+00:00,9,55,0,64,85,18,63,105
2025-09-04 05:15:00+00:00,13,82,0,95,89,25,104,146
2025-09-04 05:30:00+00:00,9,69,0,78,147,43,85,144
2025-09-04 05:45:00+00:00,5,64,0,69,161,24,117,156
2025-09-04 06:00:00+00:00,11,76,0,87,93,35,112,163
2025-09-04 06:15:00+00:00,7,85,0,92,100,30,78,145
2025-09-04 06:30:00+00:00,8,61,0,69,109,34,116,117
2025-09-04 06:45:00+00:00,15,78,0,93,79,32,148,139
2025-09-04 07:00:00+00:00,14,60,0,74,90,32,103,120
2025-09-04 07:15:00+00:00,6,76,0,82,101,23,128,148
2025-09-04 07:30:00+00:00,13,71,0,84,115,39,123,122
2025-09-04 07:45:00+00:00,9,72,0,81,123,47,109,143
2025-09-04 08:00:00+00:00,10,68,0,78,98,44,92,133
2025-09-04 08:15:00+00:00,9,67,0,76,129,46,106,135
2025-09-04 08:30:00+00:00,6,66,0,72,111,39,91,113
2025-09-04 08:45:00+00:00,13,81,6,100,146,43,121,152
2025-09-04 09:00:00+00:00,11,32,13,56,122,44,103,106
2025-09-04 09:15:00+00:00,9,27,37,73,154,54,97,128
2025-09-04 09:30:00+00:00,6,71,0,77,159,47,102,135
2025-09-04 09:45:00+00:00,7,73,0,80,142,51,90,118
2025-09-04 10:00:00+00:00,5,59,0,64,133,50,135,117
2025-09-04 10:15:00+00:00,8,68,0,76,149,48,144,125
2025-09-04 10:30:00+00:00,8,28,12,48,158,59,86,106
2025-09-04 10:45:00+00:00,10,42,0,52,165,64,134,145
2025-09-04 11:00:00+00:00,7,36,21,64,153,54,116,130
2025-09-04 11:15:00+00:00,8,58,0,66,161,47,107,134
2025-09-04 11:30:00+00:00,13,69,0,82,151,44,95,142
2025-09-04 11:45:00+00:00,9,68,0,77,185,45,113,147
2025-09-04 12:00:00+00:00,10,66,0,76,163,37,109,144
2025-09-04 12:15:00+00:00,11,59,0,70,157,50,118,125
2025-09-04 12:30:00+00:00,13,55,3,71,188,47,126,157
2025-09-04 12:45:00+00:00,8,63,0,71,161,55,111,147
2025-09-04 13:00:00+00:00,11,83,0,94,179,41,126,147
2025-09-04 13:15:00+00:00,11,67,0,78,178,52,119,136
2025-09-04 13:30:00+00:00,9,27,13,49,155,44,131,140
2025-09-04 13:45:00+00:00,11,50,0,61,168,27,138,141
2025-09-04 14:00:00+00:00,10,59,0,69,179,39,137,138
2025-09-04 14:15:00+00:00,11,49,0,60,140,32,115,130
2025-09-04 14:30:00+00:00,7,63,0,70,149,22,130,136
2025-09-04 14:45:00+00:00,4,67,0,71,178,29,113,141
2025-09-04 15:00:00+00:00,10,32,15,57,216,28,130,157
2025-09-04 15:15:00+00:00,13,14,28,55,187,26,97,127
2025-09-04 15:30:00+00:00,12,57,0,69,175,57,108,128
2025-09-04 15:45:00+00:00,11,65,4,80,180,55,114,136
2025-09-04 16:00:00+00:00,7,39,14,60,179,68,86,102
2025-09-04 16:15:00+00:00,6,40,6,52,151,60,95,100
2025-09-04 16:30:00+00:00,8,54,0,62,133,66,81,106
2025-09-04 16:45:00+00:00,7,58,0,65,127,49,108,121
2025-09-04 17:00:00+00:00,8,35,1,44,103,49,154,110
2025-09-04 17:15:00+00:00,10,44,0,54,101,32,99,102
2025-09-04 17:30:00+00:00,11,36,0,47,85,19,120,93
2025-09-04 17:45:00+00:00,7,42,0,49,78,42,101,94
2025-09-04 18:00:00+00:00,9,34,0,43,78,33,85,79
2025-09-04 18:15:00+00:00,7,22,6,35,77,39,58,64
2025-09-04 18:30:00+00:00,8,26,0,34,79,27,67,52
2025-09-04 18:45:00+00:00,4,28,0,32,61,19,73,53
2025-09-04 19:00:00+00:00,5,28,4,37,65,26,62,60
2025-09-04 19:15:00+00:00,3,27,0,30,66,25,60,60
2025-09-04 19:30:00+00:00,5,32,0,37,51,15,48,58
2025-09-04 19:45:00+00:00,8,20,9,37,55,17,39,41
2025-09-04 20:00:00+00:00,3,9,3,15,61,20,37,25
2025-09-04 20:15:00+00:00,4,20,5,29,50,16,53,42
2025-09-04 20:30:00+00:00,2,16,1,19,41,10,33,28
2025-09-04 20:45:00+00:00,0,9,0,9,31,17,19,16
2025-09-04 21:00:00+00:00,2,12,2,16,29,17,18,20
2025-09-04 21:15:00+00:00,1,6,0,7,26,4,16,8
2025-09-04 21:30:00+00:00,2,6,1,9,23,6,8,11
2025-09-04 21:45:00+00:00,0,4,1,5,12,7,8,9
2025-09-04 22:00:00+00:00,2,8,0,10,14,5,4,6
2025-09-04 22:15:00+00:00,2,1,0,3,8,7,10,4
2025-09-04 22:30:00+00:00,1,1,0,2,10,1,1,1
2025-09-04 22:45:00+00:00,4,2,1,7,10,2,4,4
2025-09-04 23:00:00+00:00,0,5,3,8,6,3,3,6
2025-09-04 23:15:00+00:00,1,1,0,2,6,3,6,6
2025-09-04 23:30:00+00:00,1,2,0,3,5,0,4,4
2025-09-04 23:45:00+00:00,0,2,0,2,6,0,4,3
2025-09-05 00:00:00+00:00,1,1,0,2,2,1,2,1
2025-09-05 00:15:00+00:00,0,1,0,1,4,2,5,2
2025-09-05 00:30:00+00:00,0,0,1,1,4,1,4,2
2025-09-05 00:45:00+00:00,0,1,0,1,0,3,5,3
2025-09-05 01:00:00+00:00,0,0,0,0,8,0,4,1
2025-09-05 01:15:00+00:00,0,2,0,2,2,4,0,2
2025-09-05 01:30:00+00:00,0,1,0,1,2,2,3,1
2025-09-05 01:45:00+00:00,0,3,0,3,2,0,1,4
2025-09-05 02:00:00+00:00,0,1,0,1,1,3,5,2
2025-09-05 02:15:00+00:00,0,1,1,2,6,1,15,11
2025-09-05 02:30:00+00:00,1,5,1,7,8,2,9,8
2025-09-05 02:45:00+00:00,0,2,0,2,3,1,15,10
2025-09-05 03:00:00+00:00,0,4,0,4,5,7,9,9
2025-09-05 03:15:00+00:00,0,18,2,20,20,8,20,32
2025-09-05 03:30:00+00:00,2,21,0,23,25,12,37,45
2025-09-05 03:45:00+00:00,2,25,4,31,24,9,38,53
2025-09-05 04:00:00+00:00,4,22,0,26,33,12,33,39
2025-09-05 04:15:00+00:00,6,24,2,32,24,8,35,54
2025-09-05 04:30:00+00:00,9,53,7,69,46,23,68,99
2025-09-05 04:45:00+00:00,7,55,0,62,57,14,78,117
2025-09-05 05:00:00+00:00,10,57,10,77,68,29,68,104
2025-09-05 05:15:00+00:00,13,83,0,96,88,43,92,153
2025-09-05 05:30:00+00:00,9,61,0,70,136,37,126,148
2025-09-05 05:45:00+00:00,14,68,0,82,153,35,103,151
2025-09-05 06:00:00+00:00,12,66,0,78,96,39,101,140
2025-09-05 06:15:00+00:00,9,55,0,64,88,43,98,121
2025-09-05 06:30:00+00:00,10,74,0,84,84,27,116,129
2025-09-05 06:45:00+00:00,9,79,0,88,92,32,102,141
2025-09-05 07:00:00+00:00,11,49,8,68,92,34,79,104
2025-09-05 07:15:00+00:00,11,88,0,99,112,35,107,159
2025-09-05 07:30:00+00:00,13,76,0,89,127,37,102,141
2025-09-05 07:45:00+00:00,10,69,0,79,107,49,100,128
2025-09-05 08:00:00+00:00,7,64,0,71,108,78,104,114
2025-09-05 08:15:00+00:00,11,68,0,79,124,51,92,130
2025-09-05 08:30:00+00:00,9,60,0,69,136,72,122,129
2025-09-05 08:45:00+00:00,13,66,0,79,118,51,112,134
2025-09-05 09:00:00+00:00,9,39,11,59,142,51,94,122
2025-09-05 09:15:00+00:00,7,70,0,77,165,45,108,126
2025-09-05 09:30:00+00:00,10,55,0,65,127,61,89,109
2025-09-05 09:45:00+00:00,10,74,0,84,156,53,112,130
2025-09-05 10:00:00+00:00,2,61,0,63,191,52,93,128
2025-09-05 10:15:00+00:00,9,70,0,79,175,44,98,130
2025-09-05 10:30:00+00:00,10,43,0,53,164,42,148,125
2025-09-05 10:45:00+00:00,8,38,0,46,166,27,125,113
2025-09-05 11:00:00+00:00,9,61,0,70,181,35,114,136
2025-09-05 11:15:00+00:00,5,51,0,56,127,33,115,114
2025-09-05 11:30:00+00:00,10,51,13,74,163,54,103,138
2025-09-05 11:45:00+00:00,11,76,0,87,155,55,95,133
2025-09-05 12:00:00+00:00,8,61,0,69,188,45,117,135
2025-09-05 12:15:00+00:00,7,75,0,82,161,42,111,144
2025-09-05 12:30:00+00:00,9,77,0,86,177,56,111,156
2025-09-05 12:45:00+00:00,8,80,0,88,176,47,91,138
2025-09-05 13:00:00+00:00,5,71,0,76,193,37,105,136
2025-09-05 13:15:00+00:00,12,57,0,69,171,37,121,130
2025-09-05 13:30:00+00:00,9,81,0,90,172,41,90,148
2025-09-05 13:45:00+00:00,9,58,0,67,180,41,106,140
2025-09-05 14:00:00+00:00,11,71,0,82,187,57,109,145
2025-09-05 14:15:00+00:00,8,65,0,73,182,48,101,136
2025-09-05 14:30:00+00:00,6,52,0,58,187,42,101,148
2025-09-05 14:45:00+00:00,11,59,4,74,183,56,131,146
2025-09-05 15:00:00+00:00,13,72,0,85,185,39,106,134
2025-09-05 15:15:00+00:00,5,75,0,80,177,56,100,132
2025-09-05 15:30:00+00:00,7,68,0,75,167,65,106,151
2025-09-05 15:45:00+00:00,12,76,0,88,168,53,99,140
2025-09-05 16:00:00+00:00,12,45,0,57,175,53,97,117
2025-09-05 16:15:00+00:00,5,53,0,58,186,34,73,113
2025-09-05 16:30:00+00:00,11,70,0,81,144,51,108,121
2025-09-05 16:45:00+00:00,11,63,0,74,141,38,122,110
2025-09-05 17:00:00+00:00,10,46,0,56,123,35,86,106
2025-09-05 17:15:00+00:00,6,68,0,74,111,44,77,120
2025-09-05 17:30:00+00:00,10,44,0,54,96,30,74,94
2025-09-05 17:45:00+00:00,5,35,0,40,121,26,84,97
2025-09-05 18:00:00+00:00,7,53,0,60,79,27,74,90
2025-09-05 18:15:00+00:00,9,39,0,48,90,30,74,85
2025-09-05 18:30:00+00:00,8,27,0,35,88,32,97,84
2025-09-05 18:45:00+00:00,11,36,2,49,81,26,101,112
2025-09-05 19:00:00+00:00,4,34,0,38,69,28,113,110
2025-09-05 19:15:00+00:00,2,42,0,44,74,21,82,98
2025-09-05 19:30:00+00:00,5,27,2,34,60,21,79,83
2025-09-05 19:45:00+00:00,6,29,1,36,64,19,62,63
2025-09-05 20:00:00+00:00,5,22,1,28,75,31,88,72
2025-09-05 20:15:00+00:00,2,21,6,29,66,20,53,60
2025-09-05 20:30:00+00:00,2,16,7,25,35,24,57,53
2025-09-05 20:45:00+00:00,4,17,7,28,59,23,61,66
2025-09-05 21:00:00+00:00,8,20,2,30,45,16,34,39
2025-09-05 21:15:00+00:00,4,7,1,12,34,13,35,24
2025-09-05 21:30:00+00:00,4,14,2,20,28,12,43,37
2025-09-05 21:45:00+00:00,1,12,1,14,24,18,43,37
2025-09-05 22:00:00+00:00,4,7,2,13,29,13,42,23
2025-09-05 22:15:00+00:00,5,8,3,16,30,11,31,25
2025-09-05 22:30:00+00:00,3,10,1,14,28,7,17,18
2025-09-05 22:45:00+00:00,1,9,2,12,22,11,23,24
2025-09-05 23:00:00+00:00,1,5,2,8,20,9,21,12
2025-09-05 23:15:00+00:00,3,9,1,13,12,7,23,27
2025-09-05 23:30:00+00:00,3,6,0,9,18,15,16,13
2025-09-05 23:45:00+00:00,0,2,2,4,9,8,15,7
2025-09-06 00:00:00+00:00,4,4,4,12,7,7,7,5
