scenario,lsa,approach,signal_group,analysis_begin_s,analysis_end_s,bin_no,bin_label,sim_count_15min,sim_flow_mean,sim_occupancy_mean,n_detectors_used,sim_count_hourly_equivalent,cycle_time_s,green_time_s,green_share,demand_vph,capacity_vph,v_c_ratio,status,comparison_note
weekday_morning,LSA10,north_east,K3,900.0,1800.0,2,15-30,7.0,28.0,4.73,1,28.0,86.0,14.0,0.1627906976744186,28.0,293.0232558139535,0.09555555555555556,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,north_east,K3,1800.0,2700.0,3,30-45,7.0,28.0,8.19,1,28.0,86.0,14.0,0.1627906976744186,28.0,293.0232558139535,0.09555555555555556,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,north_east,K3,2700.0,3600.0,4,45-60,11.0,44.0,7.84,1,44.0,86.0,14.0,0.1627906976744186,44.0,293.0232558139535,0.15015873015873016,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,north_west,K2,0.0,900.0,1,00-15,23.0,46.0,7.3,2,92.0,86.0,14.0,0.1627906976744186,92.0,293.0232558139535,0.31396825396825395,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,north_west,K2,900.0,1800.0,2,15-30,28.0,56.0,11.99,2,112.0,86.0,14.0,0.1627906976744186,112.0,293.0232558139535,0.38222222222222224,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,north_west,K2,1800.0,2700.0,3,30-45,30.0,60.0,10.065,2,120.0,86.0,14.0,0.1627906976744186,120.0,293.0232558139535,0.4095238095238095,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,north_west,K2,2700.0,3600.0,4,45-60,13.0,26.0,2.035,2,52.0,86.0,14.0,0.1627906976744186,52.0,293.0232558139535,0.17746031746031746,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,south,K5,0.0,900.0,1,00-15,18.0,72.0,17.17,1,72.0,86.0,9.0,0.1046511627906976,72.0,188.37209302325567,0.3822222222222225,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,south,K5,900.0,1800.0,2,15-30,8.0,32.0,0.86,1,32.0,86.0,9.0,0.1046511627906976,32.0,188.37209302325567,0.16987654320987666,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,south,K5,1800.0,2700.0,3,30-45,10.0,40.0,13.06,1,40.0,86.0,9.0,0.1046511627906976,40.0,188.37209302325567,0.21234567901234583,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,south,K5,2700.0,3600.0,4,45-60,15.0,60.0,9.04,1,60.0,86.0,9.0,0.1046511627906976,60.0,188.37209302325567,0.31851851851851876,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,west,K1,0.0,900.0,1,00-15,131.0,524.0,45.2,1,524.0,86.0,37.0,0.4302325581395348,524.0,774.4186046511627,0.6766366366366368,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,west,K1,900.0,1800.0,2,15-30,126.0,504.0,31.56,1,504.0,86.0,37.0,0.4302325581395348,504.0,774.4186046511627,0.6508108108108109,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,west,K1,1800.0,2700.0,3,30-45,103.0,412.0,18.29,1,412.0,86.0,37.0,0.4302325581395348,412.0,774.4186046511627,0.5320120120120121,below capacity,usable for simulation saturation comparison
weekday_morning,LSA10,west,K1,2700.0,3600.0,4,45-60,108.0,432.0,10.11,1,432.0,86.0,37.0,0.4302325581395348,432.0,774.4186046511627,0.5578378378378379,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,east,K4,0.0,900.0,1,00-15,80.0,160.0,3.165,2,320.0,87.0,51.0,0.5862068965517241,320.0,1055.1724137931033,0.3032679738562092,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,east,K4,900.0,1800.0,2,15-30,100.0,200.0,9.225,2,400.0,87.0,51.0,0.5862068965517241,400.0,1055.1724137931033,0.3790849673202615,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,east,K4,1800.0,2700.0,3,30-45,115.0,230.0,17.095,2,460.0,87.0,51.0,0.5862068965517241,460.0,1055.1724137931033,0.4359477124183007,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,east,K4,2700.0,3600.0,4,45-60,102.0,202.0,18.64,2,408.0,87.0,51.0,0.5862068965517241,408.0,1055.1724137931033,0.3866666666666667,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,north,K3,0.0,900.0,1,00-15,35.0,70.0,2.555,2,140.0,87.0,23.0,0.264367816091954,140.0,475.86206896551715,0.2942028985507247,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,north,K3,900.0,1800.0,2,15-30,27.0,54.0,0.55,2,108.0,87.0,23.0,0.264367816091954,108.0,475.86206896551715,0.22695652173913047,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,north,K3,1800.0,2700.0,3,30-45,49.0,98.0,1.1949999999999998,2,196.0,87.0,23.0,0.264367816091954,196.0,475.86206896551715,0.41188405797101457,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,north,K3,2700.0,3600.0,4,45-60,41.0,82.0,4.73,2,164.0,87.0,23.0,0.264367816091954,164.0,475.86206896551715,0.34463768115942034,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,south,K1,0.0,900.0,1,00-15,107.0,142.66666666666666,10.463333333333331,3,428.0,87.0,23.0,0.264367816091954,428.0,475.86206896551715,0.8994202898550726,near capacity,usable for simulation saturation comparison
weekday_morning,LSA16,south,K1,900.0,1800.0,2,15-30,89.0,118.66666666666669,9.006666666666666,3,356.0,87.0,23.0,0.264367816091954,356.0,475.86206896551715,0.7481159420289857,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,south,K1,1800.0,2700.0,3,30-45,87.0,116.0,3.943333333333333,3,348.0,87.0,23.0,0.264367816091954,348.0,475.86206896551715,0.7313043478260871,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,south,K1,2700.0,3600.0,4,45-60,96.0,126.66666666666669,8.273333333333332,3,384.0,87.0,23.0,0.264367816091954,384.0,475.86206896551715,0.8069565217391306,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,west,K2,0.0,900.0,1,00-15,92.0,180.0,40.315,2,368.0,87.0,27.0,0.3103448275862069,368.0,558.6206896551724,0.6587654320987654,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,west,K2,900.0,1800.0,2,15-30,100.0,200.0,45.7,2,400.0,87.0,27.0,0.3103448275862069,400.0,558.6206896551724,0.7160493827160493,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,west,K2,1800.0,2700.0,3,30-45,81.0,166.0,40.625,2,324.0,87.0,27.0,0.3103448275862069,324.0,558.6206896551724,0.58,below capacity,usable for simulation saturation comparison
weekday_morning,LSA16,west,K2,2700.0,3600.0,4,45-60,74.0,146.0,40.475,2,296.0,87.0,27.0,0.3103448275862069,296.0,558.6206896551724,0.5298765432098765,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,east,K3,0.0,900.0,1,00-15,134.0,268.0,32.105,2,536.0,108.0,25.0,0.2314814814814814,536.0,416.6666666666665,1.2864000000000004,over capacity,usable for simulation saturation comparison
weekday_morning,LSA9,east,K3,900.0,1800.0,2,15-30,144.0,282.0,23.065,2,576.0,108.0,25.0,0.2314814814814814,576.0,416.6666666666665,1.3824000000000005,over capacity,usable for simulation saturation comparison
weekday_morning,LSA9,east,K3,1800.0,2700.0,3,30-45,133.0,262.0,20.915,2,532.0,108.0,25.0,0.2314814814814814,532.0,416.6666666666665,1.2768000000000004,over capacity,usable for simulation saturation comparison
weekday_morning,LSA9,east,K3,2700.0,3600.0,4,45-60,130.0,254.0,15.34,2,520.0,108.0,25.0,0.2314814814814814,520.0,416.6666666666665,1.2480000000000004,over capacity,usable for simulation saturation comparison
weekday_morning,LSA9,north_west,K2,0.0,900.0,1,00-15,23.0,42.0,30.51,2,92.0,108.0,14.0,0.1296296296296296,92.0,233.33333333333326,0.3942857142857144,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,north_west,K2,900.0,1800.0,2,15-30,22.0,44.0,26.485,2,88.0,108.0,14.0,0.1296296296296296,88.0,233.33333333333326,0.3771428571428573,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,north_west,K2,1800.0,2700.0,3,30-45,27.0,54.0,31.715,2,108.0,108.0,14.0,0.1296296296296296,108.0,233.33333333333326,0.462857142857143,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,north_west,K2,2700.0,3600.0,4,45-60,24.0,46.0,24.615,2,96.0,108.0,14.0,0.1296296296296296,96.0,233.33333333333326,0.4114285714285716,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,south,K4,0.0,900.0,1,00-15,1.0,4.0,10.16,1,4.0,108.0,11.0,0.1018518518518518,4.0,183.33333333333326,0.021818181818181827,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,south,K4,900.0,1800.0,2,15-30,1.0,4.0,0.06,1,4.0,108.0,11.0,0.1018518518518518,4.0,183.33333333333326,0.021818181818181827,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,south,K4,1800.0,2700.0,3,30-45,2.0,8.0,9.88,1,8.0,108.0,11.0,0.1018518518518518,8.0,183.33333333333326,0.043636363636363654,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,south,K4,2700.0,3600.0,4,45-60,5.0,16.0,18.73,1,20.0,108.0,11.0,0.1018518518518518,20.0,183.33333333333326,0.10909090909090914,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,west,K1,0.0,900.0,1,00-15,175.0,350.0,38.295,2,700.0,108.0,42.0,0.3888888888888889,700.0,700.0,1.0,near capacity,usable for simulation saturation comparison
weekday_morning,LSA9,west,K1,900.0,1800.0,2,15-30,155.0,310.0,41.325,2,620.0,108.0,42.0,0.3888888888888889,620.0,700.0,0.8857142857142857,near capacity,usable for simulation saturation comparison
weekday_morning,LSA9,west,K1,1800.0,2700.0,3,30-45,128.0,250.0,26.055,2,512.0,108.0,42.0,0.3888888888888889,512.0,700.0,0.7314285714285714,below capacity,usable for simulation saturation comparison
weekday_morning,LSA9,west,K1,2700.0,3600.0,4,45-60,130.0,256.0,31.385,2,520.0,108.0,42.0,0.3888888888888889,520.0,700.0,0.7428571428571429,below capacity,usable for simulation saturation comparison
weekend_evening,LSA1,east,K4,0.0,900.0,1,00-15,102.0,202.0,36.165,2,408.0,82.0,33.0,0.4024390243902439,408.0,724.3902439024391,0.5632323232323232,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K4,900.0,1800.0,2,15-30,93.0,190.0,30.17,2,372.0,82.0,33.0,0.4024390243902439,372.0,724.3902439024391,0.5135353535353535,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K4,1800.0,2700.0,3,30-45,92.0,174.0,31.48,2,368.0,82.0,33.0,0.4024390243902439,368.0,724.3902439024391,0.5080134680134679,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K4,2700.0,3600.0,4,45-60,105.0,214.0,28.605,2,420.0,82.0,33.0,0.4024390243902439,420.0,724.3902439024391,0.5797979797979798,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K5,0.0,900.0,1,00-15,30.0,120.0,7.37,1,120.0,82.0,9.0,0.1097560975609756,120.0,197.56097560975607,0.6074074074074075,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K5,900.0,1800.0,2,15-30,20.0,80.0,1.35,1,80.0,82.0,9.0,0.1097560975609756,80.0,197.56097560975607,0.40493827160493834,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K5,1800.0,2700.0,3,30-45,29.0,116.0,1.75,1,116.0,82.0,9.0,0.1097560975609756,116.0,197.56097560975607,0.5871604938271606,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K5,2700.0,3600.0,4,45-60,30.0,120.0,23.67,1,120.0,82.0,9.0,0.1097560975609756,120.0,197.56097560975607,0.6074074074074075,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K6,0.0,900.0,1,00-15,42.0,168.0,6.76,1,168.0,82.0,55.0,0.6707317073170732,168.0,1207.3170731707319,0.13915151515151514,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K6,900.0,1800.0,2,15-30,35.0,140.0,5.72,1,140.0,82.0,55.0,0.6707317073170732,140.0,1207.3170731707319,0.11595959595959594,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K6,1800.0,2700.0,3,30-45,33.0,132.0,6.33,1,132.0,82.0,55.0,0.6707317073170732,132.0,1207.3170731707319,0.10933333333333332,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,east,K6,2700.0,3600.0,4,45-60,46.0,184.0,10.63,1,184.0,82.0,55.0,0.6707317073170732,184.0,1207.3170731707319,0.15240404040404038,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K7,0.0,900.0,1,00-15,69.0,138.0,33.95,2,276.0,82.0,22.0,0.2682926829268293,276.0,482.9268292682927,0.5715151515151515,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K7,900.0,1800.0,2,15-30,51.0,102.0,33.585,2,204.0,82.0,22.0,0.2682926829268293,204.0,482.9268292682927,0.4224242424242424,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K7,1800.0,2700.0,3,30-45,52.0,106.0,35.785,2,208.0,82.0,22.0,0.2682926829268293,208.0,482.9268292682927,0.4307070707070707,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K7,2700.0,3600.0,4,45-60,50.0,100.0,31.825,2,200.0,82.0,22.0,0.2682926829268293,200.0,482.9268292682927,0.41414141414141414,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K8,0.0,900.0,1,00-15,37.0,148.0,25.49,1,148.0,82.0,31.0,0.3780487804878049,148.0,680.4878048780488,0.21749103942652329,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K8,900.0,1800.0,2,15-30,32.0,128.0,29.69,1,128.0,82.0,31.0,0.3780487804878049,128.0,680.4878048780488,0.18810035842293907,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K8,1800.0,2700.0,3,30-45,37.0,148.0,29.5,1,148.0,82.0,31.0,0.3780487804878049,148.0,680.4878048780488,0.21749103942652329,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,north,K8,2700.0,3600.0,4,45-60,38.0,152.0,32.5,1,152.0,82.0,31.0,0.3780487804878049,152.0,680.4878048780488,0.22336917562724015,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,south,K3,0.0,900.0,1,00-15,0.0,0.0,0.0,1,0.0,82.0,0.0,0.0,0.0,0.0,,not calculated,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,south,K3,900.0,1800.0,2,15-30,0.0,0.0,0.0,1,0.0,82.0,0.0,0.0,0.0,0.0,,not calculated,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,south,K3,1800.0,2700.0,3,30-45,0.0,0.0,0.0,1,0.0,82.0,0.0,0.0,0.0,0.0,,not calculated,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,south,K3,2700.0,3600.0,4,45-60,0.0,0.0,0.0,1,0.0,82.0,0.0,0.0,0.0,0.0,,not calculated,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K1,0.0,900.0,1,00-15,44.0,176.0,87.86,1,176.0,82.0,9.0,0.1097560975609756,176.0,197.56097560975607,0.8908641975308643,near capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K1,900.0,1800.0,2,15-30,47.0,188.0,76.29,1,188.0,82.0,9.0,0.1097560975609756,188.0,197.56097560975607,0.9516049382716051,near capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K1,1800.0,2700.0,3,30-45,46.0,180.0,83.32,1,184.0,82.0,9.0,0.1097560975609756,184.0,197.56097560975607,0.9313580246913582,near capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K1,2700.0,3600.0,4,45-60,31.0,128.0,56.94,1,124.0,82.0,9.0,0.1097560975609756,124.0,197.56097560975607,0.6276543209876544,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K2,0.0,900.0,1,00-15,90.0,360.0,48.57,1,360.0,82.0,33.0,0.4024390243902439,360.0,724.3902439024391,0.4969696969696969,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K2,900.0,1800.0,2,15-30,102.0,408.0,49.4,1,408.0,82.0,33.0,0.4024390243902439,408.0,724.3902439024391,0.5632323232323232,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K2,1800.0,2700.0,3,30-45,101.0,404.0,49.13,1,404.0,82.0,33.0,0.4024390243902439,404.0,724.3902439024391,0.5577104377104376,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA1,west,K2,2700.0,3600.0,4,45-60,98.0,392.0,43.48,1,392.0,82.0,33.0,0.4024390243902439,392.0,724.3902439024391,0.541144781144781,below capacity,simulation-side only; no direct real saturation comparison
weekend_evening,LSA10,east,K4,0.0,900.0,1,00-15,95.0,186.0,9.86,2,380.0,89.0,44.0,0.4943820224719101,380.0,889.8876404494382,0.427020202020202,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,east,K4,900.0,1800.0,2,15-30,98.0,194.0,8.52,2,392.0,89.0,44.0,0.4943820224719101,392.0,889.8876404494382,0.4405050505050505,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,east,K4,1800.0,2700.0,3,30-45,100.0,198.0,4.225,2,400.0,89.0,44.0,0.4943820224719101,400.0,889.8876404494382,0.4494949494949495,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,east,K4,2700.0,3600.0,4,45-60,95.0,190.0,6.34,2,380.0,89.0,44.0,0.4943820224719101,380.0,889.8876404494382,0.427020202020202,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_east,K3,0.0,900.0,1,00-15,5.0,20.0,0.51,1,20.0,89.0,13.0,0.146067415730337,20.0,262.9213483146066,0.07606837606837612,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_east,K3,900.0,1800.0,2,15-30,5.0,20.0,0.39,1,20.0,89.0,13.0,0.146067415730337,20.0,262.9213483146066,0.07606837606837612,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_east,K3,1800.0,2700.0,3,30-45,6.0,24.0,4.6,1,24.0,89.0,13.0,0.146067415730337,24.0,262.9213483146066,0.09128205128205134,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_east,K3,2700.0,3600.0,4,45-60,8.0,32.0,10.22,1,32.0,89.0,13.0,0.146067415730337,32.0,262.9213483146066,0.12170940170940178,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_west,K2,0.0,900.0,1,00-15,17.0,34.0,9.89,2,68.0,89.0,13.0,0.146067415730337,68.0,262.9213483146066,0.2586324786324788,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_west,K2,900.0,1800.0,2,15-30,20.0,40.0,6.905,2,80.0,89.0,13.0,0.146067415730337,80.0,262.9213483146066,0.30427350427350447,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_west,K2,1800.0,2700.0,3,30-45,28.0,56.0,14.255,2,112.0,89.0,13.0,0.146067415730337,112.0,262.9213483146066,0.4259829059829063,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,north_west,K2,2700.0,3600.0,4,45-60,18.0,36.0,2.885,2,72.0,89.0,13.0,0.146067415730337,72.0,262.9213483146066,0.273846153846154,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,south,K5,0.0,900.0,1,00-15,10.0,40.0,13.33,1,40.0,89.0,9.0,0.1011235955056179,40.0,182.02247191011222,0.21975308641975325,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,south,K5,900.0,1800.0,2,15-30,14.0,56.0,5.45,1,56.0,89.0,9.0,0.1011235955056179,56.0,182.02247191011222,0.30765432098765455,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,south,K5,1800.0,2700.0,3,30-45,12.0,44.0,17.47,1,48.0,89.0,9.0,0.1011235955056179,48.0,182.02247191011222,0.2637037037037039,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,south,K5,2700.0,3600.0,4,45-60,13.0,56.0,10.81,1,52.0,89.0,9.0,0.1011235955056179,52.0,182.02247191011222,0.2856790123456792,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,west,K1,0.0,900.0,1,00-15,97.0,388.0,10.9,1,388.0,89.0,44.0,0.4943820224719101,388.0,889.8876404494382,0.436010101010101,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,west,K1,900.0,1800.0,2,15-30,113.0,452.0,41.26,1,452.0,89.0,44.0,0.4943820224719101,452.0,889.8876404494382,0.5079292929292929,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,west,K1,1800.0,2700.0,3,30-45,108.0,432.0,13.63,1,432.0,89.0,44.0,0.4943820224719101,432.0,889.8876404494382,0.48545454545454547,below capacity,usable for simulation saturation comparison
weekend_evening,LSA10,west,K1,2700.0,3600.0,4,45-60,77.0,308.0,9.64,1,308.0,89.0,44.0,0.4943820224719101,308.0,889.8876404494382,0.3461111111111111,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,east,K4,0.0,900.0,1,00-15,95.0,190.0,16.455,2,380.0,86.0,45.0,0.5232558139534884,380.0,941.8604651162791,0.40345679012345675,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,east,K4,900.0,1800.0,2,15-30,89.0,178.0,2.395,2,356.0,86.0,45.0,0.5232558139534884,356.0,941.8604651162791,0.3779753086419753,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,east,K4,1800.0,2700.0,3,30-45,88.0,176.0,7.055,2,352.0,86.0,45.0,0.5232558139534884,352.0,941.8604651162791,0.3737283950617284,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,east,K4,2700.0,3600.0,4,45-60,92.0,184.0,9.72,2,368.0,86.0,45.0,0.5232558139534884,368.0,941.8604651162791,0.39071604938271604,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,north,K3,0.0,900.0,1,00-15,36.0,72.0,0.78,2,144.0,86.0,28.0,0.3255813953488372,144.0,586.046511627907,0.24571428571428572,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,north,K3,900.0,1800.0,2,15-30,45.0,90.0,0.995,2,180.0,86.0,28.0,0.3255813953488372,180.0,586.046511627907,0.30714285714285716,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,north,K3,1800.0,2700.0,3,30-45,46.0,92.0,1.61,2,184.0,86.0,28.0,0.3255813953488372,184.0,586.046511627907,0.31396825396825395,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,north,K3,2700.0,3600.0,4,45-60,50.0,100.0,2.765,2,200.0,86.0,28.0,0.3255813953488372,200.0,586.046511627907,0.3412698412698413,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,south,K1,0.0,900.0,1,00-15,85.0,113.33333333333331,7.053333333333332,3,340.0,86.0,28.0,0.3255813953488372,340.0,586.046511627907,0.5801587301587302,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,south,K1,900.0,1800.0,2,15-30,97.0,129.33333333333334,7.696666666666666,3,388.0,86.0,28.0,0.3255813953488372,388.0,586.046511627907,0.662063492063492,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,south,K1,1800.0,2700.0,3,30-45,77.0,102.66666666666669,5.84,3,308.0,86.0,28.0,0.3255813953488372,308.0,586.046511627907,0.5255555555555556,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,south,K1,2700.0,3600.0,4,45-60,70.0,93.33333333333331,4.14,3,280.0,86.0,28.0,0.3255813953488372,280.0,586.046511627907,0.4777777777777778,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,west,K2,0.0,900.0,1,00-15,55.0,108.0,33.975,2,220.0,86.0,25.0,0.2906976744186046,220.0,523.2558139534883,0.4204444444444445,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,west,K2,900.0,1800.0,2,15-30,80.0,162.0,41.97,2,320.0,86.0,25.0,0.2906976744186046,320.0,523.2558139534883,0.6115555555555556,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,west,K2,1800.0,2700.0,3,30-45,70.0,138.0,36.145,2,280.0,86.0,25.0,0.2906976744186046,280.0,523.2558139534883,0.5351111111111112,below capacity,usable for simulation saturation comparison
weekend_evening,LSA16,west,K2,2700.0,3600.0,4,45-60,64.0,128.0,39.07,2,256.0,86.0,25.0,0.2906976744186046,256.0,523.2558139534883,0.4892444444444445,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,east,K3,0.0,900.0,1,00-15,135.0,268.0,7.0,2,540.0,165.0,86.0,0.5212121212121212,540.0,938.1818181818182,0.5755813953488371,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,east,K3,900.0,1800.0,2,15-30,125.0,246.0,5.944999999999999,2,500.0,165.0,86.0,0.5212121212121212,500.0,938.1818181818182,0.5329457364341085,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,east,K3,1800.0,2700.0,3,30-45,119.0,232.0,6.6000000000000005,2,476.0,165.0,86.0,0.5212121212121212,476.0,938.1818181818182,0.5073643410852713,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,east,K3,2700.0,3600.0,4,45-60,143.0,278.0,9.085,2,572.0,165.0,86.0,0.5212121212121212,572.0,938.1818181818182,0.6096899224806202,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,north_west,K2,0.0,900.0,1,00-15,23.0,46.0,22.340000000000003,2,92.0,165.0,32.0,0.1939393939393939,92.0,349.09090909090907,0.2635416666666667,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,north_west,K2,900.0,1800.0,2,15-30,24.0,44.0,28.615,2,96.0,165.0,32.0,0.1939393939393939,96.0,349.09090909090907,0.275,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,north_west,K2,1800.0,2700.0,3,30-45,29.0,56.0,32.22,2,116.0,165.0,32.0,0.1939393939393939,116.0,349.09090909090907,0.3322916666666667,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,north_west,K2,2700.0,3600.0,4,45-60,20.0,38.0,24.23,2,80.0,165.0,32.0,0.1939393939393939,80.0,349.09090909090907,0.22916666666666669,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,south,K4,0.0,900.0,1,00-15,8.0,32.0,44.33,1,32.0,165.0,9.0,0.0545454545454545,32.0,98.1818181818181,0.3259259259259262,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,south,K4,900.0,1800.0,2,15-30,7.0,24.0,41.77,1,28.0,165.0,9.0,0.0545454545454545,28.0,98.1818181818181,0.28518518518518543,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,south,K4,1800.0,2700.0,3,30-45,5.0,24.0,44.2,1,20.0,165.0,9.0,0.0545454545454545,20.0,98.1818181818181,0.20370370370370386,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,south,K4,2700.0,3600.0,4,45-60,4.0,16.0,15.36,1,16.0,165.0,9.0,0.0545454545454545,16.0,98.1818181818181,0.1629629629629631,below capacity,usable for simulation saturation comparison
weekend_evening,LSA9,west,K1,0.0,900.0,1,00-15,137.0,270.0,45.870000000000005,2,548.0,165.0,82.0,0.4969696969696969,548.0,894.5454545454544,0.6126016260162602,below capacity,usable for simulation saturation comparison
