scenario,lsa,detector_id_sumo,detector_id_real,begin_s,end_s,nVehEntered,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed,analysis_begin_s,analysis_end_s,bin_no,bin_label,approach,movement,signal_group
weekday_evening,LSA9,LSA9_W_id2,2,900.0,1800.0,22.0,21.0,84.0,93.85,2.94,0.12,0.0,900.0,1,00-15,west,straight_left,K1
weekday_evening,LSA10,LSA10_E_id3,3,1800.0,2700.0,60.0,60.0,240.0,9.29,10.8,3.3,900.0,1800.0,2,15-30,east,straight_right,K4
weekday_evening,LSA10,LSA10_E_id4,4,1800.0,2700.0,59.0,59.0,236.0,11.86,11.11,2.5,900.0,1800.0,2,15-30,east,straight,K4
weekday_evening,LSA10,LSA10_NE_id29,29,1800.0,2700.0,12.0,12.0,48.0,2.68,4.88,2.47,900.0,1800.0,2,15-30,north_east,right,K3
weekday_evening,LSA10,LSA10_NW_id26,26,1800.0,2700.0,12.0,12.0,48.0,4.44,4.3,1.59,900.0,1800.0,2,15-30,north_west,straight_right,K2
weekday_evening,LSA10,LSA10_NW_id27,27,1800.0,2700.0,17.0,18.0,72.0,18.47,4.43,0.51,900.0,1800.0,2,15-30,north_west,left,K2
weekday_evening,LSA10,LSA10_S_id31,31,1800.0,2700.0,18.0,18.0,72.0,25.32,4.01,0.36,900.0,1800.0,2,15-30,south,multi_movement,K5
weekday_evening,LSA10,LSA10_W_id1,1,1800.0,2700.0,96.0,96.0,384.0,20.67,10.18,2.92,900.0,1800.0,2,15-30,west,straight_right,K1
weekday_evening,LSA16,LSA16_E_id10,10,1800.0,2700.0,80.0,81.0,324.0,9.95,10.33,3.6,900.0,1800.0,2,15-30,east,straight_right,K4
weekday_evening,LSA16,LSA16_E_id11,11,1800.0,2700.0,55.0,56.0,224.0,20.07,8.02,1.3,900.0,1800.0,2,15-30,east,left,K4
weekday_evening,LSA16,LSA16_N_id6,6,1800.0,2700.0,32.0,32.0,128.0,9.61,9.36,1.95,900.0,1800.0,2,15-30,north,right,K3
weekday_evening,LSA16,LSA16_N_id7,7,1800.0,2700.0,20.0,20.0,80.0,0.88,13.26,13.19,900.0,1800.0,2,15-30,north,straight,K3
weekday_evening,LSA16,LSA16_S_id1,1,1800.0,2700.0,43.0,43.0,172.0,32.12,7.6,0.7,900.0,1800.0,2,15-30,south,right,K1
weekday_evening,LSA16,LSA16_S_id2,2,1800.0,2700.0,25.0,25.0,100.0,1.06,12.83,12.62,900.0,1800.0,2,15-30,south,straight,K1
weekday_evening,LSA16,LSA16_S_id33,33,1800.0,2700.0,18.0,18.0,72.0,0.91,12.05,11.42,900.0,1800.0,2,15-30,south,straight,K1
weekday_evening,LSA16,LSA16_W_id3,3,1800.0,2700.0,54.0,55.0,220.0,53.21,7.26,0.52,900.0,1800.0,2,15-30,west,straight,K2
weekday_evening,LSA16,LSA16_W_id4,4,1800.0,2700.0,10.0,10.0,40.0,9.9,7.21,0.51,900.0,1800.0,2,15-30,west,left,K2
weekday_evening,LSA1,LSA1_E_id13,13,1800.0,2700.0,53.0,51.0,204.0,41.99,8.0,0.65,900.0,1800.0,2,15-30,east,straight_right,K4
weekday_evening,LSA1,LSA1_E_id23,23,1800.0,2700.0,90.0,90.0,360.0,45.6,8.38,1.02,900.0,1800.0,2,15-30,east,straight,K4
weekday_evening,LSA1,LSA1_E_id26,26,1800.0,2700.0,37.0,37.0,148.0,12.32,6.92,1.51,900.0,1800.0,2,15-30,east,left,K5
weekday_evening,LSA1,LSA1_E_id27,27,1800.0,2700.0,71.0,71.0,284.0,10.51,9.62,3.64,900.0,1800.0,2,15-30,east,right,K6
weekday_evening,LSA1,LSA1_N_id28,28,1800.0,2700.0,11.0,11.0,44.0,24.8,5.07,0.23,900.0,1800.0,2,15-30,north,straight,K7
weekday_evening,LSA1,LSA1_N_id30,30,1800.0,2700.0,81.0,80.0,320.0,77.23,7.84,0.59,900.0,1800.0,2,15-30,north,left,K7
weekday_evening,LSA1,LSA1_N_id40,40,1800.0,2700.0,45.0,44.0,176.0,34.53,8.44,0.65,900.0,1800.0,2,15-30,north,right,K8
weekday_evening,LSA1,LSA1_S_id11,11,1800.0,2700.0,0.0,0.0,0.0,0.0,-1.0,-1.0,900.0,1800.0,2,15-30,south,straight_faulty,K3
weekday_evening,LSA1,LSA1_W_id7,7,1800.0,2700.0,31.0,32.0,128.0,43.77,6.13,0.33,900.0,1800.0,2,15-30,west,left,K1
weekday_evening,LSA1,LSA1_W_id9,9,1800.0,2700.0,67.0,68.0,272.0,34.41,8.12,1.05,900.0,1800.0,2,15-30,west,straight_right,K2
weekday_evening,LSA9,LSA9_E_id8,8,1800.0,2700.0,79.0,75.0,300.0,11.1,9.14,3.56,900.0,1800.0,2,15-30,east,straight_right,K3
weekday_evening,LSA9,LSA9_E_id9,9,1800.0,2700.0,47.0,48.0,192.0,11.89,8.77,1.97,900.0,1800.0,2,15-30,east,straight,K3
weekday_evening,LSA9,LSA9_S_id10,10,1800.0,2700.0,11.0,12.0,48.0,29.81,2.68,0.22,900.0,1800.0,2,15-30,south,multi_movement,K4
weekday_evening,LSA9,LSA9_WE_id4,4,1800.0,2700.0,20.0,20.0,80.0,48.66,3.07,0.21,900.0,1800.0,2,15-30,north_west,straight_right,K2
weekday_evening,LSA9,LSA9_WE_id5,5,1800.0,2700.0,23.0,21.0,84.0,54.76,4.26,0.2,900.0,1800.0,2,15-30,north_west,movement,K2
weekday_evening,LSA9,LSA9_W_id1,1,1800.0,2700.0,78.0,79.0,316.0,57.42,8.26,0.58,900.0,1800.0,2,15-30,west,straight_right,K1
weekday_evening,LSA9,LSA9_W_id2,2,1800.0,2700.0,25.0,25.0,100.0,95.51,3.74,0.14,900.0,1800.0,2,15-30,west,straight_left,K1
weekday_evening,LSA10,LSA10_E_id3,3,2700.0,3600.0,60.0,60.0,240.0,15.19,9.67,2.04,1800.0,2700.0,3,30-45,east,straight_right,K4
weekday_evening,LSA10,LSA10_E_id4,4,2700.0,3600.0,56.0,56.0,224.0,5.68,9.6,5.1,1800.0,2700.0,3,30-45,east,straight,K4
weekday_evening,LSA10,LSA10_NE_id29,29,2700.0,3600.0,4.0,4.0,16.0,0.5,4.72,4.65,1800.0,2700.0,3,30-45,north_east,right,K3
weekday_evening,LSA10,LSA10_NW_id26,26,2700.0,3600.0,9.0,9.0,36.0,6.26,5.58,1.4,1800.0,2700.0,3,30-45,north_west,straight_right,K2
weekday_evening,LSA10,LSA10_NW_id27,27,2700.0,3600.0,22.0,22.0,88.0,41.6,5.47,0.27,1800.0,2700.0,3,30-45,north_west,left,K2
weekday_evening,LSA10,LSA10_S_id31,31,2700.0,3600.0,24.0,23.0,92.0,29.39,4.21,0.47,1800.0,2700.0,3,30-45,south,multi_movement,K5
weekday_evening,LSA10,LSA10_W_id1,1,2700.0,3600.0,88.0,87.0,348.0,74.05,6.58,0.69,1800.0,2700.0,3,30-45,west,straight_right,K1
weekday_evening,LSA16,LSA16_E_id10,10,2700.0,3600.0,93.0,93.0,372.0,4.77,11.75,10.81,1800.0,2700.0,3,30-45,east,straight_right,K4
weekday_evening,LSA16,LSA16_E_id11,11,2700.0,3600.0,54.0,54.0,216.0,25.41,9.36,1.07,1800.0,2700.0,3,30-45,east,left,K4
weekday_evening,LSA16,LSA16_N_id6,6,2700.0,3600.0,34.0,34.0,136.0,18.91,8.56,1.3,1800.0,2700.0,3,30-45,north,right,K3
weekday_evening,LSA16,LSA16_N_id7,7,2700.0,3600.0,30.0,30.0,120.0,1.85,11.43,9.04,1800.0,2700.0,3,30-45,north,straight,K3
weekday_evening,LSA16,LSA16_S_id1,1,2700.0,3600.0,37.0,36.0,144.0,69.7,6.34,0.26,1800.0,2700.0,3,30-45,south,right,K1
weekday_evening,LSA16,LSA16_S_id2,2,2700.0,3600.0,24.0,24.0,96.0,0.98,12.99,12.77,1800.0,2700.0,3,30-45,south,straight,K1
weekday_evening,LSA16,LSA16_S_id33,33,2700.0,3600.0,15.0,15.0,60.0,0.84,12.16,11.53,1800.0,2700.0,3,30-45,south,straight,K1
weekday_evening,LSA16,LSA16_W_id3,3,2700.0,3600.0,65.0,64.0,256.0,72.56,8.02,0.48,1800.0,2700.0,3,30-45,west,straight,K2
weekday_evening,LSA16,LSA16_W_id4,4,2700.0,3600.0,10.0,9.0,36.0,19.47,5.88,0.26,1800.0,2700.0,3,30-45,west,left,K2
weekday_evening,LSA1,LSA1_E_id13,13,2700.0,3600.0,47.0,45.0,180.0,35.2,7.64,0.65,1800.0,2700.0,3,30-45,east,straight_right,K4
weekday_evening,LSA1,LSA1_E_id23,23,2700.0,3600.0,86.0,86.0,344.0,41.77,8.92,1.04,1800.0,2700.0,3,30-45,east,straight,K4
weekday_evening,LSA1,LSA1_E_id26,26,2700.0,3600.0,37.0,37.0,148.0,10.55,8.17,2.14,1800.0,2700.0,3,30-45,east,left,K5
weekday_evening,LSA1,LSA1_E_id27,27,2700.0,3600.0,70.0,70.0,280.0,10.73,9.93,3.8,1800.0,2700.0,3,30-45,east,right,K6
weekday_evening,LSA1,LSA1_N_id28,28,2700.0,3600.0,23.0,23.0,92.0,34.04,6.57,0.34,1800.0,2700.0,3,30-45,north,straight,K7
weekday_evening,LSA1,LSA1_N_id30,30,2700.0,3600.0,80.0,80.0,320.0,74.36,7.92,0.67,1800.0,2700.0,3,30-45,north,left,K7
weekday_evening,LSA1,LSA1_N_id40,40,2700.0,3600.0,38.0,38.0,152.0,38.38,6.78,0.57,1800.0,2700.0,3,30-45,north,right,K8
weekday_evening,LSA1,LSA1_S_id11,11,2700.0,3600.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1800.0,2700.0,3,30-45,south,straight_faulty,K3
weekday_evening,LSA1,LSA1_W_id7,7,2700.0,3600.0,32.0,32.0,128.0,58.41,5.45,0.31,1800.0,2700.0,3,30-45,west,left,K1
weekday_evening,LSA1,LSA1_W_id9,9,2700.0,3600.0,70.0,70.0,280.0,37.73,7.71,0.97,1800.0,2700.0,3,30-45,west,straight_right,K2
weekday_evening,LSA9,LSA9_E_id8,8,2700.0,3600.0,76.0,71.0,284.0,11.49,9.41,3.68,1800.0,2700.0,3,30-45,east,straight_right,K3
weekday_evening,LSA9,LSA9_E_id9,9,2700.0,3600.0,32.0,32.0,128.0,19.35,6.8,0.9,1800.0,2700.0,3,30-45,east,straight,K3
weekday_evening,LSA9,LSA9_S_id10,10,2700.0,3600.0,14.0,14.0,56.0,41.03,2.9,0.17,1800.0,2700.0,3,30-45,south,multi_movement,K4
weekday_evening,LSA9,LSA9_WE_id4,4,2700.0,3600.0,24.0,24.0,96.0,36.03,3.9,0.36,1800.0,2700.0,3,30-45,north_west,straight_right,K2
weekday_evening,LSA9,LSA9_WE_id5,5,2700.0,3600.0,22.0,23.0,92.0,51.71,4.11,0.24,1800.0,2700.0,3,30-45,north_west,movement,K2
weekday_evening,LSA9,LSA9_W_id1,1,2700.0,3600.0,77.0,77.0,308.0,59.89,7.98,0.78,1800.0,2700.0,3,30-45,west,straight_right,K1
weekday_evening,LSA9,LSA9_W_id2,2,2700.0,3600.0,20.0,20.0,80.0,95.96,2.42,0.12,1800.0,2700.0,3,30-45,west,straight_left,K1
weekday_evening,LSA10,LSA10_E_id3,3,3600.0,4500.0,58.0,58.0,232.0,10.25,9.28,3.12,2700.0,3600.0,4,45-60,east,straight_right,K4
weekday_evening,LSA10,LSA10_E_id4,4,3600.0,4500.0,56.0,55.0,220.0,7.7,9.32,4.39,2700.0,3600.0,4,45-60,east,straight,K4
weekday_evening,LSA10,LSA10_NE_id29,29,3600.0,4500.0,6.0,6.0,24.0,0.53,5.9,5.68,2700.0,3600.0,4,45-60,north_east,right,K3
weekday_evening,LSA10,LSA10_NW_id26,26,3600.0,4500.0,6.0,6.0,24.0,3.45,4.32,0.87,2700.0,3600.0,4,45-60,north_west,straight_right,K2
weekday_evening,LSA10,LSA10_NW_id27,27,3600.0,4500.0,15.0,15.0,60.0,4.11,6.3,1.89,2700.0,3600.0,4,45-60,north_west,left,K2
weekday_evening,LSA10,LSA10_S_id31,31,3600.0,4500.0,18.0,19.0,76.0,32.42,3.94,0.4,2700.0,3600.0,4,45-60,south,multi_movement,K5
weekday_evening,LSA10,LSA10_W_id1,1,3600.0,4500.0,53.0,54.0,216.0,89.35,4.63,0.32,2700.0,3600.0,4,45-60,west,straight_right,K1
weekday_evening,LSA16,LSA16_E_id10,10,3600.0,4500.0,84.0,84.0,336.0,7.62,9.29,6.0,2700.0,3600.0,4,45-60,east,straight_right,K4
weekday_evening,LSA16,LSA16_E_id11,11,3600.0,4500.0,53.0,53.0,212.0,29.3,7.46,1.23,2700.0,3600.0,4,45-60,east,left,K4
weekday_evening,LSA16,LSA16_N_id6,6,3600.0,4500.0,26.0,26.0,104.0,6.43,9.1,2.05,2700.0,3600.0,4,45-60,north,right,K3
weekday_evening,LSA16,LSA16_N_id7,7,3600.0,4500.0,27.0,27.0,108.0,4.23,11.35,3.33,2700.0,3600.0,4,45-60,north,straight,K3
weekday_evening,LSA16,LSA16_S_id1,1,3600.0,4500.0,2.0,2.0,8.0,99.61,0.01,0.01,2700.0,3600.0,4,45-60,south,right,K1
weekday_evening,LSA16,LSA16_S_id2,2,3600.0,4500.0,26.0,26.0,104.0,1.15,12.73,12.51,2700.0,3600.0,4,45-60,south,straight,K1
weekday_evening,LSA16,LSA16_S_id33,33,3600.0,4500.0,12.0,12.0,48.0,0.49,13.23,13.2,2700.0,3600.0,4,45-60,south,straight,K1
weekday_evening,LSA16,LSA16_W_id3,3,3600.0,4500.0,40.0,40.0,160.0,92.85,6.79,0.22,2700.0,3600.0,4,45-60,west,straight,K2
weekday_evening,LSA16,LSA16_W_id4,4,3600.0,4500.0,14.0,15.0,60.0,32.78,3.01,0.23,2700.0,3600.0,4,45-60,west,left,K2
weekday_evening,LSA1,LSA1_E_id13,13,3600.0,4500.0,44.0,42.0,168.0,30.98,8.16,0.8,2700.0,3600.0,4,45-60,east,straight_right,K4
weekday_evening,LSA1,LSA1_E_id23,23,3600.0,4500.0,87.0,86.0,344.0,32.5,9.49,1.42,2700.0,3600.0,4,45-60,east,straight,K4
weekday_evening,LSA1,LSA1_E_id26,26,3600.0,4500.0,37.0,36.0,144.0,9.38,9.04,2.98,2700.0,3600.0,4,45-60,east,left,K5
weekday_evening,LSA1,LSA1_E_id27,27,3600.0,4500.0,74.0,74.0,296.0,11.35,9.57,3.68,2700.0,3600.0,4,45-60,east,right,K6
weekday_evening,LSA1,LSA1_N_id28,28,3600.0,4500.0,13.0,13.0,52.0,16.07,6.28,0.45,2700.0,3600.0,4,45-60,north,straight,K7
weekday_evening,LSA1,LSA1_N_id30,30,3600.0,4500.0,87.0,87.0,348.0,77.56,7.89,0.61,2700.0,3600.0,4,45-60,north,left,K7
weekday_evening,LSA1,LSA1_N_id40,40,3600.0,4500.0,56.0,56.0,224.0,41.72,7.87,0.68,2700.0,3600.0,4,45-60,north,right,K8
weekday_evening,LSA1,LSA1_S_id11,11,3600.0,4500.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2700.0,3600.0,4,45-60,south,straight_faulty,K3
weekday_evening,LSA1,LSA1_W_id7,7,3600.0,4500.0,10.0,10.0,40.0,18.36,5.4,0.34,2700.0,3600.0,4,45-60,west,left,K1
weekday_evening,LSA1,LSA1_W_id9,9,3600.0,4500.0,68.0,68.0,272.0,34.27,8.18,1.18,2700.0,3600.0,4,45-60,west,straight_right,K2
weekday_evening,LSA9,LSA9_E_id8,8,3600.0,4500.0,91.0,87.0,348.0,26.23,9.75,2.52,2700.0,3600.0,4,45-60,east,straight_right,K3
weekday_evening,LSA9,LSA9_E_id9,9,3600.0,4500.0,44.0,44.0,176.0,9.23,8.77,2.48,2700.0,3600.0,4,45-60,east,straight,K3
weekday_evening,LSA9,LSA9_S_id10,10,3600.0,4500.0,11.0,11.0,44.0,25.97,3.33,0.21,2700.0,3600.0,4,45-60,south,multi_movement,K4
weekday_evening,LSA9,LSA9_WE_id4,4,3600.0,4500.0,14.0,14.0,56.0,22.75,3.38,0.31,2700.0,3600.0,4,45-60,north_west,straight_right,K2
weekday_evening,LSA9,LSA9_WE_id5,5,3600.0,4500.0,21.0,21.0,84.0,47.59,4.8,0.23,2700.0,3600.0,4,45-60,north_west,movement,K2
weekday_evening,LSA9,LSA9_W_id1,1,3600.0,4500.0,49.0,48.0,192.0,40.5,7.58,0.7,2700.0,3600.0,4,45-60,west,straight_right,K1
weekday_evening,LSA9,LSA9_W_id2,2,3600.0,4500.0,16.0,16.0,64.0,86.51,1.99,0.11,2700.0,3600.0,4,45-60,west,straight_left,K1
weekend_morning,LSA10,LSA10_E_id3,3,900.0,1800.0,47.0,47.0,188.0,8.7,10.04,3.74,0.0,900.0,1,00-15,east,straight_right,K4
weekend_morning,LSA10,LSA10_E_id4,4,900.0,1800.0,37.0,36.0,144.0,2.15,10.83,9.4,0.0,900.0,1,00-15,east,straight,K4
weekend_morning,LSA10,LSA10_NE_id29,29,900.0,1800.0,11.0,11.0,44.0,14.78,4.89,0.78,0.0,900.0,1,00-15,north_east,right,K3
weekend_morning,LSA10,LSA10_NW_id26,26,900.0,1800.0,8.0,8.0,32.0,6.47,5.74,0.62,0.0,900.0,1,00-15,north_west,straight_right,K2
weekend_morning,LSA10,LSA10_NW_id27,27,900.0,1800.0,17.0,17.0,68.0,12.58,6.23,0.7,0.0,900.0,1,00-15,north_west,left,K2
weekend_morning,LSA10,LSA10_S_id31,31,900.0,1800.0,11.0,11.0,44.0,9.09,4.44,0.61,0.0,900.0,1,00-15,south,multi_movement,K5
weekend_morning,LSA10,LSA10_W_id1,1,900.0,1800.0,79.0,79.0,316.0,13.97,10.64,3.31,0.0,900.0,1,00-15,west,straight_right,K1
weekend_morning,LSA16,LSA16_E_id10,10,900.0,1800.0,42.0,42.0,168.0,9.29,10.43,3.91,0.0,900.0,1,00-15,east,straight_right,K4
weekend_morning,LSA16,LSA16_E_id11,11,900.0,1800.0,30.0,30.0,120.0,5.06,9.17,4.18,0.0,900.0,1,00-15,east,left,K4
weekend_morning,LSA16,LSA16_N_id6,6,900.0,1800.0,11.0,11.0,44.0,0.46,12.92,12.58,0.0,900.0,1,00-15,north,right,K3
weekend_morning,LSA16,LSA16_N_id7,7,900.0,1800.0,17.0,17.0,68.0,0.7,12.92,12.89,0.0,900.0,1,00-15,north,straight,K3
weekend_morning,LSA16,LSA16_S_id1,1,900.0,1800.0,38.0,38.0,152.0,15.54,8.23,1.35,0.0,900.0,1,00-15,south,right,K1
weekend_morning,LSA16,LSA16_S_id2,2,900.0,1800.0,34.0,34.0,136.0,1.42,13.05,12.93,0.0,900.0,1,00-15,south,straight,K1
weekend_morning,LSA16,LSA16_S_id33,33,900.0,1800.0,15.0,15.0,60.0,0.82,12.38,11.82,0.0,900.0,1,00-15,south,straight,K1
weekend_morning,LSA16,LSA16_W_id3,3,900.0,1800.0,42.0,41.0,164.0,50.18,6.29,0.46,0.0,900.0,1,00-15,west,straight,K2
weekend_morning,LSA16,LSA16_W_id4,4,900.0,1800.0,14.0,14.0,56.0,21.66,7.34,0.34,0.0,900.0,1,00-15,west,left,K2
weekend_morning,LSA1,LSA1_E_id13,13,900.0,1800.0,30.0,29.0,116.0,35.71,6.64,0.41,0.0,900.0,1,00-15,east,straight_right,K4
weekend_morning,LSA1,LSA1_E_id23,23,900.0,1800.0,36.0,35.0,140.0,30.14,6.16,0.63,0.0,900.0,1,00-15,east,straight,K4
weekend_morning,LSA1,LSA1_E_id26,26,900.0,1800.0,22.0,21.0,84.0,17.78,7.08,0.66,0.0,900.0,1,00-15,east,left,K5
weekend_morning,LSA1,LSA1_E_id27,27,900.0,1800.0,53.0,53.0,212.0,6.16,9.64,4.44,0.0,900.0,1,00-15,east,right,K6
weekend_morning,LSA1,LSA1_N_id28,28,900.0,1800.0,7.0,7.0,28.0,3.36,7.44,1.04,0.0,900.0,1,00-15,north,straight,K7
weekend_morning,LSA1,LSA1_N_id30,30,900.0,1800.0,52.0,52.0,208.0,52.08,6.93,0.52,0.0,900.0,1,00-15,north,left,K7
weekend_morning,LSA1,LSA1_N_id40,40,900.0,1800.0,37.0,37.0,148.0,25.78,7.08,0.74,0.0,900.0,1,00-15,north,right,K8
weekend_morning,LSA1,LSA1_S_id11,11,900.0,1800.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,900.0,1,00-15,south,straight_faulty,K3
weekend_morning,LSA1,LSA1_W_id7,7,900.0,1800.0,24.0,24.0,96.0,95.87,3.15,0.13,0.0,900.0,1,00-15,west,left,K1
weekend_morning,LSA1,LSA1_W_id9,9,900.0,1800.0,83.0,83.0,332.0,51.63,8.37,0.8,0.0,900.0,1,00-15,west,straight_right,K2
weekend_morning,LSA9,LSA9_E_id8,8,900.0,1800.0,72.0,72.0,288.0,6.83,11.86,5.16,0.0,900.0,1,00-15,east,straight_right,K3
weekend_morning,LSA9,LSA9_E_id9,9,900.0,1800.0,24.0,24.0,96.0,1.0,12.85,12.56,0.0,900.0,1,00-15,east,straight,K3
weekend_morning,LSA9,LSA9_S_id10,10,900.0,1800.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,900.0,1,00-15,south,multi_movement,K4
weekend_morning,LSA9,LSA9_WE_id4,4,900.0,1800.0,7.0,6.0,24.0,16.25,2.44,0.22,0.0,900.0,1,00-15,north_west,straight_right,K2
weekend_morning,LSA9,LSA9_WE_id5,5,900.0,1800.0,11.0,10.0,40.0,18.55,5.42,0.4,0.0,900.0,1,00-15,north_west,movement,K2
weekend_morning,LSA9,LSA9_W_id1,1,900.0,1800.0,58.0,58.0,232.0,14.77,9.05,2.02,0.0,900.0,1,00-15,west,straight_right,K1
weekend_morning,LSA9,LSA9_W_id2,2,900.0,1800.0,61.0,59.0,236.0,45.39,6.89,0.74,0.0,900.0,1,00-15,west,straight_left,K1
weekend_morning,LSA10,LSA10_E_id3,3,1800.0,2700.0,51.0,51.0,204.0,6.8,10.33,4.46,900.0,1800.0,2,15-30,east,straight_right,K4
weekend_morning,LSA10,LSA10_E_id4,4,1800.0,2700.0,36.0,34.0,136.0,6.94,11.02,2.55,900.0,1800.0,2,15-30,east,straight,K4
weekend_morning,LSA10,LSA10_NE_id29,29,1800.0,2700.0,10.0,10.0,40.0,2.56,5.06,1.98,900.0,1800.0,2,15-30,north_east,right,K3
weekend_morning,LSA10,LSA10_NW_id26,26,1800.0,2700.0,6.0,6.0,24.0,6.7,5.74,0.45,900.0,1800.0,2,15-30,north_west,straight_right,K2
weekend_morning,LSA10,LSA10_NW_id27,27,1800.0,2700.0,14.0,14.0,56.0,19.58,5.11,0.58,900.0,1800.0,2,15-30,north_west,left,K2
weekend_morning,LSA10,LSA10_S_id31,31,1800.0,2700.0,12.0,12.0,48.0,9.17,4.27,1.26,900.0,1800.0,2,15-30,south,multi_movement,K5
weekend_morning,LSA10,LSA10_W_id1,1,1800.0,2700.0,69.0,68.0,272.0,7.67,11.05,5.25,900.0,1800.0,2,15-30,west,straight_right,K1
weekend_morning,LSA16,LSA16_E_id10,10,1800.0,2700.0,42.0,42.0,168.0,5.75,10.14,4.39,900.0,1800.0,2,15-30,east,straight_right,K4
weekend_morning,LSA16,LSA16_E_id11,11,1800.0,2700.0,29.0,29.0,116.0,7.32,9.29,2.46,900.0,1800.0,2,15-30,east,left,K4
weekend_morning,LSA16,LSA16_N_id6,6,1800.0,2700.0,13.0,13.0,52.0,0.59,11.94,11.44,900.0,1800.0,2,15-30,north,right,K3
weekend_morning,LSA16,LSA16_N_id7,7,1800.0,2700.0,16.0,16.0,64.0,0.68,13.31,13.29,900.0,1800.0,2,15-30,north,straight,K3
weekend_morning,LSA16,LSA16_S_id1,1,1800.0,2700.0,32.0,32.0,128.0,13.86,9.64,1.17,900.0,1800.0,2,15-30,south,right,K1
weekend_morning,LSA16,LSA16_S_id2,2,1800.0,2700.0,22.0,22.0,88.0,0.95,13.22,13.09,900.0,1800.0,2,15-30,south,straight,K1
weekend_morning,LSA16,LSA16_S_id33,33,1800.0,2700.0,14.0,14.0,56.0,0.61,13.0,12.73,900.0,1800.0,2,15-30,south,straight,K1
weekend_morning,LSA16,LSA16_W_id3,3,1800.0,2700.0,36.0,37.0,148.0,50.2,6.95,0.37,900.0,1800.0,2,15-30,west,straight,K2
weekend_morning,LSA16,LSA16_W_id4,4,1800.0,2700.0,9.0,9.0,36.0,14.29,5.39,0.42,900.0,1800.0,2,15-30,west,left,K2
weekend_morning,LSA1,LSA1_E_id13,13,1800.0,2700.0,34.0,34.0,136.0,30.05,6.87,0.62,900.0,1800.0,2,15-30,east,straight_right,K4
weekend_morning,LSA1,LSA1_E_id23,23,1800.0,2700.0,34.0,34.0,136.0,31.45,7.02,0.57,900.0,1800.0,2,15-30,east,straight,K4
weekend_morning,LSA1,LSA1_E_id26,26,1800.0,2700.0,11.0,12.0,48.0,18.77,5.73,0.43,900.0,1800.0,2,15-30,east,left,K5
weekend_morning,LSA1,LSA1_E_id27,27,1800.0,2700.0,58.0,58.0,232.0,8.32,9.49,3.59,900.0,1800.0,2,15-30,east,right,K6
weekend_morning,LSA1,LSA1_N_id28,28,1800.0,2700.0,10.0,10.0,40.0,19.63,4.22,0.26,900.0,1800.0,2,15-30,north,straight,K7
weekend_morning,LSA1,LSA1_N_id30,30,1800.0,2700.0,44.0,44.0,176.0,42.69,7.74,0.58,900.0,1800.0,2,15-30,north,left,K7
weekend_morning,LSA1,LSA1_N_id40,40,1800.0,2700.0,34.0,34.0,136.0,22.73,7.1,0.75,900.0,1800.0,2,15-30,north,right,K8
weekend_morning,LSA1,LSA1_S_id11,11,1800.0,2700.0,0.0,0.0,0.0,0.0,-1.0,-1.0,900.0,1800.0,2,15-30,south,straight_faulty,K3
weekend_morning,LSA1,LSA1_W_id7,7,1800.0,2700.0,24.0,24.0,96.0,96.15,3.09,0.13,900.0,1800.0,2,15-30,west,left,K1
weekend_morning,LSA1,LSA1_W_id9,9,1800.0,2700.0,70.0,69.0,276.0,32.0,8.53,1.1,900.0,1800.0,2,15-30,west,straight_right,K2
weekend_morning,LSA9,LSA9_E_id8,8,1800.0,2700.0,66.0,63.0,252.0,6.19,11.35,5.85,900.0,1800.0,2,15-30,east,straight_right,K3
weekend_morning,LSA9,LSA9_E_id9,9,1800.0,2700.0,29.0,29.0,116.0,3.88,12.2,3.86,900.0,1800.0,2,15-30,east,straight,K3
weekend_morning,LSA9,LSA9_S_id10,10,1800.0,2700.0,1.0,0.0,0.0,33.66,-1.0,-1.0,900.0,1800.0,2,15-30,south,multi_movement,K4
weekend_morning,LSA9,LSA9_WE_id4,4,1800.0,2700.0,7.0,8.0,32.0,23.17,3.34,0.19,900.0,1800.0,2,15-30,north_west,straight_right,K2
weekend_morning,LSA9,LSA9_WE_id5,5,1800.0,2700.0,19.0,18.0,72.0,22.06,5.63,0.44,900.0,1800.0,2,15-30,north_west,movement,K2
weekend_morning,LSA9,LSA9_W_id1,1,1800.0,2700.0,45.0,45.0,180.0,8.47,9.97,3.73,900.0,1800.0,2,15-30,west,straight_right,K1
weekend_morning,LSA9,LSA9_W_id2,2,1800.0,2700.0,64.0,62.0,248.0,31.88,8.96,1.37,900.0,1800.0,2,15-30,west,straight_left,K1
weekend_morning,LSA10,LSA10_E_id3,3,2700.0,3600.0,51.0,51.0,204.0,5.49,11.16,5.09,1800.0,2700.0,3,30-45,east,straight_right,K4
weekend_morning,LSA10,LSA10_E_id4,4,2700.0,3600.0,24.0,22.0,88.0,1.15,12.33,12.05,1800.0,2700.0,3,30-45,east,straight,K4
weekend_morning,LSA10,LSA10_NE_id29,29,2700.0,3600.0,5.0,5.0,20.0,0.42,7.63,6.47,1800.0,2700.0,3,30-45,north_east,right,K3
