lsa,detector_id,n_records,n_unique_timestamps,first_timestamp,last_timestamp,mean_count,median_count,max_count,zero_count_share,mean_occupancy,median_occupancy,max_occupancy,zero_occupancy_share
LD-LSA16,4.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,5.145697030699547,5.0,20.0,0.1552591847005536,13.784348263714142,10.0,67.0,0.2159033719174635
LD-LSA16,5.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,32.07599396074484,33.0,100.0,0.036990437845998994,31.218168092601914,31.0,100.0,0.17614494212380474
LD-LSA16,6.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,8.39028686462003,7.0,365.0,0.15274282838449924,3.464267740312028,1.0,79.0,0.4476597886260695
LD-LSA16,7.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,19.608203321590338,19.0,169.0,0.05108203321590337,15.946149974836437,9.0,100.0,0.2365374937091092
LD-LSA16,8.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,45.097886260694516,42.0,164.0,0.03724207347760443,24.278812279818823,25.0,70.0,0.04705586311021641
LD-LSA16,9.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,26.680926019124307,25.0,98.0,0.029693004529441368,20.85279315551082,20.0,76.0,0.051836940110719675
LD-LSA16,10.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,39.95319577252139,39.0,159.0,0.03799698037242073,16.011826874685454,14.0,100.0,0.16935078007045798
LD-LSA16,11.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,27.46577755410166,26.0,109.0,0.03900352289884248,10.456215400100655,8.0,100.0,0.24031202818319075
LD-LSA16,12.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,13.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,69.74433819828887,70.0,1253.0,0.008303975842979365,14.036487166582788,10.0,59.0,0.20407649723200805
LD-LSA16,14.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,48.97508807247106,50.0,192.0,0.006542526421741319,4.892551585304479,4.0,33.0,0.24308002013085053
LD-LSA16,15.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,55.522898842476096,51.0,296.0,0.022898842476094614,8.62682435832914,6.0,49.0,0.2586814292903875
LD-LSA16,16.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.8434826371414192,0.0,12.0,0.591343734272773,0.03900352289884248,0.0,3.0,0.9662808253648717
LD-LSA16,17.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,1.1967790639154505,1.0,13.0,0.49471565173628584,0.07423251132360342,0.0,4.0,0.9365878208354304
