block_id,start_time,end_time,date,K1,K2,K3,K4,pattern,stage,program,n_seconds,duration_s
206,2026-03-10 08:23:54+01:00,2026-03-10 08:24:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,1,3,18,18
207,2026-03-10 08:24:12+01:00,2026-03-10 08:24:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
208,2026-03-10 08:24:15+01:00,2026-03-10 08:24:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
209,2026-03-10 08:24:21+01:00,2026-03-10 08:24:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
210,2026-03-10 08:24:22+01:00,2026-03-10 08:24:30+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,9,9
211,2026-03-10 08:24:31+01:00,2026-03-10 08:24:33+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
212,2026-03-10 08:24:34+01:00,2026-03-10 08:24:39+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
213,2026-03-10 08:24:40+01:00,2026-03-10 08:24:40+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
214,2026-03-10 08:24:41+01:00,2026-03-10 08:25:09+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,29,29
215,2026-03-10 08:25:10+01:00,2026-03-10 08:25:12+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
216,2026-03-10 08:25:13+01:00,2026-03-10 08:25:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,15,15
217,2026-03-10 08:25:28+01:00,2026-03-10 08:25:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
218,2026-03-10 08:25:31+01:00,2026-03-10 08:25:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
219,2026-03-10 08:25:34+01:00,2026-03-10 08:25:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
220,2026-03-10 08:25:35+01:00,2026-03-10 08:25:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
221,2026-03-10 08:25:42+01:00,2026-03-10 08:25:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
222,2026-03-10 08:25:45+01:00,2026-03-10 08:25:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
223,2026-03-10 08:25:51+01:00,2026-03-10 08:25:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
224,2026-03-10 08:25:52+01:00,2026-03-10 08:26:00+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,9,9
225,2026-03-10 08:26:01+01:00,2026-03-10 08:26:03+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
226,2026-03-10 08:26:04+01:00,2026-03-10 08:26:09+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
227,2026-03-10 08:26:10+01:00,2026-03-10 08:26:10+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
228,2026-03-10 08:26:11+01:00,2026-03-10 08:26:39+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,29,29
229,2026-03-10 08:26:40+01:00,2026-03-10 08:26:42+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
230,2026-03-10 08:26:43+01:00,2026-03-10 08:26:57+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,15,15
231,2026-03-10 08:26:58+01:00,2026-03-10 08:27:00+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
232,2026-03-10 08:27:01+01:00,2026-03-10 08:27:03+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
233,2026-03-10 08:27:04+01:00,2026-03-10 08:27:04+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
234,2026-03-10 08:27:05+01:00,2026-03-10 08:27:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
235,2026-03-10 08:27:12+01:00,2026-03-10 08:27:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
236,2026-03-10 08:27:15+01:00,2026-03-10 08:27:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
237,2026-03-10 08:27:21+01:00,2026-03-10 08:27:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
238,2026-03-10 08:27:22+01:00,2026-03-10 08:27:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
239,2026-03-10 08:27:33+01:00,2026-03-10 08:27:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
240,2026-03-10 08:27:36+01:00,2026-03-10 08:27:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
241,2026-03-10 08:27:42+01:00,2026-03-10 08:27:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
242,2026-03-10 08:27:43+01:00,2026-03-10 08:28:06+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,24,24
243,2026-03-10 08:28:07+01:00,2026-03-10 08:28:09+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
244,2026-03-10 08:28:10+01:00,2026-03-10 08:28:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,18,18
245,2026-03-10 08:28:28+01:00,2026-03-10 08:28:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
246,2026-03-10 08:28:31+01:00,2026-03-10 08:28:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
247,2026-03-10 08:28:34+01:00,2026-03-10 08:28:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
248,2026-03-10 08:28:35+01:00,2026-03-10 08:28:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
249,2026-03-10 08:28:42+01:00,2026-03-10 08:28:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
250,2026-03-10 08:28:45+01:00,2026-03-10 08:28:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
251,2026-03-10 08:28:51+01:00,2026-03-10 08:28:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
252,2026-03-10 08:28:52+01:00,2026-03-10 08:29:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
253,2026-03-10 08:29:03+01:00,2026-03-10 08:29:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
254,2026-03-10 08:29:06+01:00,2026-03-10 08:29:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
255,2026-03-10 08:29:12+01:00,2026-03-10 08:29:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
256,2026-03-10 08:29:13+01:00,2026-03-10 08:29:39+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,27,27
257,2026-03-10 08:29:40+01:00,2026-03-10 08:29:42+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
258,2026-03-10 08:29:43+01:00,2026-03-10 08:29:53+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,11,11
259,2026-03-10 08:29:54+01:00,2026-03-10 08:29:56+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
260,2026-03-10 08:29:57+01:00,2026-03-10 08:29:59+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
261,2026-03-10 08:30:00+01:00,2026-03-10 08:30:00+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
262,2026-03-10 08:30:01+01:00,2026-03-10 08:30:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,11,11
263,2026-03-10 08:30:12+01:00,2026-03-10 08:30:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
264,2026-03-10 08:30:15+01:00,2026-03-10 08:30:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
265,2026-03-10 08:30:21+01:00,2026-03-10 08:30:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
266,2026-03-10 08:30:22+01:00,2026-03-10 08:30:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
267,2026-03-10 08:30:33+01:00,2026-03-10 08:30:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
268,2026-03-10 08:30:36+01:00,2026-03-10 08:30:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
269,2026-03-10 08:30:42+01:00,2026-03-10 08:30:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
270,2026-03-10 08:30:43+01:00,2026-03-10 08:31:09+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,27,27
271,2026-03-10 08:31:10+01:00,2026-03-10 08:31:12+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
272,2026-03-10 08:31:13+01:00,2026-03-10 08:31:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,15,15
273,2026-03-10 08:31:28+01:00,2026-03-10 08:31:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
274,2026-03-10 08:31:31+01:00,2026-03-10 08:31:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
275,2026-03-10 08:31:34+01:00,2026-03-10 08:31:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
276,2026-03-10 08:31:35+01:00,2026-03-10 08:31:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
277,2026-03-10 08:31:42+01:00,2026-03-10 08:31:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
278,2026-03-10 08:31:45+01:00,2026-03-10 08:31:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
279,2026-03-10 08:31:51+01:00,2026-03-10 08:31:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
280,2026-03-10 08:31:52+01:00,2026-03-10 08:32:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
281,2026-03-10 08:32:03+01:00,2026-03-10 08:32:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,99,3,3,3
282,2026-03-10 08:32:06+01:00,2026-03-10 08:32:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,99,3,6,6
283,2026-03-10 08:32:12+01:00,2026-03-10 08:32:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,99,3,1,1
284,2026-03-10 08:32:13+01:00,2026-03-10 08:32:43+01:00,2026-03-10,4,2,4,2,4-2-4-2,99,3,31,31
285,2026-03-10 08:32:44+01:00,2026-03-10 08:32:46+01:00,2026-03-10,3,2,3,2,3-2-3-2,1,3,3,3
286,2026-03-10 08:32:47+01:00,2026-03-10 08:32:51+01:00,2026-03-10,2,2,2,2,2-2-2-2,1,3,5,5
287,2026-03-10 08:32:52+01:00,2026-03-10 08:32:52+01:00,2026-03-10,2,5,2,2,2-5-2-2,1,3,1,1
288,2026-03-10 08:32:53+01:00,2026-03-10 08:33:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,1,3,19,19
289,2026-03-10 08:33:12+01:00,2026-03-10 08:33:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
290,2026-03-10 08:33:15+01:00,2026-03-10 08:33:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
291,2026-03-10 08:33:21+01:00,2026-03-10 08:33:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
292,2026-03-10 08:33:22+01:00,2026-03-10 08:33:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
293,2026-03-10 08:33:33+01:00,2026-03-10 08:33:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,99,3,3,3
294,2026-03-10 08:33:36+01:00,2026-03-10 08:33:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,99,3,6,6
295,2026-03-10 08:33:42+01:00,2026-03-10 08:33:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,99,3,1,1
296,2026-03-10 08:33:43+01:00,2026-03-10 08:34:08+01:00,2026-03-10,4,2,4,2,4-2-4-2,99,3,26,26
297,2026-03-10 08:34:09+01:00,2026-03-10 08:34:11+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
298,2026-03-10 08:34:12+01:00,2026-03-10 08:34:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,16,16
299,2026-03-10 08:34:28+01:00,2026-03-10 08:34:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
300,2026-03-10 08:34:31+01:00,2026-03-10 08:34:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
301,2026-03-10 08:34:34+01:00,2026-03-10 08:34:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
302,2026-03-10 08:34:35+01:00,2026-03-10 08:34:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
303,2026-03-10 08:34:42+01:00,2026-03-10 08:34:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
304,2026-03-10 08:34:45+01:00,2026-03-10 08:34:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
305,2026-03-10 08:34:51+01:00,2026-03-10 08:34:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
306,2026-03-10 08:34:52+01:00,2026-03-10 08:35:00+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,9,9
307,2026-03-10 08:35:01+01:00,2026-03-10 08:35:03+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
308,2026-03-10 08:35:04+01:00,2026-03-10 08:35:09+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
309,2026-03-10 08:35:10+01:00,2026-03-10 08:35:10+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
310,2026-03-10 08:35:11+01:00,2026-03-10 08:35:33+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,23,23
311,2026-03-10 08:35:34+01:00,2026-03-10 08:35:36+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
312,2026-03-10 08:35:37+01:00,2026-03-10 08:35:47+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,11,11
313,2026-03-10 08:35:48+01:00,2026-03-10 08:35:50+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
314,2026-03-10 08:35:51+01:00,2026-03-10 08:35:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
315,2026-03-10 08:35:54+01:00,2026-03-10 08:35:54+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
316,2026-03-10 08:35:55+01:00,2026-03-10 08:36:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,17,17
317,2026-03-10 08:36:12+01:00,2026-03-10 08:36:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
318,2026-03-10 08:36:15+01:00,2026-03-10 08:36:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
319,2026-03-10 08:36:21+01:00,2026-03-10 08:36:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
320,2026-03-10 08:36:22+01:00,2026-03-10 08:36:34+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,13,13
321,2026-03-10 08:36:35+01:00,2026-03-10 08:36:37+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
322,2026-03-10 08:36:38+01:00,2026-03-10 08:36:43+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
323,2026-03-10 08:36:44+01:00,2026-03-10 08:36:44+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
324,2026-03-10 08:36:45+01:00,2026-03-10 08:37:09+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,25,25
325,2026-03-10 08:37:10+01:00,2026-03-10 08:37:12+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
326,2026-03-10 08:37:13+01:00,2026-03-10 08:37:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,15,15
327,2026-03-10 08:37:28+01:00,2026-03-10 08:37:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
328,2026-03-10 08:37:31+01:00,2026-03-10 08:37:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
329,2026-03-10 08:37:34+01:00,2026-03-10 08:37:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
330,2026-03-10 08:37:35+01:00,2026-03-10 08:37:48+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,14,14
331,2026-03-10 08:37:49+01:00,2026-03-10 08:37:51+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
332,2026-03-10 08:37:52+01:00,2026-03-10 08:37:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,2,2
333,2026-03-10 08:37:54+01:00,2026-03-10 08:37:54+01:00,2026-03-10,2,2,5,2,2-2-5-2,3,3,1,1
334,2026-03-10 08:37:55+01:00,2026-03-10 08:37:58+01:00,2026-03-10,2,2,4,2,2-2-4-2,3,3,4,4
335,2026-03-10 08:37:59+01:00,2026-03-10 08:37:59+01:00,2026-03-10,5,2,4,2,5-2-4-2,3,3,1,1
336,2026-03-10 08:38:00+01:00,2026-03-10 08:40:13+01:00,2026-03-10,4,2,4,2,4-2-4-2,3,3,134,134
337,2026-03-10 08:40:14+01:00,2026-03-10 08:40:16+01:00,2026-03-10,3,2,3,2,3-2-3-2,1,3,3,3
338,2026-03-10 08:40:17+01:00,2026-03-10 08:40:21+01:00,2026-03-10,2,2,2,2,2-2-2-2,1,3,5,5
339,2026-03-10 08:40:22+01:00,2026-03-10 08:40:22+01:00,2026-03-10,2,5,2,2,2-5-2-2,1,3,1,1
340,2026-03-10 08:40:23+01:00,2026-03-10 08:40:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,1,3,19,19
341,2026-03-10 08:40:42+01:00,2026-03-10 08:40:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
342,2026-03-10 08:40:45+01:00,2026-03-10 08:40:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
343,2026-03-10 08:40:51+01:00,2026-03-10 08:40:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
344,2026-03-10 08:40:52+01:00,2026-03-10 08:41:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
345,2026-03-10 08:41:03+01:00,2026-03-10 08:41:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,99,3,3,3
346,2026-03-10 08:41:06+01:00,2026-03-10 08:41:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,99,3,6,6
347,2026-03-10 08:41:12+01:00,2026-03-10 08:41:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,99,3,1,1
348,2026-03-10 08:41:13+01:00,2026-03-10 08:41:33+01:00,2026-03-10,4,2,4,2,4-2-4-2,99,3,21,21
349,2026-03-10 08:41:34+01:00,2026-03-10 08:41:36+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
350,2026-03-10 08:41:37+01:00,2026-03-10 08:41:57+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,21,21
351,2026-03-10 08:41:58+01:00,2026-03-10 08:42:00+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
352,2026-03-10 08:42:01+01:00,2026-03-10 08:42:03+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
353,2026-03-10 08:42:04+01:00,2026-03-10 08:42:04+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
354,2026-03-10 08:42:05+01:00,2026-03-10 08:42:18+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,14,14
355,2026-03-10 08:42:19+01:00,2026-03-10 08:42:21+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
356,2026-03-10 08:42:22+01:00,2026-03-10 08:42:23+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,2,2
357,2026-03-10 08:42:24+01:00,2026-03-10 08:42:24+01:00,2026-03-10,2,2,5,2,2-2-5-2,3,3,1,1
358,2026-03-10 08:42:25+01:00,2026-03-10 08:42:28+01:00,2026-03-10,2,2,4,2,2-2-4-2,3,3,4,4
359,2026-03-10 08:42:29+01:00,2026-03-10 08:42:29+01:00,2026-03-10,5,2,4,2,5-2-4-2,3,3,1,1
360,2026-03-10 08:42:30+01:00,2026-03-10 08:43:04+01:00,2026-03-10,4,2,4,2,4-2-4-2,3,3,35,35
361,2026-03-10 08:43:05+01:00,2026-03-10 08:43:07+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
362,2026-03-10 08:43:08+01:00,2026-03-10 08:43:26+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,19,19
363,2026-03-10 08:43:27+01:00,2026-03-10 08:43:29+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
364,2026-03-10 08:43:30+01:00,2026-03-10 08:43:32+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
365,2026-03-10 08:43:33+01:00,2026-03-10 08:43:33+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
366,2026-03-10 08:43:34+01:00,2026-03-10 08:43:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,8,8
367,2026-03-10 08:43:42+01:00,2026-03-10 08:43:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
368,2026-03-10 08:43:45+01:00,2026-03-10 08:43:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
369,2026-03-10 08:43:51+01:00,2026-03-10 08:43:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
370,2026-03-10 08:43:52+01:00,2026-03-10 08:44:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
371,2026-03-10 08:44:03+01:00,2026-03-10 08:44:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
372,2026-03-10 08:44:06+01:00,2026-03-10 08:44:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
373,2026-03-10 08:44:12+01:00,2026-03-10 08:44:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
374,2026-03-10 08:44:13+01:00,2026-03-10 08:44:39+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,27,27
375,2026-03-10 08:44:40+01:00,2026-03-10 08:44:42+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
376,2026-03-10 08:44:43+01:00,2026-03-10 08:44:55+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,13,13
377,2026-03-10 08:44:56+01:00,2026-03-10 08:44:58+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
378,2026-03-10 08:44:59+01:00,2026-03-10 08:45:01+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
379,2026-03-10 08:45:02+01:00,2026-03-10 08:45:02+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
380,2026-03-10 08:45:03+01:00,2026-03-10 08:45:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,9,9
381,2026-03-10 08:45:12+01:00,2026-03-10 08:45:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
382,2026-03-10 08:45:15+01:00,2026-03-10 08:45:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
383,2026-03-10 08:45:21+01:00,2026-03-10 08:45:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
384,2026-03-10 08:45:22+01:00,2026-03-10 08:45:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
385,2026-03-10 08:45:33+01:00,2026-03-10 08:45:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
386,2026-03-10 08:45:36+01:00,2026-03-10 08:45:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
387,2026-03-10 08:45:42+01:00,2026-03-10 08:45:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
388,2026-03-10 08:45:43+01:00,2026-03-10 08:46:08+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,26,26
389,2026-03-10 08:46:09+01:00,2026-03-10 08:46:11+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
390,2026-03-10 08:46:12+01:00,2026-03-10 08:46:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,16,16
391,2026-03-10 08:46:28+01:00,2026-03-10 08:46:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
392,2026-03-10 08:46:31+01:00,2026-03-10 08:46:34+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
393,2026-03-10 08:46:35+01:00,2026-03-10 08:46:35+01:00,2026-03-10,2,2,2,5,2-2-2-5,2,3,1,1
394,2026-03-10 08:46:36+01:00,2026-03-10 08:46:44+01:00,2026-03-10,2,2,2,4,2-2-2-4,2,3,9,9
395,2026-03-10 08:46:45+01:00,2026-03-10 08:46:47+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
396,2026-03-10 08:46:48+01:00,2026-03-10 08:46:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
397,2026-03-10 08:46:54+01:00,2026-03-10 08:46:54+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
398,2026-03-10 08:46:55+01:00,2026-03-10 08:47:44+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,50,50
399,2026-03-10 08:47:45+01:00,2026-03-10 08:47:47+01:00,2026-03-10,3,2,3,2,3-2-3-2,1,3,3,3
400,2026-03-10 08:47:48+01:00,2026-03-10 08:47:52+01:00,2026-03-10,2,2,2,2,2-2-2-2,1,3,5,5
401,2026-03-10 08:47:53+01:00,2026-03-10 08:47:53+01:00,2026-03-10,2,5,2,2,2-5-2-2,1,3,1,1
402,2026-03-10 08:47:54+01:00,2026-03-10 08:48:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,1,3,18,18
403,2026-03-10 08:48:12+01:00,2026-03-10 08:48:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
404,2026-03-10 08:48:15+01:00,2026-03-10 08:48:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
405,2026-03-10 08:48:21+01:00,2026-03-10 08:48:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
406,2026-03-10 08:48:22+01:00,2026-03-10 08:48:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
407,2026-03-10 08:48:33+01:00,2026-03-10 08:48:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
408,2026-03-10 08:48:36+01:00,2026-03-10 08:48:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
409,2026-03-10 08:48:42+01:00,2026-03-10 08:48:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
410,2026-03-10 08:48:43+01:00,2026-03-10 08:49:23+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,41,41
411,2026-03-10 08:49:24+01:00,2026-03-10 08:49:26+01:00,2026-03-10,3,2,3,2,3-2-3-2,1,3,3,3
412,2026-03-10 08:49:27+01:00,2026-03-10 08:49:31+01:00,2026-03-10,2,2,2,2,2-2-2-2,1,3,5,5
413,2026-03-10 08:49:32+01:00,2026-03-10 08:49:32+01:00,2026-03-10,2,5,2,2,2-5-2-2,1,3,1,1
